       0.0146628         146.855         666.107               0         84.6611         1.57448               0               0               0         171.564        0.244855         1.77219
       0.0293255        -32.8988         36.5048               0         49.8605        0.635522               0               0               0        -28.9441        0.182916         1.19705
       0.0439883        -2.19948         211.709               0         36.5766        0.371893               0               0               0         22.1754        0.143864         1.28697
        0.058651        -1.26281         231.952               0         29.1517        0.264605               0               0               0         29.9486        0.120786        0.910137
       0.0733138        -1.14681         252.233               0          24.286        0.206364               0               0               0         35.8394        0.107044        0.802129
       0.0879765        -1.43044         268.584               0         20.8043        0.170496               0               0               0         40.6015       0.0975922        0.740341
        0.102639        -1.80563         283.058               0         18.1689        0.147556               0               0               0          44.948       0.0892442        0.690864
        0.117302        -2.18944         296.417               0         16.0945        0.131967               0               0               0         49.0557       0.0819471        0.650061
        0.131965        -2.59793         308.739               0         14.4141        0.120446               0               0               0         52.7763       0.0768925        0.615815
        0.146628        -3.02962         320.177               0         13.0224        0.111697               0               0               0         56.0972       0.0513799        0.586645
         0.16129        -3.47325         330.928               0         11.8497         0.10522               0               0               0         59.1001       0.0772957        0.561739
        0.175953        -3.94525         341.061               0         10.8474        0.100436               0               0               0         61.8072       0.0827318        0.540913
        0.190616        -4.45733         350.585               0         9.98062       0.0968055               0               0               0         64.2088       0.0905787        0.524755
        0.205279        -5.00879         359.585               0         9.22363       0.0940874               0               0               0         66.3383       0.0998751        0.511723
        0.219941        -5.59491         368.153               0         8.55701       0.0922208               0               0               0         68.2378        0.109881        0.499237
        0.234604        -6.21264          376.34               0         7.96573       0.0910976               0               0               0         69.9243        0.120111        0.488134
        0.249267        -6.85874         384.184               0         7.43798       0.0905548               0               0               0          71.409        0.113766        0.478546
         0.26393        -7.53084         391.691               0         6.96435       0.0904553               0               0               0         72.6898       0.0949289        0.469817
        0.278592        -8.22222         398.898               0         6.53722       0.0907569               0               0               0         73.7845       0.0716686        0.461445
        0.293255        -8.92618         405.826               0          6.1504       0.0914399               0               0               0          74.709       0.0357861        0.453614
        0.307918        -9.63673         412.471               0         5.79872       0.0924499               0               0               0         75.4702       0.0492238        0.446552
        0.322581        -10.3483         418.813               0         5.47787       0.0937092               0               0               0         76.0716       0.0782642        0.440102
        0.337243        -11.0553         424.839               0         5.18424        0.095171               0               0               0         76.5217       0.0989845        0.433904
        0.351906        -11.7523         430.553               0         4.91474       0.0968235               0               0               0         76.8354        0.108686        0.427859
        0.366569        -12.4351         435.975               0         4.66673       0.0986585               0               0               0         77.0269       0.0876126         0.42215
        0.381232        -13.1026         441.106               0         4.43795        0.100645               0               0               0         77.1064       0.0600755         0.41692
        0.395894        -13.7536          445.98               0         4.22644        0.102741               0               0               0         77.0848       0.0200694        0.412095
        0.410557        -14.3893         450.631               0         4.03049         0.10492               0               0               0         76.9733       0.0661199        0.407487
         0.42522        -15.0126         455.091               0          3.8486        0.107181               0               0               0         76.7832        0.091168        0.403059
        0.439883        -15.6268         459.393               0         3.67947        0.109524               0               0               0         76.5245        0.108178        0.398918
        0.454545        -16.2329          463.57               0         3.52193        0.111939               0               0               0         76.2119       0.0870936        0.395173
        0.469208        -16.8305         467.654               0         3.37495        0.114398               0               0               0         75.8589       0.0590255        0.394081
        0.483871        -17.4159         471.669               0         3.23762        0.116886               0               0               0          75.481       0.0244839        0.394656
        0.498534        -17.9812         475.644               0         3.10911        0.119401               0               0               0         75.0958       0.0682989        0.395377
        0.513196        -18.5181         479.593               0         2.98869        0.121951               0               0               0         74.7164       0.0933506        0.396231
        0.527859         -19.018         483.528               0         2.87572        0.124533               0               0               0         74.3529        0.103175        0.397206
        0.542522        -19.4727         487.456               0          2.7696        0.127138               0               0               0         74.0121        0.081363        0.398289
        0.557185        -19.8772          491.38               0         2.66981        0.129756               0               0               0         73.6988       0.0508789        0.399487
        0.571848         -20.229         495.311               0         2.57586        0.132381               0               0               0         73.4213       0.0379129        0.401013
         0.58651        -20.5285          499.27               0         2.48735        0.135015               0               0               0          73.194       0.0738395        0.402616
        0.601173        -20.7787         503.282               0         2.40388        0.137661               0               0               0         73.0378       0.0972406        0.404285
        0.615836         -20.987         507.373               0         2.32511        0.140321               0               0               0         72.9754       0.0968379        0.406013
        0.630499        -21.1675         511.551               0         2.25076        0.142992               0               0               0         73.0191       0.0751173        0.407792
        0.645161        -21.3407         515.793               0         2.18056        0.145673               0               0               0         73.1634       0.0435935        0.409616
        0.659824        -21.5292         520.065               0         2.11431        0.148355               0               0               0         73.3942       0.0428822        0.411476
        0.674487        -21.7519         524.339               0          2.0519        0.151005               0               0               0         73.6952       0.0747728        0.413368
         0.68915        -22.0253         528.585               0         1.99334        0.153577               0               0               0         74.0437       0.0877514        0.415285
        0.703812        -22.3626         532.764               0         1.93889        0.156004               0               0               0         74.4077       0.0851183        0.417413
        0.718475        -22.7682         536.889               0         1.88902        0.158182               0               0               0         74.7742       0.0728158        0.419599
        0.733138         -23.261         540.851               0         1.84446        0.160025               0               0               0         75.0659       0.0453254         0.42179
        0.747801        -23.8435          544.55               0         1.80615         0.16147               0               0               0         75.2267        0.034301        0.423983
        0.762463        -24.4776         548.148               0         1.77508        0.162451               0               0               0          75.341       0.0662622        0.426171
        0.777126         -25.138         551.727               0         1.75226        0.162958               0               0               0         75.4501       0.0732434        0.428353
        0.791789        -25.8045         555.326               0         1.73855        0.163036               0               0               0         75.5792       0.0682163        0.430624
        0.806452         -26.465         558.935               0         1.73456        0.162732               0               0               0         75.7253        0.062987        0.433002
        0.821114        -27.1147         562.511               0         1.74051        0.162033               0               0               0         75.8692       0.0478126        0.435357
        0.835777        -27.7514         566.032               0         1.75622         0.16093               0               0               0         76.0015       0.0263712        0.437686
         0.85044        -28.3751          569.49               0         1.78105        0.159456               0               0               0         76.1206       0.0248188        0.439988
        0.865103        -28.9873          572.88               0         1.81402        0.157668               0               0               0         76.2251       0.0342677        0.442365
        0.879765        -29.5902         576.188               0         1.85394        0.155687               0               0               0         76.3101        0.021224        0.444821
        0.894428        -30.1856          579.41               0         1.89949        0.153628               0               0               0         76.3743      0.00945485        0.447238
        0.909091        -30.7751          582.54               0         1.94933        0.151552               0               0               0         76.4151          0.0115        0.449616
