h,cl,cd
0.0012793176972281453,	1.047663551,	0.007459057
0.0019275053304904054,	1.046915888,	0.007598015
0.0025586353944562906,	1.025046729,	0.009444169
0.0038208955223880603,	1.01588785,	0.010496278
0.0051002132196162064,	1.001308411,	0.012501241
0.007607675906183369,	0.982429907,	0.017444169
