247.217806	19.55935252
308.0286169	28.77697842
385.5325914	35.29676259
430.8426073	39.11870504
472.5755167	43.16546763
532.1939587	48.78597122
547.6947536	47.6618705
572.7344992	54.40647482
607.3131955	58.45323741
705.0874404	65.19784173
771.8600954	69.24460432
851.7488076	81.16007194
897.0588235	86.5557554
911.3672496	87.45503597
931.6375199	90.1528777
937.5993641	92.17625899
948.3306836	93.07553957
963.8314785	93.30035971
970.9856916	100.2697842
1005.564388	106.3399281
1059.220986	112.8597122
1164.149444	125
1223.767886	132.6438849
1327.503975	149.0557554
1360.890302	154.2266187
1396.661367	158.2733813
1419.316375	160.971223
1455.08744	167.4910072
1469.395866	170.8633094
1486.08903	172.4370504
1500.397456	156.9244604
1508.744038	177.1582734
1537.36089	183.9028777
1577.901431	189.073741
1642.289348	198.2913669
1703.100159	201.4388489
1725.755167	203.2374101
1746.025437	204.3615108
1766.295707	208.4082734
1790.143084	209.9820144
1802.066773	209.307554
1804.45151	215.602518
1812.798092	219.4244604
