400	55.3667263
482.6086957	62.52236136
519.5652174	68.78354204
540.2173913	69.67799642
547.826087	80.18783542
572.826087	83.76565295
631.5217391	88.68515206
678.2608696	95.61717352
773.9130435	112.8354204
826.0869565	118.8729875
848.9130435	123.1216458
880.4347826	132.960644
909.7826087	137.8801431
936.9565217	138.9982111
951.0869565	128.9355993
953.2608696	143.2468694
978.2608696	149.0608229
1064.130435	162.0304114
1109.782609	166.5026834
1126.086957	168.5152057
1198.913043	178.5778175
1256.521739	181.7084079
1339.130435	192.6654741
1401.086957	201.3864043
1428.26087	205.1878354
1458.695652	216.1449016
1473.913043	219.2754919
1485.869565	219.2754919
1490.217391	227.1019678
1508.695652	237.8354204
1544.565217	248.568873
1605.434783	256.6189624
1655.434783	263.5509839
1711.956522	268.2468694
1763.043478	274.5080501
1782.608696	272.4955277
1795.652174	272.9427549
1804.347826	266.6815742
