245.2380952	11.33144476
291.6666667	16.57223796
348.8095238	19.97167139
422.6190476	23.37110482
435.7142857	24.07932011
460.7142857	26.62889518
485.7142857	22.94617564
500	22.94617564
521.4285714	17.8470255
526.1904762	21.10481586
539.2857143	23.51274788
540.4761905	27.76203966
548.8095238	28.89518414
554.7619048	33.71104816
579.7619048	37.67705382
652.3809524	43.62606232
701.1904762	45.32577904
739.2857143	46.60056657
773.8095238	49.57507082
819.047619	55.80736544
842.8571429	57.22379603
892.8571429	56.23229462
913.0952381	53.54107649
925	54.67422096
953.5714286	53.11614731
964.2857143	66.14730878
965.4761905	49.57507082
1036.904762	64.58923513
1085.714286	68.55524079
1110.714286	71.24645892
1139.285714	70.82152975
1166.666667	73.37110482
1194.047619	72.80453258
1214.285714	73.51274788
1245.238095	73.22946176
1297.619048	79.60339943
1338.095238	85.41076487
1358.333333	86.54390935
1369.047619	88.52691218
1395.238095	90.36827195
1441.666667	106.9405099
1465.47619	111.6147309
1478.571429	119.5467422
1485.714286	120.2549575
1498.809524	117.4220963
1503.571429	119.6883853
1508.333333	114.305949
1526.190476	118.6968839
1560.714286	125.6373938
1589.285714	127.9036827
1629.761905	116.572238
1655.952381	125.7790368
1664.285714	129.8866856
1676.190476	138.9518414
1704.761905	147.733711
1719.047619	146.1756374
1726.190476	135.2691218
1739.285714	135.2691218
1747.619048	134.2776204
1771.428571	151.9830028
1780.952381	151.5580737
1790.47619	152.6912181
1798.809524	152.407932
1809.52381	154.9575071
