            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
          0.4004         14326.4          7510.7    -7.99875e-15         44.7558        -33.0461     3.86231e-06        -14955.3         28742.3         10787.3       0.0269553         3.58861
          0.4008           14350         7514.42     -7.4153e-15         44.9099        -33.2231     3.86231e-06        -14962.4         28789.9         10807.2       0.0146788         3.58065
          0.4012         14372.4         7519.68    -6.81801e-15         45.0538        -33.3888     3.84312e-06        -14972.6         28834.9         10824.6       0.0275932         3.57249
          0.4016         14390.7         7525.26     -6.2159e-15         45.1852        -33.5431     3.81453e-06        -14983.4         28871.8         10837.2        0.042771          3.5626
           0.402         14404.9         7531.07    -5.61266e-15           45.31        -33.6866      3.8015e-06        -14994.8         28900.4           10845      0.00785926         3.55361
          0.4024         14414.3         7536.91    -5.01086e-15         45.4253        -33.8198     3.77939e-06        -15006.2         28919.4         10847.4        0.027506         3.54381
          0.4028         14418.9         7542.66    -4.41438e-15         45.5311        -33.9413     3.77061e-06        -15017.4         28928.8         10844.6       0.0207049         3.53228
          0.4032         14419.1         7548.63    -3.82667e-15         45.6284        -34.0515     3.73905e-06        -15029.2         28929.4           10837       0.0333524         3.52077
          0.4036         14414.9          7554.8    -3.25127e-15         45.7165          -34.15     3.71869e-06        -15041.3         28921.2         10824.6       0.0118829          3.5083
           0.404         14406.5         7561.18     -2.6919e-15         45.7953        -34.2365     3.65649e-06        -15053.9         28904.5         10807.8       0.0241098         3.49507
          0.4044         14393.9         7567.88    -2.15356e-15         45.8645        -34.3105     3.66313e-06        -15067.1         28879.6         10786.6       0.0181413         3.48145
          0.4048         14377.4         7574.93     -1.6378e-15         45.9238        -34.3719      3.6473e-06        -15081.1         28846.7         10761.3       0.0372002         3.46745
          0.4052         14357.4         7582.62    -1.14509e-15         45.9729        -34.4203     3.58123e-06        -15096.4         28806.7         10732.3       0.0315496         3.45294
