h,cd,cl
0.0012830796056602489,	0.007459057,	1.048785047
0.001919686435815469,	0.007478908,	1.048785047
0.0025562634594892657,	0.00751861,	1.048785047
0.0038173458818620103,	0.007637717,	1.048037383
0.005077623529236432,	0.008292804,	1.041308411
