a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg
1386.0,1.0,2563.834406137875,2241.0,2.8000000000000114,5.6497107606078405,2.920251648140148,-0.010404315531990841
1386.0,2.0,2563.834406137875,2241.0,3.8000000000000114,5.904158692991313,3.048866367121084,-0.013122834289500035
1386.0,3.0,2563.834406137875,2241.0,4.800000000000011,6.1586066253747855,3.17748108610202,-0.01584135304700923
1386.0,4.0,2563.834406137875,2241.0,5.800000000000011,6.413054557758256,3.306095805082956,-0.018559871804518423
1386.0,5.0,2563.834406137875,2241.0,6.800000000000011,6.66750249014173,3.434710524063892,-0.021278390562027617
1386.0,6.0,2563.834406137875,2241.0,7.800000000000011,6.921950422525201,3.563325243044828,-0.02399690931953681
1386.0,7.0,2563.834406137875,2241.0,8.800000000000011,7.066113679814896,3.639811944443984,-0.024351207745982133
1386.0,8.0,2563.834406137875,2241.0,9.800000000000011,7.163012076350116,3.69395806687952,-0.0236922688876858
1386.0,9.0,2563.834406137875,2241.0,10.800000000000011,7.259910472885334,3.7481041893150557,-0.023033330029389457
1386.0,10.0,2563.834406137875,2241.0,11.800000000000011,7.356808869420554,3.802250311750592,-0.022374391171093123
1386.0,11.0,2563.834406137875,2241.0,12.800000000000011,7.453707265955773,3.8563964341861277,-0.021715452312796785
1386.0,12.0,2563.834406137875,2241.0,13.800000000000011,7.550605662490992,3.9105425566216634,-0.021056513454500447
1386.0,13.0,2563.834406137875,2241.0,14.800000000000011,7.619764063978437,3.952793179660022,-0.019146402020169602
1386.0,14.0,2563.834406137875,2241.0,15.800000000000011,7.647312472894221,3.977200553602616,-0.015359531721787
1386.0,15.0,2563.834406137875,2241.0,16.80000000000001,7.674860881810005,4.001607927545209,-0.011572661423404393
1386.0,16.0,2563.834406137875,2241.0,17.80000000000001,7.7024092907257895,4.026015301487804,-0.00778579112502179
1386.0,17.0,2563.834406137875,2241.0,18.80000000000001,7.729957699641573,4.050422675430397,-0.0039989208266391855
1386.0,18.0,2563.834406137875,2241.0,19.80000000000001,7.757506108557357,4.074830049372991,-0.00021205052825658266
1386.0,19.0,2563.834406137875,2241.0,20.80000000000001,7.782683167141501,4.0976058658162415,0.003584643041636739
1386.0,20.0,2563.834406137875,2241.0,21.80000000000001,7.7865180727408845,4.1056976647654055,0.007469746055126509
1386.0,21.0,2563.834406137875,2241.0,22.80000000000001,7.79035297834027,4.1137894637145695,0.011354849068616278
1386.0,22.0,2563.834406137875,2241.0,23.80000000000001,7.794187883939653,4.121881262663733,0.015239952082106049
1386.0,23.0,2563.834406137875,2241.0,24.80000000000001,7.798022789539037,4.129973061612897,0.019125055095595818
1386.0,24.0,2563.834406137875,2241.0,25.80000000000001,7.8018576951384215,4.13806486056206,0.023010158109085587
1386.0,25.0,2563.834406137875,2241.0,26.80000000000001,7.805692600737807,4.146156659511224,0.026895261122575356
1386.0,26.0,2563.834406137875,2241.0,27.80000000000001,7.805855469764549,4.1478591873782955,0.02955192394165622
1386.0,27.0,2563.834406137875,2241.0,28.80000000000001,7.805100329648131,4.147964397474844,0.03190147671213485
1386.0,28.0,2563.834406137875,2241.0,29.80000000000001,7.804345189531714,4.148069607571393,0.03425102948261349
1386.0,29.0,2563.834406137875,2241.0,30.80000000000001,7.8035900494152965,4.148174817667941,0.03660058225309212
1386.0,30.0,2563.834406137875,2241.0,31.80000000000001,7.802834909298879,4.14828002776449,0.03895013502357076
1386.0,31.0,2563.834406137875,2241.0,32.80000000000001,7.802079769182462,4.148385237861039,0.04129968779404939
1386.0,32.0,2563.834406137875,2241.0,33.80000000000001,7.7994632895240965,4.146187891543893,0.04275612824506252
1386.0,33.0,2563.834406137875,2241.0,34.80000000000001,7.794985470323785,4.141687988813054,0.04331945637661015
1386.0,34.0,2563.834406137875,2241.0,35.80000000000001,7.790507651123473,4.1371880860822134,0.043882784508157774
1386.0,35.0,2563.834406137875,2241.0,36.80000000000001,7.78602983192316,4.132688183351373,0.0444461126397054
1386.0,36.0,2563.834406137875,2241.0,37.80000000000001,7.781552012722848,4.128188280620533,0.04500944077125303
1386.0,37.0,2563.834406137875,2241.0,38.80000000000001,7.777074193522536,4.123688377889693,0.04557276890280065
1386.0,38.0,2563.834406137875,2241.0,39.80000000000001,7.772335761306547,4.118597024774084,0.04592135154572681
1386.0,39.0,2563.834406137875,2241.0,40.80000000000001,7.766554877027852,4.111139870119403,0.045410952234167135
1386.0,40.0,2563.834406137875,2241.0,41.80000000000001,7.760773992749156,4.103682715464721,0.044900552922607445
1386.0,41.0,2563.834406137875,2241.0,42.80000000000001,7.754993108470461,4.096225560810039,0.044390153611047756
1386.0,42.0,2563.834406137875,2241.0,43.80000000000001,7.749212224191766,4.088768406155356,0.04387975429948807
1386.0,43.0,2563.834406137875,2241.0,44.80000000000001,7.74343133991307,4.081311251500674,0.04336935498792839
1386.0,44.0,2563.834406137875,2241.0,45.80000000000001,7.737650455634374,4.073854096845992,0.04285895567636871
1386.0,45.0,2563.834406137875,2241.0,46.80000000000001,7.736596752876879,4.06434891304575,0.04059908724564501
1386.0,46.0,2563.834406137875,2241.0,47.80000000000001,7.7360682925106286,4.054616170451556,0.038144833357236424
1386.0,47.0,2563.834406137875,2241.0,48.80000000000001,7.735539832144378,4.044883427857362,0.03569057946882784
1386.0,48.0,2563.834406137875,2241.0,49.80000000000001,7.735011371778127,4.035150685263169,0.03323632558041925
1386.0,49.0,2563.834406137875,2241.0,50.80000000000001,7.734482911411876,4.025417942668976,0.030782071692010665
