z,Uhoriz
5.0,7.089499901982514
15.0,8.892026961591366
25.0,9.817069260688069
35.0,10.342361435911327
45.0,10.673445374440227
55.0,10.906043984249626
65.0,11.083588950536054
75.0,11.227181853532246
85.0,11.347532657960272
95.0,11.452162258837111
105.0,11.545804386094304
115.0,11.629692926886301
125.0,11.704682373964111
135.0,11.771304339225553
145.0,11.829766848750666
155.0,11.881722128238215
165.0,11.928872417507234
175.0,11.972527584221767
185.0,12.013314079165065
195.0,12.05127194072217
205.0,12.0860555890769
215.0,12.117421938991637
225.0,12.146031845011024
235.0,12.172647755261272
245.0,12.197448933239645
255.0,12.220241909132689
265.0,12.241051373907636
275.0,12.259924746760056
285.0,12.276835850315857
295.0,12.292220811216312
305.0,12.306326939477678
315.0,12.319243797297958
325.0,12.331209338877201
335.0,12.342434696087631
345.0,12.352993105970798
355.0,12.362844255869089
365.0,12.372035928283761
375.0,12.380542394386708
385.0,12.388247606718402
395.0,12.395476812711829
405.0,12.40212688506856
415.0,12.407507461871592
425.0,12.4119446986919
435.0,12.416229808854268
445.0,12.420784291965772
455.0,12.42607713410133
465.0,12.432958044897772
475.0,12.441520151888053
485.0,12.45142338489479
495.0,12.46217392561646
505.0,12.473266193103173
515.0,12.4846936622476
525.0,12.496792857639482
535.0,12.509546423979463
545.0,12.522900197973533
555.0,12.537342192489271
565.0,12.552644952361897
575.0,12.568919057959603
585.0,12.587289307053982
595.0,12.60758751850322
605.0,12.629995380493673
615.0,12.654737072632443
625.0,12.681628549053695
635.0,12.711428549309735
645.0,12.744312528064329
655.0,12.780799727107532
665.0,12.821296088823681
675.0,12.865776853169773
685.0,12.914810429330538
695.0,12.969343684756046
705.0,13.031492174956858
715.0,13.104983171604138
725.0,13.193988794977647
735.0,13.306396853720294
745.0,13.458356219809701
755.0,13.672833101726784
765.0,13.971473014429753
775.0,14.352687627076937
785.0,14.756616972189887
795.0,15.077383324094546
805.0,15.25800914012426
815.0,15.334397072789937
825.0,15.36775715879023
835.0,15.39166887520668
845.0,15.414512490635387
855.0,15.434449920129008
865.0,15.447293448495115
875.0,15.451396201785462
885.0,15.449873252731518
895.0,15.447003873468518
905.0,15.44510747775379
915.0,15.44453039224912
925.0,15.444600125924902
935.0,15.444679264457084
945.0,15.44456720361872
955.0,15.444360896978509
965.0,15.444185430180735
975.0,15.444073816977106
985.0,15.443996425814976
995.0,15.443923310322367
1005.0,15.443847169873818
1015.0,15.443776323178781
1025.0,15.44371891497374
1035.0,15.443677231706518
1045.0,15.44364873241607
1055.0,15.443629468439841
1065.0,15.443616173203234
1075.0,15.443605525116231
1085.0,15.443595847612919
1095.0,15.443587019573291
1105.0,15.443580922359267
1115.0,15.443579280255099
1125.0,15.443582542209377
1135.0,15.443592159819193
1145.0,15.443610745656636
1155.0,15.44363927714509
1165.0,15.443676275218394
1175.0,15.443717989320813
1185.0,15.44375996180525
1195.0,15.443798534500347
1205.0,15.443831888937456
1215.0,15.443860422953547
1225.0,15.443885749749045
1235.0,15.443909223659706
1245.0,15.443931180870985
1255.0,15.443951307962418
1265.0,15.443969409078358
1275.0,15.44398516521623
1285.0,15.443998127849472
1295.0,15.444008263764932
1305.0,15.444015724252786
1315.0,15.444021076909062
1325.0,15.444025029986786
1335.0,15.444028163576226
1345.0,15.444030004009534
1355.0,15.444029670663518
1365.0,15.444026251993257
1375.0,15.444019811230907
1385.0,15.444011070022167
1395.0,15.44400136290142
1405.0,15.44399168269812
1415.0,15.443982936617212
1425.0,15.44397529962622
1435.0,15.443968572204495
1445.0,15.443961977961866
1455.0,15.443954995579254
1465.0,15.443946982539606
1475.0,15.443937864576172
1485.0,15.443927622122196
1495.0,15.443916729381238
1505.0,15.443905196215367
1515.0,15.443892712119492
1525.0,15.443878210157745
1535.0,15.443860856425141
1545.0,15.44383988317909
1555.0,15.443815249717774
1565.0,15.443787014991925
1575.0,15.443755819443284
1585.0,15.443722055187376
1595.0,15.443686066888047
1605.0,15.443647636882986
1615.0,15.443606718612912
1625.0,15.443563150474464
1635.0,15.443517373122368
1645.0,15.443470235091253
1655.0,15.443423703102491
1665.0,15.443380069468873
1675.0,15.443342021258134
1685.0,15.44331169295257
1695.0,15.44329093449407
1705.0,15.443280480547465
1715.0,15.443280430860137
1725.0,15.443290011581215
1735.0,15.443308830103527
1745.0,15.443336800262452
1755.0,15.443374860252883
1765.0,15.443424445081474
1775.0,15.443487924508021
1785.0,15.443567721554958
1795.0,15.443666335510848
1805.0,15.443785514846066
1815.0,15.443926625273035
1825.0,15.444089288293469
1835.0,15.444270864412902
1845.0,15.444465990040431
1855.0,15.444669445924411
1865.0,15.444876326287003
1875.0,15.445077736809854
1885.0,15.445255403759342
1895.0,15.445396549120712
1905.0,15.445500727811977
1915.0,15.445561237709388
