z,uu
5.0,0.7241963814612499
15.0,1.2672269989638054
25.0,1.2816992355753458
35.0,1.1810516923980012
45.0,1.0671246797732854
55.0,0.9756757236596431
65.0,0.907643186513596
75.0,0.8559002379996452
85.0,0.8148518161973853
95.0,0.7813889051059888
105.0,0.7533188674617254
115.0,0.7293296789610252
125.0,0.7089916438267817
135.0,0.6909734214337819
145.0,0.6745558255593499
155.0,0.6596831531923127
165.0,0.646055088235863
175.0,0.6328273245517007
185.0,0.6197249470609434
195.0,0.6069516840685915
205.0,0.594623081105739
215.0,0.5829448106523561
225.0,0.5716666507229623
235.0,0.5605491891947012
245.0,0.5495821192302583
255.0,0.5389656892554454
265.0,0.528509611579608
275.0,0.5180137559078222
285.0,0.5075675650354804
295.0,0.4976797026773411
305.0,0.4886169281074034
315.0,0.4801446432183663
325.0,0.4720341865433961
335.0,0.4640924390176047
345.0,0.45672649594332515
355.0,0.45025321443080274
365.0,0.44453576480028545
375.0,0.43917626965996837
385.0,0.4339445992314855
395.0,0.4286533565914903
405.0,0.42339358220235673
415.0,0.41824175875748326
425.0,0.413114643036672
435.0,0.4081693066281248
445.0,0.4034156019928003
455.0,0.3988829642585384
465.0,0.3945121693696073
475.0,0.39017353746860595
485.0,0.3856293636211301
495.0,0.3810073875169394
505.0,0.37639902138131076
515.0,0.37192194829239933
525.0,0.3676783907319169
535.0,0.36361143084087777
545.0,0.3596228146597981
555.0,0.35579596675309766
565.0,0.3521895785454867
575.0,0.34873794349214543
585.0,0.34518378465234134
595.0,0.3413678457864081
605.0,0.33730961185415753
615.0,0.3328009290507001
625.0,0.32744398983426326
635.0,0.3211159921676584
645.0,0.3134512426293266
655.0,0.30412125886196745
665.0,0.29349602211349296
675.0,0.281634897998046
685.0,0.26848139797814724
695.0,0.2543085982743727
705.0,0.23938260026593663
715.0,0.22457240001623544
725.0,0.2114200920509866
735.0,0.2025531212414096
745.0,0.20176281477566524
755.0,0.21148347054668273
765.0,0.22508219329873452
775.0,0.21369076154388997
785.0,0.14886811276545986
795.0,0.0680149420000222
805.0,0.028833798432256592
815.0,0.023423594024817238
825.0,0.024140863519195914
835.0,0.02254607060086616
845.0,0.019686005185766856
855.0,0.016904123439847787
865.0,0.014409996218633325
875.0,0.012045915784198792
885.0,0.009851600203188251
895.0,0.007990242890570043
905.0,0.006510272159029166
915.0,0.0053604850148367385
925.0,0.004463878063427304
935.0,0.003754639643017956
945.0,0.003187480457456519
955.0,0.002730318740948015
965.0,0.0023587479270162537
975.0,0.0020546380650601865
985.0,0.0018048248123971368
995.0,0.001599167758631291
1005.0,0.001429324890757288
1015.0,0.001288325791369594
1025.0,0.0011706132184541355
1035.0,0.0010720490665038975
1045.0,0.0009895648246527088
1055.0,0.0009207001194661431
1065.0,0.0008633414801159182
1075.0,0.0008156741159081398
1085.0,0.0007762578684205317
1095.0,0.0007441104092630628
1105.0,0.0007185799023754801
1115.0,0.0006991366943802535
1125.0,0.0006852501041623025
1135.0,0.0006763651056265209
1145.0,0.000671912588451524
1155.0,0.0006713230570291394
1165.0,0.0006740823641632677
1175.0,0.0006797895935336831
1185.0,0.0006881298773574223
1195.0,0.0006987767833372159
1205.0,0.0007113047095529588
1215.0,0.0007251857889887963
1225.0,0.0007398259026575292
1235.0,0.0007546071240559038
1245.0,0.0007688894610904782
1255.0,0.0007820180415784789
1265.0,0.000793402841649599
1275.0,0.0008025844041564267
1285.0,0.0008092316911186992
1295.0,0.0008131310395241938
1305.0,0.0008142041101018753
1315.0,0.000812537323751593
1325.0,0.0008083720704925629
1335.0,0.0008020451135046742
1345.0,0.000793926994834063
1355.0,0.0007843897674067624
1365.0,0.0007737749680872858
1375.0,0.0007623590961815677
1385.0,0.0007503698924035156
1395.0,0.0007380581060320656
1405.0,0.000725736972585615
1415.0,0.0007137338688653755
1425.0,0.0007022953025903075
1435.0,0.0006915394414759615
1445.0,0.0006814919969798265
1455.0,0.0006721690100321885
1465.0,0.0006636249235336833
1475.0,0.0006559382527032622
1485.0,0.0006491579606526894
1495.0,0.0006432416954210223
1505.0,0.0006380302897185892
1515.0,0.0006332680069917241
1525.0,0.0006286516894500946
1535.0,0.0006238715824346336
1545.0,0.0006186374288787825
1555.0,0.0006127184585584551
1565.0,0.000605996202904408
1575.0,0.0005985004269791617
1585.0,0.0005904157803527356
1595.0,0.0005820640346562523
1605.0,0.0005738660326004673
1615.0,0.0005662850127126117
1625.0,0.0005597672661911318
1635.0,0.0005546987627263417
1645.0,0.0005513819619311613
1655.0,0.0005500308614322704
1665.0,0.0005507862690365885
1675.0,0.0005537464216893779
1685.0,0.0005590062241672258
1695.0,0.0005666924704562303
1705.0,0.000576985583183886
1715.0,0.0005901229647213689
1725.0,0.0006063870394415308
1735.0,0.000626085257478311
1745.0,0.0006495301202796784
1755.0,0.0006770293317365368
1765.0,0.0007088885168752658
1775.0,0.0007454055908038755
1785.0,0.0007868102876049057
1795.0,0.0008331383343588078
1805.0,0.000884098278574568
1815.0,0.0009390446067464249
1825.0,0.000997138457756795
1835.0,0.0010576733359142746
1845.0,0.0011203674007036397
1855.0,0.0011853212364027498
1865.0,0.001252430978029686
1875.0,0.0013205080402831112
1885.0,0.0013868986392529376
1895.0,0.001447728509250187
1905.0,0.0014960749840054414
1915.0,0.0015227461563680404
