z,TI_horiz
5.0,0.14942870169615183
15.0,0.1549599466930635
25.0,0.14200291973043322
35.0,0.13037312601182202
45.0,0.12086797294521921
55.0,0.11362185959280527
65.0,0.1080627843723988
75.0,0.10360845246019552
85.0,0.0998920651833015
95.0,0.09670851567283102
105.0,0.09395388126213411
115.0,0.09154222623674264
125.0,0.08943060914928058
135.0,0.08754242053278102
145.0,0.08582972939756861
155.0,0.08427121994781185
165.0,0.0828458903258927
175.0,0.08151251463821281
185.0,0.08024454148186341
195.0,0.07904322503769325
205.0,0.07790738369300139
215.0,0.07683321812346573
225.0,0.07579999760170847
235.0,0.07480210140306792
245.0,0.0738343528183759
255.0,0.0728928541480385
265.0,0.07197424246753549
275.0,0.07108643273850777
285.0,0.07022347894860718
295.0,0.06939748639736533
305.0,0.06862819684281092
315.0,0.06789914513804819
325.0,0.06719245913817457
335.0,0.06649676257295038
345.0,0.06583544334423175
355.0,0.06522831558618425
365.0,0.06467972663456072
375.0,0.0641665154721791
385.0,0.06366958588825061
395.0,0.0631781175127421
405.0,0.06268728544983493
415.0,0.062202410195449524
425.0,0.06172127413907227
435.0,0.061254033203658194
445.0,0.060811799735302034
455.0,0.060402559507778904
465.0,0.060019117060584604
475.0,0.05965940448428359
485.0,0.05932017181685176
495.0,0.05899107929394903
505.0,0.058661936873255424
515.0,0.0583381067224861
525.0,0.05802794283351633
535.0,0.057728535449339244
545.0,0.05743545970150106
555.0,0.05715251222982377
565.0,0.05687633849827973
575.0,0.056599491563606046
585.0,0.056308583252562064
595.0,0.055985440804231526
605.0,0.05561096106744495
615.0,0.05517254412174948
625.0,0.054647255329819074
635.0,0.0540174183707597
645.0,0.053244447108258056
655.0,0.0523134620380126
665.0,0.051256400594689104
675.0,0.050047126559091944
685.0,0.048652285481563806
695.0,0.047091585228705365
705.0,0.045380334880922774
715.0,0.043558662272483006
725.0,0.041729824609546995
735.0,0.04012368234399723
745.0,0.039066469117956804
755.0,0.038783208770623995
765.0,0.038771041213987265
775.0,0.037030643185612076
785.0,0.031366547779573144
795.0,0.023284056042286064
805.0,0.017588339813052526
815.0,0.015496120909365963
825.0,0.014327520355803576
835.0,0.012853129822229097
845.0,0.011351270249080806
855.0,0.01019436620273972
865.0,0.009318154243435649
875.0,0.008501239082095139
885.0,0.00769654115704663
895.0,0.006966204571420245
905.0,0.006338313878091575
915.0,0.00580395347199651
925.0,0.005346601686893433
935.0,0.004952935259062742
945.0,0.004613331314345129
955.0,0.004318981034469433
965.0,0.0040622061618410445
975.0,0.0038378510046361627
985.0,0.0036424944347739257
995.0,0.0034730002231807082
1005.0,0.0033261475900823252
1015.0,0.0031987432952764482
1025.0,0.00308800456019688
1035.0,0.002991761936947746
1045.0,0.002908364180592465
1055.0,0.002836416069642192
1065.0,0.002774695252091783
1075.0,0.0027221846060398705
1085.0,0.0026780527049501983
1095.0,0.002641692760526317
1105.0,0.002612701546840684
1115.0,0.0025908644247441383
1125.0,0.002575891177176281
1135.0,0.0025673134714923767
1145.0,0.002564772313096589
1155.0,0.0025680982605581462
1165.0,0.0025771472970052855
1175.0,0.002591625303028821
1185.0,0.002611042830107855
1195.0,0.0026347223347793075
1205.0,0.0026617711485818303
1215.0,0.0026911865655642186
1225.0,0.0027219893865557433
1235.0,0.002753348066618237
1245.0,0.00278454900903912
1255.0,0.0028148573542352054
1265.0,0.0028434998649972247
1275.0,0.002869771228293673
1285.0,0.0028931420365854847
1295.0,0.0029132535294912765
1305.0,0.0029298573362948922
1315.0,0.0029427753769910143
1325.0,0.002951920641749359
1335.0,0.0029573159107409283
1345.0,0.0029590951078483606
1355.0,0.0029574729150355725
1365.0,0.002952692344393028
1375.0,0.0029449827818021543
1385.0,0.002934575788533218
1395.0,0.002921783073714973
1405.0,0.002907042346811642
1415.0,0.0028908420371839484
1425.0,0.002873540341983149
1435.0,0.00285525096229349
1445.0,0.002835902400717635
1455.0,0.0028153975955230036
1465.0,0.002793713946018538
1475.0,0.0027708760552418326
1485.0,0.0027468804089857057
1495.0,0.002721640780241561
1505.0,0.0026950055480911344
1515.0,0.0026668265761275838
1525.0,0.0026370294237465187
1535.0,0.0026056384434572618
1545.0,0.0025727630653335446
1555.0,0.0025386094614360216
1565.0,0.0025035357174495497
1575.0,0.002468104452181223
1585.0,0.0024331018826860076
1595.0,0.0023995182012131553
1605.0,0.0023684872688955567
1615.0,0.0023411646255660553
1625.0,0.0023185753546523385
1635.0,0.0023014973905455373
1645.0,0.002290422083653762
1655.0,0.002285582792903762
1665.0,0.0022870260470784303
1675.0,0.0022947024701404565
1685.0,0.0023085534453505404
1695.0,0.0023285562209631205
1705.0,0.002354709384678007
1715.0,0.0023869806434377995
1725.0,0.0024252777032324657
1735.0,0.0024694697782881503
1745.0,0.002519451568861488
1755.0,0.002575216403670192
1765.0,0.002636911571239831
1775.0,0.0027048213835196315
1785.0,0.002779226325103828
1795.0,0.002860174800632534
1805.0,0.002947298932013922
1815.0,0.0030398133171354023
1825.0,0.003136750117239383
1835.0,0.003237360675489289
1845.0,0.003341393834446975
1855.0,0.003448799260722709
1865.0,0.003558638628882329
1875.0,0.00366791218882155
1885.0,0.003771747272504619
1895.0,0.003864334281754704
1905.0,0.003935944077424369
1915.0,0.003974003947717856
