z,ww
5.0,0.008812563629537716
15.0,0.0517990791988318
25.0,0.10121503386985956
35.0,0.14503711206283104
45.0,0.1788457734566942
55.0,0.20214825292958422
65.0,0.21710956690309582
75.0,0.22618799909809695
85.0,0.23118032846775136
95.0,0.23339311101658575
105.0,0.23384013024039332
115.0,0.23316048655616434
125.0,0.23159335220797206
135.0,0.22925873965138224
145.0,0.22645791728398204
155.0,0.22357742947874268
165.0,0.22077196506241098
175.0,0.21804376986101576
185.0,0.21522858820702506
195.0,0.21214687894097797
205.0,0.20885930538389075
215.0,0.20560080242326173
225.0,0.202597837035018
235.0,0.19989409723465684
245.0,0.19736582125133087
255.0,0.19490292393970415
265.0,0.19243687876221754
275.0,0.18988009451487559
285.0,0.18720650960159008
295.0,0.18443373143392067
305.0,0.18151787956670484
315.0,0.17845204908459147
325.0,0.17533731937746747
335.0,0.17233714649297213
345.0,0.169523982725301
355.0,0.16683106758968633
365.0,0.1641732527345803
375.0,0.1615176843881641
385.0,0.15881309978464278
395.0,0.1560074640511793
405.0,0.15311140632356654
415.0,0.15017203680148034
425.0,0.14724038160117328
435.0,0.14431425356010652
445.0,0.1414099031796834
455.0,0.13859977738395363
465.0,0.1358922758182542
475.0,0.13319626107768825
485.0,0.13040963871445763
495.0,0.12754705738196168
505.0,0.12465184422749384
515.0,0.12175343824339935
525.0,0.118847200603963
535.0,0.11583842289831922
545.0,0.11266273584363827
555.0,0.1093109203628481
565.0,0.10578556271222465
575.0,0.10212992882732702
585.0,0.09839536343261988
595.0,0.09461777743894582
605.0,0.09081454190474449
615.0,0.08691587733245464
625.0,0.08284051177361679
635.0,0.07859468993586459
645.0,0.07420492762586173
655.0,0.06963683074577066
665.0,0.06482896629598849
675.0,0.05987851341763604
685.0,0.05492367763351141
695.0,0.0499913978516923
705.0,0.045120043470738176
715.0,0.04047094721345978
725.0,0.03639493436335031
735.0,0.03341247419643955
745.0,0.03235065048520215
755.0,0.034647302274652896
765.0,0.04209809133650046
775.0,0.05500178875956894
785.0,0.06940747516757947
795.0,0.07791263590467608
805.0,0.07634010083157301
815.0,0.06730870325945351
825.0,0.05575039812934096
835.0,0.04460437854961932
845.0,0.034828803232029956
855.0,0.02663567821902693
865.0,0.0200797439641914
875.0,0.015107182279650763
885.0,0.011493683260079659
895.0,0.008914235187424423
905.0,0.007067535174736658
915.0,0.005729468999733379
925.0,0.004746675779174099
935.0,0.004017261289040504
945.0,0.003472895697467101
955.0,0.0030656335046978767
965.0,0.0027602388321994356
975.0,0.002530440978528199
985.0,0.002356905139733291
995.0,0.0022256182996274964
1005.0,0.002126480679599624
1015.0,0.0020521612442853917
1025.0,0.0019972167524635177
1035.0,0.001957520834825035
1045.0,0.0019299646285390428
1055.0,0.0019122267178202752
1065.0,0.0019024860771475378
1075.0,0.001899171205079925
1085.0,0.0019008688135231631
1095.0,0.0019063462556082823
1105.0,0.001914545733445568
1115.0,0.0019245230103504768
1125.0,0.001935431278579109
1135.0,0.001946561858422999
1145.0,0.0019573496863116674
1155.0,0.0019673446424063067
1165.0,0.0019762114527459834
1175.0,0.0019837501050083066
1185.0,0.001989900368613631
1195.0,0.0019947199173878088
1205.0,0.0019983525980444877
1215.0,0.002001005852975035
1225.0,0.0020029265986021643
1235.0,0.002004365657246233
1245.0,0.0020055550124645554
1255.0,0.00200671108396915
1265.0,0.002008041816407368
1275.0,0.0020097323834430496
1285.0,0.0020119167027997
1295.0,0.002014666886089931
1305.0,0.0020180153166299533
1315.0,0.0020219892201100045
1325.0,0.002026629388635621
1335.0,0.002031986968544257
1345.0,0.002038109403892992
1355.0,0.0020450214276082337
1365.0,0.002052704075856143
1375.0,0.0020610837886529117
1385.0,0.0020700412128562126
1395.0,0.0020794318263401388
1405.0,0.0020891036372859806
1415.0,0.002098906697729748
1425.0,0.0021086938536281773
1435.0,0.0021183075530460008
1445.0,0.0021275533378885643
1455.0,0.0021361779852933395
1465.0,0.0021438763306628923
1475.0,0.002150332699128434
1485.0,0.002155277716314803
1495.0,0.0021585334724101646
1505.0,0.0021600299926983427
1515.0,0.002159789125745955
1525.0,0.0021578816611337024
1535.0,0.002154372249468665
1545.0,0.0021492731262722576
1555.0,0.0021425246309799604
1565.0,0.0021340078161649336
1575.0,0.0021235787430486834
1585.0,0.002111103796755514
1595.0,0.0020964760778258086
1605.0,0.0020796048425817198
1615.0,0.0020603859566025408
1625.0,0.002038671339264671
1635.0,0.0020142544291243446
1645.0,0.0019868787828877755
1655.0,0.0019562649378052927
1665.0,0.001922143106530174
1675.0,0.0018842791553074143
1685.0,0.001842487000508883
1695.0,0.0017966259960791537
1705.0,0.0017465831485504765
1715.0,0.0016922397384794752
1725.0,0.0016334267394230756
1735.0,0.0015698857596827308
1745.0,0.0015012643141214855
1755.0,0.0014271731564009728
1765.0,0.0013473122164201301
1775.0,0.001261636417839174
1785.0,0.001170498082587504
1795.0,0.0010746884354452572
1805.0,0.0009753259537239477
1815.0,0.0008736071465719636
1825.0,0.0007705190440907938
1835.0,0.000666667572628483
1845.0,0.0005623681661232209
1855.0,0.00045806681181133373
1865.0,0.00035501989246335537
1875.0,0.0002559676328719202
1885.0,0.00016538243562555383
1895.0,8.905873995228408e-05
1905.0,3.3311164849502376e-05
1915.0,3.774372832676165e-06
