z,WindDir
5.0,239.32571932498166
15.0,239.4700433586904
25.0,239.5999227034133
35.0,239.6948445174889
45.0,239.78672987856868
55.0,239.86899207824592
65.0,239.92748881110006
75.0,239.96991349482653
85.0,239.99645821039508
95.0,240.0093345987721
105.0,240.01032797394345
115.0,240.0028058425075
125.0,239.98774063458805
135.0,239.96863294061725
145.0,239.94921799623793
155.0,239.9298305180303
165.0,239.90995905950433
175.0,239.89064926265024
185.0,239.86957041462622
195.0,239.84857037053308
205.0,239.83220954836798
215.0,239.82187391294588
225.0,239.81515611167532
235.0,239.81137791639105
245.0,239.8108659683545
255.0,239.81233517816403
265.0,239.81265729570492
275.0,239.81094740738737
285.0,239.8086646679941
295.0,239.8079570448034
305.0,239.81201061896041
315.0,239.82203997149176
325.0,239.83576666894288
335.0,239.85098445098546
345.0,239.86500942828084
355.0,239.87788258565155
365.0,239.89297182310975
375.0,239.9123551367577
385.0,239.93428604074597
395.0,239.9575577647135
405.0,239.98176272240391
415.0,240.00864145995712
425.0,240.04156551212225
435.0,240.08100156568702
445.0,240.12349647883082
455.0,240.16816745641927
465.0,240.21587952113916
475.0,240.26460739031927
485.0,240.31295295763792
495.0,240.36173656171303
505.0,240.4110141652981
515.0,240.4624752591054
525.0,240.51676799920568
535.0,240.57228558298655
545.0,240.629569780812
555.0,240.68810149162087
565.0,240.74622861595688
575.0,240.8024152005973
585.0,240.85803203674547
595.0,240.91624469293166
605.0,240.97636440380316
615.0,241.0368309538925
625.0,241.09781283863714
635.0,241.15895815489768
645.0,241.2245175051452
655.0,241.30002710861206
665.0,241.3838636514272
675.0,241.4755722613245
685.0,241.57919770724456
695.0,241.70210039956376
705.0,241.85286402723204
715.0,242.0482521084187
725.0,242.31533910201227
735.0,242.68938766135318
745.0,243.22827058077058
755.0,243.99072148926578
765.0,245.02810919661152
775.0,246.29531950649223
785.0,247.57897567494535
795.0,248.60553509891554
805.0,249.24545626394826
815.0,249.56191110376307
825.0,249.69512813459585
835.0,249.7539430706029
845.0,249.79259175764324
855.0,249.82693695922782
865.0,249.8545315480623
875.0,249.87135288318967
885.0,249.87790565023533
895.0,249.87845743471223
905.0,249.87777081939402
915.0,249.87835726770334
925.0,249.87988727034366
935.0,249.88118203408376
945.0,249.88180073150644
955.0,249.88201407574178
965.0,249.8821589475454
975.0,249.88230150682378
985.0,249.88238224826785
995.0,249.88238626494692
1005.0,249.88236665443748
1015.0,249.88237491814937
1025.0,249.88241389437565
1035.0,249.8824558346666
1045.0,249.88245612230597
1055.0,249.88239595103087
1065.0,249.88228684288535
1075.0,249.88216008543395
1085.0,249.88205226879793
1095.0,249.88198588376997
1105.0,249.8819521799257
1115.0,249.88193206073214
1125.0,249.8819043123162
1135.0,249.88185219472385
1145.0,249.88177000531462
1155.0,249.88166174454187
1165.0,249.88153916337635
1175.0,249.88141501063313
1185.0,249.8813011187909
1195.0,249.88120648434005
1205.0,249.88113610964527
1215.0,249.88109155122964
1225.0,249.88106914495748
1235.0,249.88106394466402
1245.0,249.88106978643907
1255.0,249.8810821067927
1265.0,249.88109427210688
1275.0,249.8811025209928
1285.0,249.88110537723819
1295.0,249.88110532738517
1305.0,249.88110703779495
1315.0,249.88111267748363
1325.0,249.8811207921866
1335.0,249.88112757066986
1345.0,249.8811292252628
1355.0,249.8811249993876
1365.0,249.881116092737
1375.0,249.8811036562887
1385.0,249.88108720785465
1395.0,249.88106594909428
1405.0,249.88104070155373
1415.0,249.8810141562145
1425.0,249.8809892818809
1435.0,249.8809679585599
1445.0,249.88095070342038
1455.0,249.8809376120268
1465.0,249.8809292305998
1475.0,249.8809267259834
1485.0,249.8809308212136
1495.0,249.88094079997097
1505.0,249.88095415789826
1515.0,249.8809671869551
1525.0,249.8809757849673
1535.0,249.88097681458953
1545.0,249.88096861402715
1555.0,249.88095057732136
1565.0,249.8809221353937
1575.0,249.88088167044944
1585.0,249.88082614401105
1595.0,249.8807522520038
1605.0,249.8806588518196
1615.0,249.88054905906344
1625.0,249.88043036584696
1635.0,249.88031291239506
1645.0,249.88020704342927
1655.0,249.88012134263545
1665.0,249.88006172158921
1675.0,249.8800315847292
1685.0,249.8800330752274
1695.0,249.88006845196458
1705.0,249.88014025747165
1715.0,249.880250565919
1725.0,249.88040000722185
1735.0,249.88058725118788
1745.0,249.88080890127776
1755.0,249.88105970051885
1765.0,249.8813325658185
1775.0,249.88161838137896
1785.0,249.88190519991915
1795.0,249.88217750165538
1805.0,249.88241681245432
1815.0,249.8826046340255
1825.0,249.88272630486443
1835.0,249.88277448759598
1845.0,249.88275040663086
1855.0,249.8826647092157
1865.0,249.88253966960616
1875.0,249.88240408134547
1885.0,249.88227406064965
1895.0,249.88215535705774
1905.0,249.8820705827996
1915.0,249.8820389372073
