z,WindDir
5.0,239.4438765000913
15.0,239.59242909305172
25.0,239.72524130955276
35.0,239.8174664720908
45.0,239.88684743260643
55.0,239.93686212193472
65.0,239.96866939980114
75.0,239.98793580995226
85.0,239.99933273543513
95.0,240.00634494464055
105.0,240.01149837169828
115.0,240.01551160938905
125.0,240.01856559756698
135.0,240.02047389753275
145.0,240.02185977598666
155.0,240.02311010596313
165.0,240.02435396653243
175.0,240.02485063567914
185.0,240.02439186234434
195.0,240.0234084378581
205.0,240.02267555916347
215.0,240.02344088013248
225.0,240.02501796475133
235.0,240.02702304770247
245.0,240.03032923633856
255.0,240.03523259973102
265.0,240.0403604074865
275.0,240.04540894955358
285.0,240.0507574300072
295.0,240.05691011776887
305.0,240.06495233515366
315.0,240.07498015741302
325.0,240.08625638156025
335.0,240.09852157158338
345.0,240.1111404600558
355.0,240.12391911477974
365.0,240.13724364311918
375.0,240.15216355897897
385.0,240.16829678489668
395.0,240.18475219507607
405.0,240.20105635788272
415.0,240.2186818501551
425.0,240.23929760509975
435.0,240.26343960115202
445.0,240.29020154107192
455.0,240.31958661675915
465.0,240.35156274325584
475.0,240.38581003671607
485.0,240.4221309242492
495.0,240.46039296273054
505.0,240.50057872682132
515.0,240.5428584700903
525.0,240.58673481760837
535.0,240.6320048870207
545.0,240.6789330151635
555.0,240.7273585811276
565.0,240.7777003165341
575.0,240.83098995381724
585.0,240.88734031549288
595.0,240.94629092226302
605.0,241.0076922797219
615.0,241.07239986526665
625.0,241.14137611382364
635.0,241.21670413390308
645.0,241.2998146888515
655.0,241.39285344063777
665.0,241.49682037433132
675.0,241.61410864938995
685.0,241.75014060940782
695.0,241.91359007618198
705.0,242.114167894919
715.0,242.36678080560137
725.0,242.69634483096274
735.0,243.13862945473235
745.0,243.7479627926101
755.0,244.59913274810538
765.0,245.7611604244982
775.0,247.23027952010284
785.0,248.83112228111347
795.0,250.23579643703067
805.0,251.2000497067143
815.0,251.72315221746854
825.0,251.95487683253927
835.0,252.04274049633082
845.0,252.07772454151777
855.0,252.10218723118737
865.0,252.12646405940697
875.0,252.14608075950287
885.0,252.15682172888427
895.0,252.15970460273797
905.0,252.15917875778348
915.0,252.15918907998557
925.0,252.1606388184783
935.0,252.16242055972887
945.0,252.16357472772208
955.0,252.16407503830726
965.0,252.16433402841864
975.0,252.16458964519876
985.0,252.16483353879795
995.0,252.16500556189504
1005.0,252.1651021953453
1015.0,252.16514684207655
1025.0,252.16515667583178
1035.0,252.16513778982568
1045.0,252.16509473153357
1055.0,252.1650344507039
1065.0,252.16496049443532
1075.0,252.16487975496395
1085.0,252.16480303759127
1095.0,252.16473131248614
1105.0,252.16466652297404
1115.0,252.16461612976724
1125.0,252.16458575296232
1135.0,252.16457520410466
1145.0,252.16457680010885
1155.0,252.16458305414602
1165.0,252.16458609598837
1175.0,252.16458134929564
1185.0,252.16456979702838
1195.0,252.1645533813156
1205.0,252.16453212341048
1215.0,252.16450460267976
1225.0,252.16447034897337
1235.0,252.16443005009165
1245.0,252.16438297471848
1255.0,252.16433068295717
1265.0,252.1642755652878
1275.0,252.16422146307883
1285.0,252.16417265398877
1295.0,252.16413299554145
1305.0,252.1641065519236
1315.0,252.16409427399114
1325.0,252.16409413948054
1335.0,252.164103424955
1345.0,252.16411770113368
1355.0,252.16413197243577
1365.0,252.16414080834625
1375.0,252.16414032194322
1385.0,252.16412876501545
1395.0,252.1641066324879
1405.0,252.16407499502913
1415.0,252.1640345352256
1425.0,252.16398575242562
1435.0,252.16393039268416
1445.0,252.16387150107056
1455.0,252.16381250875583
1465.0,252.16375720190467
1475.0,252.16370934332997
1485.0,252.16367225427356
1495.0,252.16364851036207
1505.0,252.1636403845977
1515.0,252.16364936588334
1525.0,252.1636756656113
1535.0,252.1637179778964
1545.0,252.16377326981308
1555.0,252.16383755270434
1565.0,252.16390672145826
1575.0,252.16397722703994
1585.0,252.1640461582922
1595.0,252.16411126680387
1605.0,252.16417113671028
1615.0,252.16422580909526
1625.0,252.16427694279596
1635.0,252.1643274818487
1645.0,252.16438141825802
1655.0,252.16444311889083
1665.0,252.16451659714372
1675.0,252.16460544960157
1685.0,252.1647131273511
1695.0,252.1648430694165
1705.0,252.1649980019804
1715.0,252.16517849976503
1725.0,252.16538151052555
1735.0,252.16559999639378
1745.0,252.16582354791598
1755.0,252.16604002209
1765.0,252.16623753836024
1775.0,252.1664062935847
1785.0,252.16653916961778
1795.0,252.16663125631325
1805.0,252.16667824997157
1815.0,252.16667444248228
1825.0,252.16661126599945
1835.0,252.1664796917521
1845.0,252.16627650493504
1855.0,252.1660109139478
1865.0,252.16570686927813
1875.0,252.16539887173812
1885.0,252.165118994401
1895.0,252.16488721188892
1905.0,252.16472449330757
1915.0,252.16465547591346
