z,ww
5.0,0.008861722858528836
15.0,0.051945102080218616
25.0,0.10128839573814906
35.0,0.14515640996200324
45.0,0.17900692040955687
55.0,0.20198680049534531
65.0,0.2163764248243491
75.0,0.22504480812265312
85.0,0.22990502163540666
95.0,0.2321858591158287
105.0,0.23290931429551953
115.0,0.2326802696099965
125.0,0.2315385384705023
135.0,0.22950411313445115
145.0,0.22685465876372218
155.0,0.22400180541033732
165.0,0.22115163748461705
175.0,0.21830464090190008
185.0,0.21532008640657416
195.0,0.21210167802642685
205.0,0.20875668527740196
215.0,0.20543193860400633
225.0,0.20231996555246604
235.0,0.19959596015065517
245.0,0.19724225635992051
255.0,0.19512943991481752
265.0,0.19312629681066815
275.0,0.19107045862022182
285.0,0.18887619576479056
295.0,0.1865006923723466
305.0,0.18389204172259196
315.0,0.18105035538096567
325.0,0.1780105051798697
335.0,0.17486812810488675
345.0,0.17172580703771193
355.0,0.16868551424970535
365.0,0.16582207439619537
375.0,0.1631230452747437
385.0,0.1604665868561924
395.0,0.15772093525204064
405.0,0.15484626613206154
415.0,0.15191368983529963
425.0,0.14902464648238914
435.0,0.14621062343227625
445.0,0.1435272732815051
455.0,0.14103185513469657
465.0,0.13866340085917184
475.0,0.13627252917202462
485.0,0.13372838961473085
495.0,0.13106471226714983
505.0,0.1283686904847687
515.0,0.1256990737040459
525.0,0.12302793705218848
535.0,0.12020933762095751
545.0,0.11714436410332302
555.0,0.11378472451564396
565.0,0.11012838667920505
575.0,0.10625959793330554
585.0,0.10228709765565949
595.0,0.09826229738162841
605.0,0.09419138344779403
615.0,0.09003188137664687
625.0,0.08577234922567004
635.0,0.08143280301913187
645.0,0.07699252560801323
655.0,0.07238004266304758
665.0,0.06750597024746767
675.0,0.06245559418254111
685.0,0.05735980637189843
695.0,0.05222658678249405
705.0,0.04704325288117033
715.0,0.04199750196014391
725.0,0.037562051769833835
735.0,0.034281489445344086
745.0,0.03297155553131356
755.0,0.03520262999461937
765.0,0.042828505118604095
775.0,0.056014081759611076
785.0,0.07047863286233866
795.0,0.0785878233850863
805.0,0.07641510527355987
815.0,0.06695692918494502
825.0,0.05527146531506641
835.0,0.044182161725610715
845.0,0.03450284782025445
855.0,0.026385342898784348
865.0,0.019874479929075744
875.0,0.014926168603303149
885.0,0.01133021532500872
895.0,0.008768168990824922
905.0,0.0069390461972364615
915.0,0.005617950418813439
925.0,0.004651127033560028
935.0,0.0039365746659873095
945.0,0.003405796147137297
955.0,0.003010583113872534
965.0,0.002715524487207958
975.0,0.0024943365194022415
985.0,0.0023277902245865223
995.0,0.0022020262007414046
1005.0,0.0021070604545992415
1015.0,0.002035599177312159
1025.0,0.0019821869905428673
1035.0,0.0019427017499169996
1045.0,0.001914107958563456
1055.0,0.001894235318121318
1065.0,0.001881469128761827
1075.0,0.0018744687641888496
1085.0,0.0018720371184650167
1095.0,0.0018731059544806852
1105.0,0.001876717586720674
1115.0,0.0018819835390693693
1125.0,0.0018880964318219418
1135.0,0.0018943871435355402
1145.0,0.0019003456221053784
1155.0,0.0019056269857036527
1165.0,0.0019100803413285188
1175.0,0.001913745692903332
1185.0,0.0019167884581946933
1195.0,0.001919415158501736
1205.0,0.0019218201233175054
1215.0,0.0019241754523060342
1225.0,0.0019266393183325573
1235.0,0.0019293573603268344
1245.0,0.0019324611531790295
1255.0,0.0019360614488220403
1265.0,0.0019402302116311796
1275.0,0.0019449923884988763
1285.0,0.0019503497194147462
1295.0,0.0019563193073511608
1305.0,0.001962949468707961
1315.0,0.001970297950629026
1325.0,0.001978389167050106
1335.0,0.001987183338123719
1345.0,0.001996584550905728
1355.0,0.00200648228764584
1365.0,0.002016791359179827
1375.0,0.0020274649228827902
1385.0,0.0020384847683452482
1395.0,0.002049843534617299
1405.0,0.0020615259316640066
1415.0,0.0020734919203772378
1425.0,0.0020856635440900384
1435.0,0.002097915296915588
1445.0,0.002110070758029338
1455.0,0.0021219132116935217
1465.0,0.0021332162205123773
1475.0,0.0021437867641124083
1485.0,0.0021535009168952694
1495.0,0.00216231683777844
1505.0,0.0021702641901323594
1515.0,0.00217741484991674
1525.0,0.002183836349152663
1535.0,0.002189531928703994
1545.0,0.002194384569788674
1555.0,0.0021981311335530678
1565.0,0.0022003822979925034
1575.0,0.002200678865166269
1585.0,0.0021985544329624325
1595.0,0.002193574970358415
1605.0,0.0021853461896497606
1615.0,0.00217350208169088
1625.0,0.0021576948795419136
1635.0,0.0021375976323946616
1645.0,0.002112918260023952
1655.0,0.0020834184039616173
1665.0,0.002048929734732055
1675.0,0.0020093602837271607
1685.0,0.0019646853940381136
1695.0,0.0019149228694986837
1705.0,0.001860096702472548
1715.0,0.001800196144612767
1725.0,0.0017351392237990996
1735.0,0.0016647551880391656
1745.0,0.0015888052413324041
1755.0,0.001507056631992819
1765.0,0.0014194067784644286
1775.0,0.0013260261754912267
1785.0,0.0012274628744635464
1795.0,0.0011246445815001058
1805.0,0.0010187429155715255
1815.0,0.0009109278301077839
1825.0,0.0008021121448324011
1835.0,0.0006928283237505168
1845.0,0.0005833657145020963
1855.0,0.0004742178751193033
1865.0,0.0003667543548094802
1875.0,0.0002638568003723071
1885.0,0.00017012694428634976
1895.0,9.144773594322263e-05
1905.0,3.41595098423628e-05
1915.0,3.867913467079676e-06
