z,vw
5.0,-0.016655220835360255
15.0,-0.06591263319972152
25.0,-0.08162152781674585
35.0,-0.08673465530363188
45.0,-0.0872362203811038
55.0,-0.08611474503837044
65.0,-0.08432432811106776
75.0,-0.082360015004467
85.0,-0.08031896533566725
95.0,-0.0781683579555633
105.0,-0.07596782262085931
115.0,-0.07380599437945025
125.0,-0.07167238375174
135.0,-0.06962786956397732
145.0,-0.06773583403086166
155.0,-0.06589787658673348
165.0,-0.06410788237128133
175.0,-0.06231229687034558
185.0,-0.060565699042648684
195.0,-0.058927263630474354
205.0,-0.05741935404637258
215.0,-0.05591677419510033
225.0,-0.05438303217763774
235.0,-0.052849258817872787
245.0,-0.05132229679209532
255.0,-0.049841518671864656
265.0,-0.04844469924607234
275.0,-0.0471902863652515
285.0,-0.04604959369038656
295.0,-0.044993831530977337
305.0,-0.04400831640212347
315.0,-0.043039031359560304
325.0,-0.042075502257153084
335.0,-0.04107559185500024
345.0,-0.04000171778254931
355.0,-0.03885292653724169
365.0,-0.037688743375291184
375.0,-0.03656980245495413
385.0,-0.0355318172856209
395.0,-0.034598683301024155
405.0,-0.03377040073044295
415.0,-0.03300793836162422
425.0,-0.032239652230598353
435.0,-0.031436417877600605
445.0,-0.0305904471348556
455.0,-0.02970910709041765
465.0,-0.02877398714335784
475.0,-0.027783262953688492
485.0,-0.026730860205138162
495.0,-0.025603382210680703
505.0,-0.02437637794706189
515.0,-0.023085046980521995
525.0,-0.021759981967623326
535.0,-0.02043472404633061
545.0,-0.019126317332418027
555.0,-0.01784398711836011
565.0,-0.016596621161411907
575.0,-0.015333737943072636
585.0,-0.01404416431605115
595.0,-0.01273559152979318
605.0,-0.011424356965830398
615.0,-0.010175170568979515
625.0,-0.009008751775083364
635.0,-0.00796023649922628
645.0,-0.007027275662089977
655.0,-0.006202892279625484
665.0,-0.005462348757692812
675.0,-0.004766384305332525
685.0,-0.004058506417716575
695.0,-0.0032801467983834412
705.0,-0.0024740549013129395
715.0,-0.001752376683298274
725.0,-0.0011112460660387682
735.0,-0.000553464364411279
745.0,-7.794535706225558e-05
755.0,0.00029230577993078025
765.0,0.000321482482670562
775.0,0.00016764383854678508
785.0,3.90249091794237e-06
795.0,-9.869330585826586e-05
805.0,-9.300978397782047e-06
815.0,0.00013542833771236593
825.0,0.00023771992904203537
835.0,0.0002835717012378644
845.0,0.0002901502458814073
855.0,0.0002687224498318939
865.0,0.00023849503260315967
