z,Uhoriz
5.0,7.070231902174364
15.0,8.868983294021401
25.0,9.7931490989418
35.0,10.318590223758896
45.0,10.652141765045744
55.0,10.888579876753676
65.0,11.070216323366964
75.0,11.218733619060423
85.0,11.344902915117148
95.0,11.454766490783266
105.0,11.552155837144223
115.0,11.639625084440935
125.0,11.718228014150021
135.0,11.78868093099568
145.0,11.852297487903387
155.0,11.910211307618955
165.0,11.963192281901206
175.0,12.01167868187931
185.0,12.056294154725858
195.0,12.09758157758342
205.0,12.135883899080813
215.0,12.171182826121893
225.0,12.203711852410873
235.0,12.233928702712877
245.0,12.26191957056729
255.0,12.287950305132536
265.0,12.312222491014714
275.0,12.334731393876718
285.0,12.355552328941329
295.0,12.374884167246977
305.0,12.392909804448697
315.0,12.409701685895467
325.0,12.425412464034462
335.0,12.440254118822471
345.0,12.454277907763265
355.0,12.467684508939465
365.0,12.480527733282452
375.0,12.492799428079035
385.0,12.50475247009129
395.0,12.516687787805637
405.0,12.528730000218967
415.0,12.540492164615781
425.0,12.551769055609201
435.0,12.562827949837443
445.0,12.573774978569718
455.0,12.584652972626003
465.0,12.595693563725213
475.0,12.607038252561045
485.0,12.618690233851186
495.0,12.630796438611902
505.0,12.643464974112396
515.0,12.656759090330072
525.0,12.670683549744568
535.0,12.685344809421675
545.0,12.700815307485334
555.0,12.717080310063707
565.0,12.734343378059384
575.0,12.752874821460289
585.0,12.772815287943086
595.0,12.794070449490942
605.0,12.816952912168777
615.0,12.84171003757181
625.0,12.86859687674026
635.0,12.897947913437875
645.0,12.929954164749109
655.0,12.964918526573387
665.0,13.003087932318467
675.0,13.044916340911763
685.0,13.09135509590005
695.0,13.14406379524656
705.0,13.20546701379829
715.0,13.278653047677329
725.0,13.36802749425267
735.0,13.481587683535833
745.0,13.631975096759325
755.0,13.837595924177954
765.0,14.119250330701814
775.0,14.482974376699124
785.0,14.886427401947476
795.0,15.232252758752727
805.0,15.447192466884795
815.0,15.547743493999198
825.0,15.5930173009275
835.0,15.622037224497674
845.0,15.646717408236265
855.0,15.666539367882594
865.0,15.67860689454262
875.0,15.682415304237137
885.0,15.680926304589738
895.0,15.677945574855146
905.0,15.675762324457232
915.0,15.674917702294925
925.0,15.674891673820886
935.0,15.675019960315375
945.0,15.674986340649347
955.0,15.6748080004326
965.0,15.674611300292062
975.0,15.674467803736928
985.0,15.67437308057609
995.0,15.67429991197987
1005.0,15.67423444562946
1015.0,15.67417674165775
1025.0,15.674128861120137
1035.0,15.674090267778645
1045.0,15.674059967394312
1055.0,15.674037390506411
1065.0,15.674022183380902
1075.0,15.67401303705559
1085.0,15.674008419543574
1095.0,15.674008386171403
1105.0,15.674012751426623
1115.0,15.674020896888956
1125.0,15.674031982987792
1135.0,15.674046124097188
1145.0,15.674063670717569
1155.0,15.674084929339262
1165.0,15.674109747107217
1175.0,15.67413793270667
1185.0,15.674168349929223
1195.0,15.674199568119956
1205.0,15.674230969722842
1215.0,15.674262968942653
1225.0,15.674295786472783
1235.0,15.674329000517732
1245.0,15.674361592377254
1255.0,15.67439256598579
1265.0,15.674420995419684
1275.0,15.67444614720602
1285.0,15.674467239664017
1295.0,15.674483954994617
1305.0,15.674496093326821
1315.0,15.674503803572527
1325.0,15.67450760540744
1335.0,15.674508335682356
1345.0,15.674506509170536
1355.0,15.674502654604998
1365.0,15.674497020596405
1375.0,15.674490313620247
1385.0,15.674483077203359
1395.0,15.674475888922428
1405.0,15.67446865258344
1415.0,15.674461387119278
1425.0,15.674453896682582
1435.0,15.67444625159307
1445.0,15.674438388256588
1455.0,15.674430621350078
1465.0,15.67442289279871
1475.0,15.674415199692437
1485.0,15.674407081850086
1495.0,15.674398396494995
1505.0,15.674388770656542
1515.0,15.674378364341383
1525.0,15.674367279333188
1535.0,15.674355979130993
1545.0,15.674344422525973
1555.0,15.674332713202789
1565.0,15.67432057598748
1575.0,15.674308056997905
1585.0,15.674294851308083
1595.0,15.674280799979709
1605.0,15.674265341199572
1615.0,15.674248187454463
1625.0,15.674228899356493
1635.0,15.674207676374264
1645.0,15.674185016421925
1655.0,15.67416238214473
1665.0,15.674141236028579
1675.0,15.674123248702287
1685.0,15.67410947198686
1695.0,15.674101008138138
1705.0,15.674098342980454
1715.0,15.67410207688461
1725.0,15.674112487251373
1735.0,15.674130434275064
1745.0,15.674156695531671
1755.0,15.67419255571894
1765.0,15.67423913783832
1775.0,15.674297938839409
1785.0,15.674369887225577
1795.0,15.674455616427878
1805.0,15.674554899051707
1815.0,15.674667642022738
1825.0,15.674793059857873
1835.0,15.67492971876254
1845.0,15.675074762400918
1855.0,15.675225600911562
1865.0,15.67537826260328
1875.0,15.675523509337056
1885.0,15.675645240477376
1895.0,15.675735639789607
1905.0,15.675798830850741
1915.0,15.67583591383337
