y,x
290.509,0.00187068
290.509,0.0513591
290.509,0.108661
290.512,0.200475
290.516,0.285777
290.510,0.390615
290.516,0.486335
290.520,0.605497
290.526,0.705124
290.529,0.785868
290.551,0.856841
290.572,0.905024
290.620,0.939527
290.672,0.962310
290.789,0.986384
290.909,1.01046
291.015,1.03388
291.093,1.05536
291.148,1.09116
291.208,1.14520
291.277,1.20705
291.338,1.26304
291.386,1.31643
291.443,1.36135
291.480,1.39520
