X,Y
2.55442,0.756286
2.96568,0.809051
3.49323,0.875853
4.75450,0.929660
6.47079,1.05134
7.65846,1.17016
8.55619,1.12034
9.51392,0.990932
11.8744,0.963966
12.8280,0.813021
14.8248,0.696695
17.6352,0.583000
19.7036,0.525976
21.9103,0.438382
24.8363,0.397077
26.8297,0.348434
30.7076,0.309416
35.1490,0.251834
44.7362,0.181292
56.1237,0.124944
70.0740,0.0827648
83.7764,0.0570385
99.1944,0.0407355
116.323,0.0293235
136.407,0.0214457
161.514,0.0150752
178.745,0.0121726
193.093,0.0105971
