X,Y
2.57826,0.616775
2.99476,0.739994
3.44512,0.884325
4.28006,0.782017
5.16599,0.745621
6.02976,0.930729
6.83497,0.832942
7.78498,0.725039
8.57252,0.628632
10.0029,0.573829
11.8962,0.393811
13.4202,0.359487
14.4945,0.293708
16.1168,0.276745
21.1075,0.175448
26.7292,0.127774
34.1758,0.0915910
41.4402,0.0691265
48.1153,0.0544971
55.0644,0.0441723
65.8061,0.0316649
77.1398,0.0226096
89.9906,0.0162080
103.975,0.0117114
126.666,0.00751376
146.349,0.00542921
165.073,0.00422973
191.647,0.00306839
