z,uw
1.2173913043478262,0.10479773881999638
3.6521739130434785,0.25146904037161105
6.086956521739131,0.23211030596641402
8.521739130434783,0.214827715725374
10.956521739130435,0.19697636736339885
13.391304347826088,0.1824608179563165
15.82608695652174,0.1712649305130506
18.26086956521739,0.16281748589854286
20.695652173913047,0.15636065747308334
23.130434782608695,0.15134512998254637
25.56521739130435,0.14733308255804625
28.0,0.14397418136539394
30.434782608695656,0.1411158404385997
32.869565217391305,0.1386515271104934
35.30434782608696,0.13644767274291858
37.73913043478261,0.1344154248672421
40.173913043478265,0.1324786429660134
42.608695652173914,0.1306094579627948
45.04347826086957,0.1288284163183878
47.47826086956522,0.12715568389004392
49.913043478260875,0.12561735063499752
52.34782608695652,0.1241840985102484
54.78260869565218,0.12277476305615163
57.21739130434783,0.12139587101480655
59.652173913043484,0.1200350789394357
62.08695652173913,0.11867644749431396
64.52173913043478,0.11731490838426974
66.95652173913044,0.1159296611192961
69.3913043478261,0.11452658545048294
71.82608695652175,0.11311482240369873
74.26086956521739,0.11169329205381578
76.69565217391305,0.11027675409463125
79.1304347826087,0.10887005830767281
81.56521739130436,0.10749103389779148
84.0,0.10617460023751513
86.43478260869566,0.10491478582153688
88.86956521739131,0.10367062767841637
91.30434782608697,0.10243731813084515
93.73913043478261,0.10122211444783238
96.17391304347827,0.10000699989947334
98.60869565217392,0.09878656571625252
101.04347826086958,0.09756777764344667
103.47826086956522,0.09635590647131716
105.91304347826087,0.09516345719670743
108.34782608695653,0.09398334609537744
110.78260869565219,0.0927949218619213
113.21739130434783,0.09160585197854512
115.65217391304348,0.09042796214863766
118.08695652173914,0.08926714682061349
120.5217391304348,0.08809999788677468
122.95652173913044,0.08689566578116097
125.3913043478261,0.08566474161358116
127.82608695652175,0.0844433859412766
130.2608695652174,0.08324737779902867
132.69565217391306,0.08206671285231375
135.13043478260872,0.08088096067774908
137.56521739130434,0.07969464776113931
140.0,0.07851764982350634
142.43478260869566,0.07733923185133991
144.8695652173913,0.07617607990542176
147.30434782608697,0.07505299836108502
149.73913043478262,0.07394993249267406
152.17391304347828,0.07284870835589938
154.60869565217394,0.0717623897539703
157.04347826086956,0.07069932613342067
159.47826086956522,0.06966179842233126
161.91304347826087,0.06864086669842526
164.34782608695653,0.06763190230208882
166.7826086956522,0.06663135376694915
169.21739130434784,0.06562737724587445
171.6521739130435,0.06462396251773465
174.08695652173915,0.06361444174813237
176.52173913043478,0.06260182803586897
178.95652173913044,0.061601014501107
181.3913043478261,0.06059855771222568
183.82608695652175,0.05959734795281516
186.2608695652174,0.058610022520576364
188.69565217391306,0.057631704796582195
191.13043478260872,0.056656759612536675
193.56521739130437,0.05567444037253727
196.0,0.05467014657260993
198.43478260869566,0.05364431566200609
200.8695652173913,0.05260097016743945
203.30434782608697,0.0515484314160057
205.73913043478262,0.05050257876395687
208.17391304347828,0.049469939877687996
210.60869565217394,0.04844637343512087
213.0434782608696,0.0474311789431479
215.47826086956522,0.04642679703891797
217.91304347826087,0.045433767190919905
220.34782608695653,0.04446779580890706
222.7826086956522,0.04351939883815568
225.21739130434784,0.04257567584812645
227.6521739130435,0.041630794706912014
230.08695652173915,0.04069633868973096
232.5217391304348,0.039773241082573005
234.95652173913044,0.03884582118355102
237.3913043478261,0.03792039393037249
239.82608695652175,0.037002005502000446
242.2608695652174,0.03609643715634679
244.69565217391306,0.035209497032724225
247.13043478260872,0.03433657077103337
249.56521739130437,0.03346364690572248
252.00000000000003,0.03257553706977471
254.43478260869566,0.031674269326183155
