z,WindDir
1.2173913043478262,249.36433564836832
3.6521739130434785,249.54385247980184
6.086956521739131,249.67476404282746
8.521739130434783,249.75818157726803
10.956521739130435,249.83885011896157
13.391304347826088,249.9161070518314
15.82608695652174,249.9941095742129
18.26086956521739,250.0701140016219
20.695652173913047,250.14383984172972
23.130434782608695,250.21596283843635
25.56521739130435,250.2865950425945
28.0,250.35500720031231
30.434782608695656,250.42183727173483
32.869565217391305,250.4878728775381
35.30434782608696,250.5532483583178
37.73913043478261,250.61835818253522
40.173913043478265,250.6829395809402
42.608695652173914,250.74705941089178
45.04347826086957,250.81138361676267
47.47826086956522,250.87563862334548
49.913043478260875,250.93989643875724
52.34782608695652,251.0043918370895
54.78260869565218,251.0695694131233
57.21739130434783,251.13615620712548
59.652173913043484,251.2050837393946
62.08695652173913,251.27639395960784
64.52173913043478,251.34947292470508
66.95652173913044,251.42402541352857
69.3913043478261,251.49978044118163
71.82608695652175,251.57670097003069
74.26086956521739,251.65404437768413
76.69565217391305,251.7309334333364
79.1304347826087,251.80788769626727
81.56521739130436,251.8852386732235
84.0,251.96314315814186
86.43478260869566,252.04199363852706
88.86956521739131,252.1210895339044
91.30434782608697,252.20033200388787
93.73913043478261,252.28029710090848
96.17391304347827,252.36095235973613
98.60869565217392,252.4418350110651
101.04347826086958,252.52327710464928
103.47826086956522,252.6057182545636
105.91304347826087,252.68913868719585
108.34782608695653,252.77343311225405
110.78260869565219,252.85827447278373
113.21739130434783,252.9433914716659
115.65217391304348,253.02861810635312
118.08695652173914,253.1139047383112
120.5217391304348,253.19917206659994
122.95652173913044,253.28418979818616
125.3913043478261,253.36879016205725
127.82608695652175,253.45313797277964
130.2608695652174,253.537512329992
132.69565217391306,253.62194860622307
135.13043478260872,253.7065336282937
137.56521739130434,253.79080959237854
140.0,253.87455072934088
142.43478260869566,253.95794981151514
144.8695652173913,254.04085222383952
147.30434782608697,254.12320645962026
149.73913043478262,254.2052137996407
152.17391304347828,254.28686271035892
154.60869565217394,254.36842702199309
157.04347826086956,254.45028251855823
159.47826086956522,254.53230383219093
161.91304347826087,254.6142582366563
164.34782608695653,254.69626247346514
166.7826086956522,254.7789171721511
169.21739130434784,254.86231253350462
171.6521739130435,254.94634845147172
174.08695652173915,255.03113544759304
176.52173913043478,255.11675590695438
178.95652173913044,255.20316736346436
181.3913043478261,255.29031120152177
183.82608695652175,255.37825201064402
186.2608695652174,255.46726427196842
188.69565217391306,255.55706367594289
191.13043478260872,255.64735418059303
193.56521739130437,255.73761831194278
196.0,255.8277097001786
198.43478260869566,255.9177263828377
200.8695652173913,256.0077290368887
203.30434782608697,256.098052444084
205.73913043478262,256.1888319266259
208.17391304347828,256.280211866451
210.60869565217394,256.3724647176761
213.0434782608696,256.4656274819201
215.47826086956522,256.5592740072748
217.91304347826087,256.65323962037803
220.34782608695653,256.7475857523677
222.7826086956522,256.8422679809117
225.21739130434784,256.93742705766016
227.6521739130435,257.03334512468916
230.08695652173915,257.1302038444285
232.5217391304348,257.22824226741733
234.95652173913044,257.32758634959515
237.3913043478261,257.4283729033871
239.82608695652175,257.5305382171232
242.2608695652174,257.63397456112915
244.69565217391306,257.7387359952975
247.13043478260872,257.84514879310296
249.56521739130437,257.9533235090068
252.00000000000003,258.06321112138664
254.43478260869566,258.17532444567945
256.8695652173913,258.2896528659424
259.304347826087,258.4060486697617
261.7391304347826,258.524880323591
264.17391304347825,258.64675735267156
266.60869565217394,258.7719517256333
269.04347826086956,258.90064104902376
271.47826086956525,259.0332713654811
273.9130434782609,259.1703252687414
276.34782608695656,259.3123315251983
278.7826086956522,259.46017961831444
281.21739130434787,259.6146189794549
283.6521739130435,259.7762688222543
286.0869565217391,259.94615926977644
288.5217391304348,260.1255595461116
290.95652173913044,260.3156561770006
293.3913043478261,260.5175400804296
295.82608695652175,260.732128756202
298.26086956521743,260.9612302842372
300.69565217391306,261.20692367841644
303.1304347826087,261.47142463122896
305.5652173913044,261.7569238075557
308.0,262.06576218011304
310.4347826086957,262.4002765219838
312.8695652173913,262.76299156316804
315.304347826087,263.156867869236
317.7391304347826,263.58345785069884
320.1739130434783,264.0421367427546
322.60869565217394,264.530775743007
325.04347826086956,265.0463238403824
327.47826086956525,265.58317225989396
329.9130434782609,266.133300803208
332.34782608695656,266.68683364765326
334.7826086956522,267.2300703616893
337.21739130434787,267.7471638789865
339.6521739130435,268.22132968784956
342.0869565217391,268.63824027673974
344.5217391304348,268.988651849931
346.95652173913044,269.2691647470676
349.3913043478261,269.48200840509577
351.82608695652175,269.6351105960764
354.26086956521743,269.7397909474976
356.69565217391306,269.8082250997549
359.13043478260875,269.8514837121238
361.5652173913044,269.87852877211606
364.0,269.8956778347824
366.4347826086957,269.9067990498548
368.8695652173913,269.9139267113065
371.304347826087,269.91792901613314
373.7391304347826,269.9192732366038
376.1739130434783,269.918513707415
378.60869565217394,269.91643255767883
381.04347826086956,269.9139148839123
383.47826086956525,269.91167863020615
385.9130434782609,269.9100677741357
388.34782608695656,269.90907087511056
390.7826086956522,269.90845783884464
393.21739130434787,269.90796561452487
395.6521739130435,269.907512597263
398.0869565217392,269.90711027591385
400.5217391304348,269.9066770940901
402.95652173913044,269.90610157234613
405.3913043478261,269.90536353752066
407.82608695652175,269.9045760833212
410.26086956521743,269.9038988359109
412.69565217391306,269.90354105134065
415.13043478260875,269.90379599761826
417.5652173913044,269.9048579036495
420.0,269.90680981863335
422.4347826086957,269.9096001081746
424.8695652173913,269.9129719627157
427.304347826087,269.91658773483186
429.7391304347826,269.92018481503993
