z,T
249.56521739130437,290.50347639359916
252.00000000000003,290.5038854412732
254.43478260869566,290.50432106767414
256.8695652173913,290.5047851354794
259.304347826087,290.5052794805687
261.7391304347826,290.5058074716363
264.17391304347825,290.5063749244833
266.60869565217394,290.5069874293767
269.04347826086956,290.5076506315227
271.47826086956525,290.5083695557487
273.9130434782609,290.5091532538868
276.34782608695656,290.51001278948667
278.7826086956522,290.5109626043247
281.21739130434787,290.5120186994416
283.6521739130435,290.51319829831743
286.0869565217391,290.5145230962379
288.5217391304348,290.51602089840793
290.95652173913044,290.51772606838483
293.3913043478261,290.5196836745423
295.82608695652175,290.52194999436813
298.26086956521743,290.5245943703045
300.69565217391306,290.52770827555116
303.1304347826087,290.5314027362625
305.5652173913044,290.5358210698418
308.0,290.5411577356113
310.4347826086957,290.5476635957882
312.8695652173913,290.55564606120606
315.304347826087,290.5654982171155
317.7391304347826,290.57770878618135
320.1739130434783,290.5928309891261
322.60869565217394,290.61148917521507
325.04347826086956,290.63433881393206
327.47826086956525,290.6618810078076
329.9130434782609,290.69429549018673
332.34782608695656,290.7313644830427
334.7826086956522,290.77223650420706
337.21739130434787,290.8154542791059
339.6521739130435,290.8592205336613
342.0869565217391,290.90148339300555
344.5217391304348,290.9403295955178
346.95652173913044,290.97438686525413
349.3913043478261,291.00298283778716
351.82608695652175,291.02615372646716
354.26086956521743,291.04450764459654
356.69565217391306,291.0590100054733
359.13043478260875,291.0707005905066
361.5652173913044,291.08050757547176
364.0,291.0891712764744
366.4347826086957,291.0972177893215
368.8695652173913,291.10496119533417
371.304347826087,291.1125594495825
373.7391304347826,291.1200837944755
376.1739130434783,291.12756595486155
378.60869565217394,291.1350161010362
381.04347826086956,291.14243733000956
383.47826086956525,291.1498353305999
385.9130434782609,291.1572162135489
388.34782608695656,291.1645853989839
390.7826086956522,291.17194742489386
393.21739130434787,291.17929977668666
395.6521739130435,291.1866364691947
398.0869565217392,291.19395702693885
400.5217391304348,291.20126676705496
402.95652173913044,291.2085684004111
405.3913043478261,291.21586422475303
407.82608695652175,291.223159973693
410.26086956521743,291.2304616019236
412.69565217391306,291.23776944040014
415.13043478260875,291.245079010548
417.5652173913044,291.25238340847216
420.0,291.2596799189565
422.4347826086957,291.2669746993668
424.8695652173913,291.27427884209936
427.304347826087,291.28160173179776
429.7391304347826,291.2889438303692
432.1739130434783,291.2963009153846
434.60869565217394,291.30366452936073
437.0434782608696,291.3110216440014
439.47826086956525,291.31836111760776
441.9130434782609,291.3256818980819
444.34782608695656,291.3329896018197
446.7826086956522,291.3402878782767
449.21739130434787,291.3475767752281
451.6521739130435,291.35486048349696
454.0869565217392,291.3621472024514
456.5217391304348,291.36944485702344
458.95652173913044,291.376755717475
461.3913043478261,291.3840779894175
463.82608695652175,291.3914092434091
466.26086956521743,291.39874829389134
468.69565217391306,291.40609668628395
471.13043478260875,291.4134485618274
473.5652173913044,291.42079284403746
476.00000000000006,291.4281251532773
478.4347826086957,291.4354451562371
480.8695652173913,291.4427566678139
483.304347826087,291.45006876439373
485.7391304347826,291.4573818185308
488.1739130434783,291.46468819532316
490.60869565217394,291.4719886638095
