y,x
290.551,0.00446848
290.548,0.0415852
290.551,0.129492
290.552,0.209585
290.555,0.289677
290.552,0.396468
290.553,0.520189
290.559,0.636095
290.565,0.700560
290.575,0.777395
290.578,0.826883
290.599,0.863996
290.614,0.896552
290.644,0.929105
290.720,0.956442
290.849,0.988979
290.940,1.00459
291.021,1.01890
291.120,1.03973
291.202,1.06836
291.244,1.10352
291.292,1.14584
291.340,1.18815
291.389,1.23764
291.431,1.27279
291.485,1.31641
291.525,1.35482
291.570,1.39584
