f,Suu,Svv,Sww
0.5249475052494751,0.0003929902413490486,0.0004908785749542778,0.0005000384155171395
0.5251474852514748,0.00039289243250554645,0.0004907623163797418,0.0004999177682724373
0.5253474652534746,0.0003927946844880404,0.000490646126488518,0.0004997971921356489
0.5255474452554745,0.00039269699723603897,0.000490530005215839,0.0004996766870412773
0.5257474252574742,0.0003925993706891336,0.0004904139524970207,0.0004995562529239058
0.525947405259474,0.000392501804786998,0.0004902979682674626,0.000499435889718199
0.5261473852614739,0.0003924042994693884,0.0004901820524626478,0.0004993155973589016
0.5263473652634737,0.00039230685467614315,0.0004900662050181429,0.000499195375780839
0.5265473452654734,0.000392209470347183,0.0004899504258695975,0.0004990752249189169
0.5267473252674733,0.0003921121464225102,0.0004898347149527442,0.000498955144708121
0.5269473052694731,0.00039201488284220927,0.000489719072203399,0.0004988351350835172
0.5271472852714728,0.0003919176795464459,0.0004896034975574604,0.0004987151959802516
0.5273472652734726,0.00039182053647546797,0.0004894879909509093,0.0004985953273335496
0.5275472452754725,0.00039172345356960426,0.0004893725523198093,0.0004984755290787171
0.5277472252774722,0.0003916264307692649,0.000489257181600307,0.0004983558011511386
0.527947205279472,0.0003915294680149412,0.0004891418787286303,0.0004982361434862788
0.5281471852814719,0.0003914325652472052,0.00048902664364109,0.000498116556019682
0.5283471652834717,0.0003913357224067104,0.0004889114762740785,0.0004979970386869706
0.5285471452854714,0.00039123893943419024,0.0004887963765640702,0.0004978775914238473
0.5287471252874713,0.0003911422162704591,0.000488681344447621,0.000497758214166093
0.5289471052894711,0.00039104555285641166,0.0004885663798613687,0.0004976389068495677
0.5291470852914708,0.0003909489491330231,0.0004884514827420323,0.0004975196694102105
0.5293470652934706,0.00039085240504134846,0.0004883366530264126,0.0004974005017840389
0.5295470452954705,0.0003907559205225228,0.0004882218906513909,0.0004972814039071485
0.5297470252974702,0.00039065949551776106,0.00048810719555393014,0.000497162375715714
0.52994700529947,0.0003905631299683581,0.0004879925676710738,0.0004970434171459875
0.5301469853014699,0.000390466823815688,0.0004878780069399465,0.0004969245281343005
0.5303469653034697,0.00039037057700120486,0.0004877635132977535,0.0004968057086170616
