kmag,energy,horiz,vertical,kol
0.008885765876316733,0.8355718217334549,0.7784831124041318,0.05708870932932357,6967.749531133207
0.0266572976289502,1.082072935865425,0.9319717911533543,0.15010114471207003,673.9374999681224
0.04442882938158367,0.6256240391723376,0.4914771338240672,0.13414690534826956,275.966106362421
0.06220036113421713,0.4292597386996821,0.3161722344582736,0.11308750424140887,156.81306030964166
0.0799718928868506,0.32201356781701923,0.2268348069442377,0.09517876087278156,102.43833517568908
0.09774342463948407,0.2477058486957143,0.16901988820586542,0.07868596048984867,72.61995127678128
0.11551495639211753,0.19810476275137914,0.13066519723784914,0.06743956551352971,54.88073545389123
0.133286488144751,0.1600057579569943,0.10323475244010237,0.05677100551689235,43.346401648052215
0.15105801989738446,0.1285140547452288,0.08121018568339129,0.047303869061838005,35.15191392926098
0.16882955165001792,0.10341965925068979,0.064233808934289,0.039185850316400546,29.149442936511356
0.18660108340265139,0.08358848939120929,0.051225743915993424,0.03236274547521562,24.65795972674858
0.20437261515528488,0.06765758115621939,0.04109270301045622,0.02656487814576331,21.186582210917003
0.22214414690791834,0.05534488077292596,0.033313981829713256,0.02203089894321298,18.4330702557414
0.2399156786605518,0.044717368177846856,0.02668852737891442,0.018028840798932362,16.205911920941357
0.25768721041318526,0.03648333730306649,0.02159922196375814,0.014884115339308253,14.386661655658907
0.2754587421658187,0.029329004144853066,0.01722262982037681,0.012106374324476128,12.877324238908583
0.2932302739184522,0.02373932290774187,0.013878239545163663,0.009861083362578125,11.598642947145306
0.31100180567108565,0.019222480349808165,0.011166683925461081,0.008055796424347075,10.508875513558511
0.3287733374237191,0.015393610615504129,0.008923391022594727,0.006470219592909415,9.579394066537057
0.3465448691763526,0.012364206211530152,0.007157148333787859,0.005207057877742224,8.77791909558875
0.36431640092898604,0.009861752790493077,0.005726126212659709,0.004135626577833347,8.078371501914713
0.3820879326816195,0.007822015928292307,0.004533311877781799,0.003288704050510539,7.459493867440024
0.39985946443425296,0.006187525758135698,0.003584521341565085,0.002603004416570571,6.912085780943345
0.4176309961868865,0.004871178286612156,0.0028149354994207185,0.0020562427871914143,6.429495602636164
0.43540252793951995,0.003811356341227173,0.0022060030487001127,0.0016053532925270572,6.000695940306832
0.4531740596921534,0.0029755109901584364,0.001723693073177032,0.001251817916981384,5.613228919449932
0.47094559144478687,0.0022975807933903933,0.001330816532079322,0.0009667642613110812,5.262556566836918
0.48871712319742033,0.0017639061864013,0.0010209559812941237,0.0007429502051071827,4.947941813124917
0.5064886549500538,0.0013517439112027622,0.0007816900934674841,0.0005700538177352795,4.663721833347731
0.5242601867026873,0.0010273889567988465,0.0005947545300534742,0.00043263442674537996,4.402447708552151
0.5420317184553207,0.000779543175253507,0.0004513914341306542,0.00032815174112284636,4.163106105903828
0.5598032502079542,0.0005907126550847731,0.000341787449665483,0.0002489252054192894,3.945270655651231
0.5775747819605876,0.0004491045823214385,0.0002603350372738485,0.00018876954504759257,3.745589228618962
0.5953463137132211,0.0003447492164165377,0.00019969463946704,0.00014505457694949787,3.5608543936759234
0.6131178454658546,0.00027127104283408346,0.00015739398466721888,0.00011387705816686639,3.3900096286782464
0.630889377218488,0.00021899252306608485,0.0001269343311542899,9.2058191911795e-05,3.2394859432002563
0.6486609089711215,0.00016564435762269868,9.63829493496524e-05,6.926140827304645e-05,3.090609941847962
0.666432440723755,0.00012526380458970755,7.331990849974849e-05,5.194389608995881e-05,2.9534994744563794
0.6842039724763884,9.373033066352522e-05,5.487576223909588e-05,3.88545684244295e-05,2.826068075585219
0.7019755042290219,6.94556401460718e-05,4.082399128368988e-05,2.8631648862381716e-05,2.707658822539242
0.7197470359816553,5.1525050776562776e-05,3.0351702084393923e-05,2.1173348692168918e-05,2.5974201469819707
0.7375185677342888,3.78217759466363e-05,2.2286213499337024e-05,1.5535562447299224e-05,2.4939590692250153
0.7552900994869223,2.785936038392344e-05,1.6441206789058246e-05,1.141815359486526e-05,2.3965690574381466
0.7730616312395557,2.0566576668750305e-05,1.2091928955938023e-05,8.47464771281225e-06,2.305873441975853
0.7908331629921892,1.5461447376905856e-05,9.046349404073958e-06,6.415097972831904e-06,2.2209638556740425
0.8086046947448227,1.1820824684604747e-05,6.868694385479228e-06,4.952130299125488e-06,2.1406887553537173
0.8263762264974561,9.303425870479964e-06,5.360279802004747e-06,3.943146068475194e-06,2.0643789711294236
0.8441477582500896,7.709780108127548e-06,4.393524313762215e-06,3.3162557943653256e-06,1.992604511046839
0.8619192900027232,6.750254410686131e-06,3.829871518861002e-06,2.92038289182513e-06,1.9278488522263306
0.8796908217553565,6.423081366882939e-06,3.6090378050467773e-06,2.814043561836164e-06,1.8757889353888448
