z,ReStresses
1.2173913043478262,-0.0024655785546585348
3.6521739130434785,-0.010058949154108035
6.086956521739131,-0.010471237693364678
8.521739130434783,-0.010850272035517684
10.956521739130435,-0.010751759242988579
13.391304347826088,-0.010535240105923003
15.82608695652174,-0.010211390704103767
18.26086956521739,-0.009857090539024324
20.695652173913047,-0.009486132363631694
23.130434782608695,-0.00911307480016938
25.56521739130435,-0.00874123665226
28.0,-0.008376323422702317
30.434782608695656,-0.008019219154301163
32.869565217391305,-0.0076683417066083235
35.30434782608696,-0.0073245907930866196
37.73913043478261,-0.006988004105751548
40.173913043478265,-0.006659236952258329
42.608695652173914,-0.006337984569924679
45.04347826086957,-0.006020346955274017
47.47826086956522,-0.0057095839554826356
49.913043478260875,-0.005407081230597093
52.34782608695652,-0.005108929743276358
54.78260869565218,-0.004814518752132609
57.21739130434783,-0.004526443929309556
59.652173913043484,-0.004248188333997999
62.08695652173913,-0.003974141574984599
64.52173913043478,-0.003704444502002632
66.95652173913044,-0.003442217398943798
69.3913043478261,-0.003184200543500237
71.82608695652175,-0.002932214608627771
74.26086956521739,-0.0026852286066913708
76.69565217391305,-0.002443026152592041
79.1304347826087,-0.0022086332532235946
81.56521739130436,-0.0019799824095676002
84.0,-0.001756562916100087
86.43478260869566,-0.0015368935297897276
88.86956521739131,-0.0013194349134245888
91.30434782608697,-0.0011066790626586987
93.73913043478261,-0.0009003294694833971
96.17391304347827,-0.0006980904859778718
98.60869565217392,-0.0004999497778078608
101.04347826086958,-0.00030731495273766984
103.47826086956522,-0.00011875368218927869
105.91304347826087,6.460400991841278e-05
108.34782608695653,0.0002427341814641767
110.78260869565219,0.00041724608150070627
113.21739130434783,0.0005866482319084473
115.65217391304348,0.000748779756981732
118.08695652173914,0.0009067344458016712
120.5217391304348,0.001062434175299449
122.95652173913044,0.0012124344603464956
125.3913043478261,0.0013563325840588076
127.82608695652175,0.0014977428626881313
130.2608695652174,0.0016355920892355226
132.69565217391306,0.001767698195634698
135.13043478260872,0.0018947663808446403
137.56521739130434,0.002018092060787279
140.0,0.0021364298504734374
142.43478260869566,0.0022504602747458915
144.8695652173913,0.002360144951127022
147.30434782608697,0.002464456452821045
149.73913043478262,0.0025645247663563073
152.17391304347828,0.0026610579411019838
154.60869565217394,0.0027539269892467733
157.04347826086956,0.0028419656489311377
159.47826086956522,0.0029252659291931697
161.91304347826087,0.003004977134567626
164.34782608695653,0.003082486146362167
166.7826086956522,0.0031569014855021213
169.21739130434784,0.003227431443110529
171.6521739130435,0.0032931663454889813
174.08695652173915,0.003354766792468414
176.52173913043478,0.003413572272617211
178.95652173913044,0.0034689287289612703
181.3913043478261,0.0035200687076989345
183.82608695652175,0.003567526616868476
186.2608695652174,0.003610433675204136
188.69565217391306,0.003649909252981927
191.13043478260872,0.0036855819006243323
193.56521739130437,0.0037182511914645154
196.0,0.0037478489016436194
198.43478260869566,0.0037745585613493415
200.8695652173913,0.003796958921633735
203.30434782608697,0.0038149333787658645
205.73913043478262,0.0038289219463453128
208.17391304347828,0.003840160137945837
210.60869565217394,0.0038488716449756534
213.0434782608696,0.003854125004713251
215.47826086956522,0.003856361779588893
217.91304347826087,0.0038562691700448504
220.34782608695653,0.003853980310875754
222.7826086956522,0.003848664870967923
225.21739130434784,0.0038407470906206493
227.6521739130435,0.0038301270803086235
230.08695652173915,0.003816335422603243
232.5217391304348,0.003799729169179394
234.95652173913044,0.0037796371075284
237.3913043478261,0.0037562840823308526
239.82608695652175,0.003729997977651509
242.2608695652174,0.0037002291910615557
244.69565217391306,0.003667948038433911
247.13043478260872,0.003632326804930995
249.56521739130437,0.003593522843587248
252.00000000000003,0.0035509813797995316
254.43478260869566,0.003504686220455286
256.8695652173913,0.003454921370154958
