f,Suu,Svv,Sww
0.0,0.0,0.0,0.0
0.00019998000199980003,0.00016343744299093495,1.0167094934612368e-05,1.0543424489872778e-05
0.00039996000399960006,0.00019673273345566667,3.268635639350349e-05,1.7697378569574425e-05
0.0005999400059994001,0.0002736254016536261,2.8387538329253524e-05,2.4006717143942477e-05
0.0007999200079992001,0.0005415391559956425,5.352882292843059e-05,3.521643335832923e-05
0.000999900009999,0.0005926137880269031,8.958245630680598e-05,5.12281727885096e-05
0.0011998800119988001,0.0008214188749319131,0.00013147404774488966,4.9097511092885415e-05
0.0013998600139986002,0.001445047656235297,0.00017872332307556133,7.532936569745588e-05
0.0015998400159984002,0.0010571825344179388,0.00013229774184857185,7.484666128978421e-05
0.0017998200179982,0.000991261829558103,0.0001224195647622528,8.287845751249886e-05
0.001999800019998,0.0011556760108639257,0.00026151472094744434,9.836202665485143e-05
0.0021997800219978004,0.0015171946612109817,0.0002030382490047883,8.695789901193381e-05
0.0023997600239976003,0.001442280307197926,0.00034655273024531373,0.00011719464130359912
0.0025997400259974,0.0008265876321642544,0.0002499962752038374,8.143752008371843e-05
0.0027997200279972004,0.0014094515648692648,0.00027481547097623195,0.0001037590668279459
0.0029997000299970002,0.0008757463220957045,0.00038636533495596987,0.00011858867565241734
0.0031996800319968005,0.0016363054995328955,0.0003888258062014066,0.00014761903596475655
0.0033996600339966003,0.001363078397351405,0.0005426323283866829,0.00010731569839190793
0.0035996400359964,0.00114152938313659,0.0002333802937005664,0.00016503909064635386
0.0037996200379962005,0.001102915819923268,0.00029712080628653645,0.00017872785353686177
0.003999600039996,0.0013070623121416796,0.00048305744083233814,0.00018222718616857608
0.004199580041995801,0.001735656909463185,0.000528403467289087,0.0002234914998331485
0.004399560043995601,0.0014601657678443424,0.0002788917975698987,0.00012798449626919757
0.0045995400459954,0.001066038426267592,0.0002847095518373965,0.00012277233095552164
0.0047995200479952005,0.001590468045423575,0.0004222236367592849,0.000222385725619141
0.004999500049995001,0.0010667457072785999,0.00044065369314419265,0.0001860483333386074
0.0051994800519948,0.001455093130178763,0.0004038952661360871,0.0002141153858322449
0.0053994600539946005,0.0014605417654033079,0.0005940376058413944,0.0002390615992078342
0.005599440055994401,0.0018078346689238262,0.0004800983412709735,0.00029210909976212443
0.0057994200579942,0.0019727867164600686,0.00037494858857171437,0.0002537547350662008
0.0059994000599940004,0.001472160930673092,0.0005694378948388286,0.0002941653146031833
0.006199380061993801,0.0014857907734281664,0.0003993494039644816,0.0001909326070836261
0.006399360063993601,0.0017644334880902082,0.0004760247117697762,0.0002929771842872549
0.0065993400659934,0.0016843207458489772,0.00047640768515882825,0.00028598745764478245
0.006799320067993201,0.0017381478661831688,0.0006619524722656989,0.0001771280998692363
0.006999300069993001,0.0015549658504615657,0.0006588931798665447,0.0002439890196677347
0.0071992800719928,0.0020511609252207787,0.0007168860559293474,0.0002267273326974299
0.007399260073992601,0.001369001584229604,0.0007647270411275106,0.0003101250871338335
0.007599240075992401,0.0013169634626405764,0.0005976006665907552,0.00021780958197285444
0.007799220077992201,0.0011364802230760937,0.0007165262843532741,0.00023564445014602375
0.007999200079992,0.0018449054947517912,0.0008385037376431733,0.00026023667634205106
0.0081991800819918,0.0019396552899790202,0.00047559426895990386,0.00031037661300729896
0.008399160083991601,0.0012760759102984401,0.0006241209412487219,0.00032589330953564826
0.008599140085991401,0.0014368359840485464,0.0007179159944650372,0.0002906284471918724
0.008799120087991202,0.001724371352019678,0.0006524567057002998,0.00040104809728872903
0.008999100089991,0.0017514920769518686,0.0006637972381914513,0.000337212053946146
0.0091990800919908,0.0012569075839828987,0.0011867654797526395,0.0003248137840273068
0.0093990600939906,0.0015358784337422195,0.0007364184650493949,0.00032951367948828695
0.009599040095990401,0.0017416504942817615,0.0006911972941114404,0.0004158497311521114
0.009799020097990201,0.0016659985886082428,0.0008455830411631991,0.00032606684121555757
0.009999000099990002,0.0014809502842068462,0.0007041853768076835,0.0003390522338546841
0.010198980101989802,0.0011303900615874064,0.0009486051500451032,0.000413749794308842
0.0103989601039896,0.0014991181088988283,0.0008125977606909141,0.00045431234455541204
0.0105989401059894,0.0014087228913815034,0.0007599925027190083,0.0003773183428769154
