z,Uhoriz
1.2173913043478262,1.570602951219312
3.6521739130434785,2.465753303484305
6.086956521739131,2.789498043677649
8.521739130434783,3.0060794800150243
10.956521739130435,3.1565703377259267
13.391304347826088,3.2680992790801215
15.82608695652174,3.355076156803507
18.26086956521739,3.426969144099885
20.695652173913047,3.488930431583674
23.130434782608695,3.544070011394372
25.56521739130435,3.594236068769788
28.0,3.640547326390731
30.434782608695656,3.6837823760151225
32.869565217391305,3.7244725475259224
35.30434782608696,3.762982713406192
37.73913043478261,3.7996428349086453
40.173913043478265,3.8347043132407297
42.608695652173914,3.868357202943815
45.04347826086957,3.9007869798472625
47.47826086956522,3.932057187389072
49.913043478260875,3.962185939803727
52.34782608695652,3.9912709374994684
54.78260869565218,4.0194540839205235
57.21739130434783,4.0468188760876425
59.652173913043484,4.073432546276568
62.08695652173913,4.099411769162294
64.52173913043478,4.124835655303793
66.95652173913044,4.14978888827123
69.3913043478261,4.17430788533333
71.82608695652175,4.198364144369927
74.26086956521739,4.221960515870786
76.69565217391305,4.245097129785558
79.1304347826087,4.2677933104468035
81.56521739130436,4.2900765274014505
84.0,4.3119349776845555
86.43478260869566,4.333404714573437
88.86956521739131,4.354514011374186
91.30434782608697,4.375301825291461
93.73913043478261,4.395752432885715
96.17391304347827,4.415853222790521
98.60869565217392,4.43560597880784
101.04347826086958,4.455004910656759
103.47826086956522,4.474077431678116
105.91304347826087,4.4928607703989245
108.34782608695653,4.511368115647917
110.78260869565219,4.529642045463392
113.21739130434783,4.547694635276437
115.65217391304348,4.565493480280337
118.08695652173914,4.583042249641367
120.5217391304348,4.600378206866235
122.95652173913044,4.617504174795318
125.3913043478261,4.634422421139869
127.82608695652175,4.651115612757777
130.2608695652174,4.66759196473472
132.69565217391306,4.683859065879881
135.13043478260872,4.699913807129385
137.56521739130434,4.715751450256659
140.0,4.731392452758469
142.43478260869566,4.746873337689436
144.8695652173913,4.762194649555248
147.30434782608697,4.7773054290262404
149.73913043478262,4.7922288166907325
152.17391304347828,4.807027119996677
154.60869565217394,4.821692356552
157.04347826086956,4.836211953763802
159.47826086956522,4.850571105205408
161.91304347826087,4.864788662960354
164.34782608695653,4.878882889288542
166.7826086956522,4.892857511417304
169.21739130434784,4.906698033623754
171.6521739130435,4.920421739517385
174.08695652173915,4.934034637315459
176.52173913043478,4.9475218526043205
178.95652173913044,4.9608820293076885
181.3913043478261,4.97410492622468
183.82608695652175,4.987161927911086
186.2608695652174,5.000039775534676
188.69565217391306,5.012751398072981
191.13043478260872,5.02531275381434
193.56521739130437,5.037730899220574
196.0,5.050041015662216
198.43478260869566,5.062252889025684
200.8695652173913,5.074385989426829
203.30434782608697,5.086446234876933
205.73913043478262,5.098421014511355
208.17391304347828,5.110301862402166
210.60869565217394,5.122104444093588
213.0434782608696,5.13384128773893
215.47826086956522,5.145504383000899
217.91304347826087,5.157084207527272
220.34782608695653,5.168578754711435
222.7826086956522,5.179994909534132
225.21739130434784,5.191325970672318
227.6521739130435,5.202555266671057
230.08695652173915,5.213635711233307
232.5217391304348,5.224560850098507
234.95652173913044,5.235353135211613
237.3913043478261,5.246022337807447
239.82608695652175,5.256613427241683
242.2608695652174,5.2671466395339115
244.69565217391306,5.277620156354861
247.13043478260872,5.288097315272569
249.56521739130437,5.298605558592003
252.00000000000003,5.309140622352883
254.43478260869566,5.319711838976555
256.8695652173913,5.330311328098733
259.304347826087,5.340922659468856
261.7391304347826,5.351498039813189
264.17391304347825,5.362017869237394
266.60869565217394,5.372503224352174
269.04347826086956,5.3829286264798375
271.47826086956525,5.393250868641075
273.9130434782609,5.403455118538738
276.34782608695656,5.413527508679707
278.7826086956522,5.423443420076453
281.21739130434787,5.43315735735871
283.6521739130435,5.442622579882946
286.0869565217391,5.451796322657062
288.5217391304348,5.460636015289447
290.95652173913044,5.4691066416090175
293.3913043478261,5.477114128733732
295.82608695652175,5.484526599684083
298.26086956521743,5.4911904903308075
300.69565217391306,5.4969246856898994
303.1304347826087,5.501512522875379
305.5652173913044,5.504679311232692
308.0,5.506012995807148
310.4347826086957,5.5050433670639745
312.8695652173913,5.501214510866576
315.304347826087,5.493858203553236
317.7391304347826,5.482226252948653
320.1739130434783,5.46563905198977
322.60869565217394,5.44345418424533
325.04347826086956,5.415250027524404
327.47826086956525,5.381103560885663
329.9130434782609,5.341664677404979
332.34782608695656,5.2982067629946545
334.7826086956522,5.252665891505602
337.21739130434787,5.207518234899504
339.6521739130435,5.165258329279784
342.0869565217391,5.127947151502997
344.5217391304348,5.096865148857278
346.95652173913044,5.072289031883807
349.3913043478261,5.05371364245068
351.82608695652175,5.0401641592875235
354.26086956521743,5.030520270301537
356.69565217391306,5.0237346965607035
359.13043478260875,5.018956071368164
361.5652173913044,5.015560315491636
364.0,5.013123840730755
366.4347826086957,5.011352499524637
368.8695652173913,5.010023049954772
371.304347826087,5.0089872460451295
373.7391304347826,5.008160609465365
376.1739130434783,5.007496289130684
378.60869565217394,5.006962189198531
381.04347826086956,5.006532679830622
383.47826086956525,5.006186750297039
385.9130434782609,5.005898087928478
388.34782608695656,5.005633267407739
390.7826086956522,5.005355979830056
393.21739130434787,5.00503711405534
395.6521739130435,5.0046732827352765
398.0869565217392,5.004288783506134
400.5217391304348,5.003909278814697
402.95652173913044,5.0035445519515855
405.3913043478261,5.003195821827085
407.82608695652175,5.002857538540791
410.26086956521743,5.0025309185557365
412.69565217391306,5.002237004344368
415.13043478260875,5.002004941688911
417.5652173913044,5.001858813885321
420.0,5.001812367288191
422.4347826086957,5.001860818204522
424.8695652173913,5.001980619144515
427.304347826087,5.00214259509762
429.7391304347826,5.002319912324396
432.1739130434783,5.002489272476372
434.60869565217394,5.002635252492431
437.0434782608696,5.002748772482814
439.47826086956525,5.002827071130062
441.9130434782609,5.002875253619211
444.34782608695656,5.002899056603983
446.7826086956522,5.00289451466969
449.21739130434787,5.0028545923613255
451.6521739130435,5.002783096092142
454.0869565217392,5.002697869853349
456.5217391304348,5.002614479466766
458.95652173913044,5.002533936327529
461.3913043478261,5.002445876309919
463.82608695652175,5.0023391428701816
466.26086956521743,5.002209962197548
468.69565217391306,5.00206287127039
471.13043478260875,5.001902709334522
473.5652173913044,5.0017318287761645
476.00000000000006,5.001550815411757
478.4347826086957,5.00135947176581
480.8695652173913,5.001168436291575
483.304347826087,5.001000871877863
485.7391304347826,5.0008764991830095
488.1739130434783,5.000805503445718
490.60869565217394,5.000775253867397
