z,ReStresses
2.4347826086956523,-0.0024655304312046983
7.304347826086957,-0.009470065911301081
12.173913043478262,-0.009440184186369136
17.043478260869566,-0.009443852065222955
21.91304347826087,-0.008997984476126318
26.782608695652176,-0.008466776421126879
31.65217391304348,-0.007856380713843687
36.52173913043478,-0.007249132199232234
41.39130434782609,-0.006647976380942343
46.26086956521739,-0.006055658924877777
51.1304347826087,-0.005482524314835062
56.0,-0.004940123546418866
60.86956521739131,-0.004424047336694755
65.73913043478261,-0.003914847017308832
70.60869565217392,-0.0034276303393679037
75.47826086956522,-0.0029713189280414563
80.34782608695653,-0.0025333405792744216
85.21739130434783,-0.0021128244592276634
90.08695652173914,-0.0017093944823080044
94.95652173913044,-0.0013226663627916024
99.82608695652175,-0.0009550114176516742
104.69565217391305,-0.000600934376320298
109.56521739130436,-0.0002652162020485414
114.43478260869566,5.4419321953419384e-05
119.30434782608697,0.0003552664662731568
124.17391304347827,0.000636688977124281
129.04347826086956,0.000903468844722314
133.91304347826087,0.0011518318065709473
138.7826086956522,0.0013834748404768405
143.6521739130435,0.0016014945731193191
148.52173913043478,0.0017993769580857905
153.3913043478261,0.0019790371176079463
158.2608695652174,0.0021525169407636286
163.13043478260872,0.002316562043759069
168.0,0.00246461057079305
172.8695652173913,0.0026030022900364806
177.73913043478262,0.0027296631725883622
182.60869565217394,0.002844821597682045
187.47826086956522,0.0029505019050038096
192.34782608695653,0.0030499523579246017
197.21739130434784,0.0031392008234636475
202.08695652173915,0.0032129584319310644
206.95652173913044,0.0032732591044074243
211.82608695652175,0.0033265499220996374
216.69565217391306,0.003368681145857666
221.56521739130437,0.003398078337887915
226.43478260869566,0.0034176405206409657
231.30434782608697,0.0034307962127625015
236.17391304347828,0.003433550402077991
241.0434782608696,0.0034244557823330836
245.91304347826087,0.0034021365651475096
250.7826086956522,0.0033637586508676407
255.6521739130435,0.0033131183721608337
260.5217391304348,0.0032492786080027085
265.3913043478261,0.003173115252626985
270.26086956521743,0.0030861394912330368
275.1304347826087,0.0029874523829034176
280.0,0.0028769327196143325
284.8695652173913,0.002750273722412204
289.7391304347826,0.00261066931551797
294.60869565217394,0.0024592161326782956
299.47826086956525,0.002295168258353583
304.34782608695656,0.0021173813895603148
309.21739130434787,0.0019261316547773376
314.0869565217391,0.0017209401082544462
318.95652173913044,0.0015060975929563653
323.82608695652175,0.00128251251204241
328.69565217391306,0.0010540939640140557
333.5652173913044,0.0008282573238055788
338.4347826086957,0.0006129214199370552
343.304347826087,0.00042125518479753084
348.1739130434783,0.00026624311599986964
353.04347826086956,0.00016211411707465473
357.9130434782609,0.00010184655757386242
362.7826086956522,7.088781960744731e-05
367.6521739130435,5.425427340998769e-05
372.5217391304348,4.6208235035221214e-05
377.3913043478261,4.160276734827294e-05
382.26086956521743,3.843974037562747e-05
387.13043478260875,3.606525130941605e-05
392.0,3.430022090290151e-05
396.8695652173913,3.312511937706363e-05
401.7391304347826,3.2170148473445424e-05
406.60869565217394,3.091459306145744e-05
411.47826086956525,2.927041770626947e-05
416.34782608695656,2.7369630331925044e-05
421.21739130434787,2.5388969821677716e-05
426.0869565217392,2.339898787828417e-05
430.95652173913044,2.1418920606994212e-05
435.82608695652175,1.955519604701494e-05
440.69565217391306,1.7847312583872964e-05
445.5652173913044,1.623327633568619e-05
450.4347826086957,1.4656448607214996e-05
455.304347826087,1.3104398033189848e-05
460.1739130434783,1.1516204586784526e-05
465.0434782608696,9.997522994367532e-06
469.9130434782609,8.826997923661601e-06
474.7826086956522,8.277450200233154e-06
479.6521739130435,8.379785239075576e-06
484.5217391304348,8.712100893568149e-06
489.3913043478261,8.830203448161721e-06
494.26086956521743,8.44412623813896e-06
499.13043478260875,7.418580022331479e-06
504.00000000000006,5.806379822662474e-06
508.8695652173913,4.071914413604301e-06
513.7391304347826,2.5967908898683673e-06
518.608695652174,1.4068022378383777e-06
523.4782608695652,3.6370745896578925e-07
528.3478260869565,-4.84763670301576e-07
533.2173913043479,-1.0920508812837566e-06
538.0869565217391,-1.558662000426359e-06
542.9565217391305,-1.911728489253803e-06
547.8260869565217,-2.1947342507293715e-06
552.6956521739131,-2.3983995844096204e-06
557.5652173913044,-2.622989714455625e-06
562.4347826086957,-2.7846874287546123e-06
567.304347826087,-2.6669872416252906e-06
572.1739130434783,-2.1550579125257022e-06
577.0434782608696,-1.2392191941551037e-06
581.9130434782609,-1.9617987148692272e-07
586.7826086956522,8.699777408094816e-07
591.6521739130435,2.0344172261254362e-06
596.5217391304349,3.1904443153004416e-06
601.3913043478261,4.092845845327386e-06
606.2608695652174,4.447794075091346e-06
611.1304347826087,4.220586229485455e-06
616.0,3.761927994910163e-06
620.8695652173914,3.4066205628976253e-06
625.7391304347826,3.2228007396708553e-06
630.608695652174,3.0068892473805016e-06
635.4782608695652,2.687710549973544e-06
640.3478260869566,2.3650484884050367e-06
645.2173913043479,2.267007642210215e-06
650.0869565217391,2.5580638871623145e-06
654.9565217391305,3.4021904379696877e-06
659.8260869565217,4.667216889843561e-06
664.6956521739131,6.048420589099193e-06
669.5652173913044,7.16604442574983e-06
674.4347826086957,7.937431090381828e-06
679.304347826087,8.134455480007374e-06
684.1739130434783,7.539146985861214e-06
689.0434782608696,6.311200927991799e-06
693.9130434782609,4.847372645799665e-06
698.7826086956522,3.529125737929488e-06
703.6521739130435,2.8586244740157405e-06
708.5217391304349,2.9721072438915094e-06
713.3913043478261,3.5444132541268986e-06
718.2608695652175,4.495791592481128e-06
723.1304347826087,5.805053576968553e-06
728.0,7.3169426815824075e-06
732.8695652173914,8.854959954829174e-06
737.7391304347826,1.0191150004423011e-05
742.608695652174,1.1176816682717898e-05
747.4782608695652,1.1651349536824275e-05
752.3478260869566,1.1427077146302024e-05
757.2173913043479,1.0630325059983537e-05
762.0869565217391,9.551170227824511e-06
766.9565217391305,8.555375205604007e-06
771.8260869565217,8.071895740524849e-06
776.6956521739131,8.10895950466364e-06
781.5652173913044,8.507588898505727e-06
786.4347826086957,8.959731887360164e-06
791.304347826087,9.286889210962736e-06
796.1739130434784,9.5217855610797e-06
801.0434782608696,9.66367970339853e-06
805.9130434782609,9.646211879761453e-06
810.7826086956522,9.389557499423466e-06
815.6521739130435,8.888369691727306e-06
820.5217391304349,8.353629086165086e-06
825.3913043478261,7.971270143368287e-06
830.2608695652175,7.902837411181649e-06
835.1304347826087,8.504316784465825e-06
840.0,9.824800478854443e-06
844.8695652173914,1.1399949359694004e-05
849.7391304347826,1.2718555050715682e-05
854.608695652174,1.3441145779406906e-05
859.4782608695652,1.337870260040433e-05
864.3478260869566,1.2975446845111345e-05
869.2173913043479,1.2597272237123488e-05
874.0869565217392,1.2162746338060599e-05
878.9565217391305,1.1246423357501385e-05
883.8260869565217,9.376242797926046e-06
888.6956521739131,6.5063726780435674e-06
893.5652173913044,2.1968147836191585e-06
