a1,a2,x,y,z,velocityx_avg,velocityy_avg,velocityz_avg
1638.0,0.0,2908.0728078915536,2148.7615982463212,90.0,10.04363267512742,5.526540554347573,-0.03282618335266733
1638.0,1.0,2907.5728078915536,2149.6276236501058,90.0,10.047134739970499,5.526846137850917,-0.03381732184683897
1638.0,2.0,2907.0728078915536,2150.4936490538903,90.0,10.05063680481358,5.527151721354262,-0.03480846034101062
1638.0,3.0,2906.5728078915536,2151.3596744576744,90.0,10.054138869656661,5.527457304857606,-0.03579959883518227
1638.0,4.0,2906.0728078915536,2152.225699861459,90.0,10.057640934499743,5.52776288836095,-0.036790737329353916
1638.0,5.0,2905.5728078915536,2153.0917252652434,90.0,10.061142999342824,5.5280684718642945,-0.03778187582352556
1638.0,6.0,2905.0728078915536,2153.957750669028,90.0,10.064645064185903,5.52837405536764,-0.03877301431769721
1638.0,7.0,2904.5728078915536,2154.8237760728125,90.0,10.066529884049594,5.527880053385751,-0.03823698056241889
1638.0,8.0,2904.0728078915536,2155.6898014765966,90.0,10.067721598922114,5.527043371910191,-0.037046444414519014
1638.0,9.0,2903.5728078915536,2156.555826880381,90.0,10.068913313794635,5.5262066904346305,-0.035855908266619135
1638.0,10.0,2903.0728078915536,2157.4218522841657,90.0,10.070105028667154,5.52537000895907,-0.034665372118719257
1638.0,11.0,2902.5728078915536,2158.28787768795,90.0,10.071296743539676,5.52453332748351,-0.03347483597081938
1638.0,12.0,2902.0728078915536,2159.1539030917347,90.0,10.072488458412197,5.523696646007949,-0.0322842998229195
1638.0,13.0,2901.5728078915536,2160.019928495519,90.0,10.0720638206897,5.522428366956886,-0.030824586466765298
1638.0,14.0,2901.0728078915536,2160.8859538993033,90.0,10.069214654074676,5.520512691542568,-0.028961107298229656
1638.0,15.0,2900.5728078915536,2161.751979303088,90.0,10.06636548745965,5.5185970161282505,-0.027097628129694008
1638.0,16.0,2900.0728078915536,2162.6180047068724,90.0,10.063516320844625,5.516681340713934,-0.025234148961158363
1638.0,17.0,2899.5728078915536,2163.4840301106565,90.0,10.060667154229602,5.514765665299616,-0.023370669792622718
1638.0,18.0,2899.0728078915536,2164.350055514441,90.0,10.057817987614577,5.512849989885298,-0.021507190624087073
1638.0,19.0,2898.5728078915536,2165.2160809182255,90.0,10.054707679164668,5.510928413310436,-0.019624050306263605
