            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
          3.3385         1274.21          8.9698      -0.0342142         1.72067        0.102307      0.00614531        -840.399         5.50889       -0.313853       0.0100328         1.86984
         3.33908         1274.31         8.91912       -0.075648         1.72184       0.0991549      0.00544331        -840.323         5.51448       -0.336114       0.0162695         1.86973
         3.33966         1274.24         8.86068        -0.11619         1.72268       0.0969093      0.00472805        -840.201         5.52901       -0.357014       0.0145413         1.86977
         3.34024         1274.13         8.79297       -0.156065         1.72335       0.0950717      0.00406648        -840.084         5.50046       -0.375571       0.0139178          1.8698
         3.34082            1274         8.72643       -0.195091         1.72367       0.0933073      0.00344395         -839.94         5.49194        -0.39394       0.0105485         1.87008
          3.3414         1273.89         8.65647       -0.233784         1.72349       0.0917114      0.00280253        -839.826         5.50895       -0.412124       0.0094295          1.8706
         3.34198         1273.77         8.58404        -0.27201          1.7228       0.0904547      0.00210497        -839.687         5.52832       -0.429614      0.00763445         1.87132
         3.34256         1273.63          8.5087       -0.309576         1.72157       0.0896246      0.00134975        -839.544         5.57668       -0.448847       0.0118301         1.87203
         3.34314          1273.5         8.42741       -0.346418         1.71974        0.089177     0.000550644        -839.414         5.63572       -0.467789       0.0079645          1.8726
         3.34371         1273.37         8.34084       -0.382244         1.71741       0.0889649    -0.000262367        -839.282         5.69871       -0.486129       0.0086871         1.87301
         3.34429         1273.24         8.24739       -0.417137         1.71473       0.0887249     -0.00103383        -839.143         5.74095       -0.503735       0.0116319         1.87327
         3.34487         1273.12         8.14964       -0.451079         1.71173       0.0881595     -0.00171521         -839.03         5.78022       -0.520667      0.00858401         1.87345
         3.34545            1273         8.05197       -0.484148         1.70854        0.086995     -0.00228948        -838.915         5.82568        -0.53844       0.0122801          1.8736
         3.34603         1272.89         7.95078        -0.51644         1.70518         0.08539     -0.00279738        -838.793         5.88309       -0.557323       0.0102747         1.87378
         3.34661         1272.77         7.84853        -0.54766         1.70152       0.0837616     -0.00331246        -838.691         5.95289       -0.578936       0.0131561         1.87404
         3.34719         1272.68         7.74348       -0.578161         1.69745       0.0823023     -0.00386355        -838.606         6.02006       -0.601104       0.0127275         1.87435
         3.34777         1272.61         7.63256       -0.607664         1.69301       0.0809965      -0.0044227        -838.519         6.07902       -0.623404       0.0133293         1.87469
         3.34835          1272.5          7.5184       -0.635761         1.68838        0.079722     -0.00493757        -838.427          6.1214       -0.644711      0.00978823         1.87503
         3.34893          1272.4         7.40127       -0.662608         1.68371       0.0782664     -0.00538496        -838.355         6.14581       -0.665087      0.00851278         1.87531
         3.34951         1272.32         7.28259       -0.688583         1.67911       0.0765097     -0.00576962        -838.287         6.17177       -0.684888      0.00748886         1.87546
         3.35009         1272.23         7.16333       -0.713427         1.67458       0.0746327     -0.00612127        -838.218         6.20078       -0.705878      0.00672413         1.87553
         3.35067         1272.17         7.04358       -0.737236         1.67006       0.0729797     -0.00648804        -838.152         6.24213       -0.728918      0.00421116          1.8756
         3.35125         1272.12         6.92031       -0.759793         1.66557       0.0717775     -0.00691135        -838.114         6.28207       -0.752772       0.0146417         1.87573
         3.35183         1272.06         6.79309       -0.780955          1.6612       0.0711385     -0.00741018        -838.067         6.30603       -0.775152      0.00528486         1.87594
         3.35241            1272           6.666        -0.80114         1.65722       0.0710917     -0.00797896        -838.009         6.30724       -0.795387       0.0076839         1.87625
         3.35299         1271.95         6.53429       -0.819867         1.65378       0.0715745     -0.00859617        -837.975         6.31897        -0.81702      0.00954373         1.87668
         3.35357          1271.9         6.39748       -0.837161          1.6508        0.072405      -0.0092457        -837.927         6.31066       -0.837115      0.00743672         1.87723
         3.35415         1271.84         6.25965       -0.853322         1.64813       0.0734613     -0.00992018        -837.887         6.29849       -0.858614       0.0047202         1.87775
         3.35473         1271.78         6.12013       -0.868547          1.6457       0.0745971      -0.0106144        -837.853         6.27638       -0.880256      0.00283636         1.87807
          3.3553         1271.74         5.97448       -0.882375         1.64353       0.0758197      -0.0113544        -837.819         6.24484       -0.900641      0.00577684         1.87804
         3.35588         1271.67         5.82334       -0.894439          1.6416       0.0771768       -0.012132        -837.772          6.1935       -0.918882      0.00773728         1.87768
         3.35646         1271.61         5.66699       -0.904788          1.6398       0.0785795      -0.0128997        -837.749         6.13297       -0.935731      0.00902258          1.8773
         3.35704         1271.56         5.50832       -0.913866         1.63813       0.0798085      -0.0135915        -837.724         6.06914        -0.95215      0.00999805         1.87751
         3.35762         1271.53         5.34806       -0.921682         1.63657       0.0806753       -0.014193          -837.7         5.99149        -0.96708      0.00988974         1.87913
