Time,GenPwr,RotTorq,RotSpeed,RotThrust,B1RootMxr,B1RootMyr,B1TipTDxr,BldPitch1
49.666,3937.0,3311.0,12.18,650.1,-2368000.0,8402000.0,4.283,1.979
49.6694,3938.0,3313.0,12.18,650.1,-2366000.0,8407000.0,4.286,1.982
49.6729,3938.0,3314.0,12.18,650.0,-2364000.0,8411000.0,4.29,1.985
49.6763,3939.0,3316.0,12.18,649.9,-2363000.0,8415000.0,4.293,1.987
49.6798,3939.0,3317.0,12.18,649.9,-2361000.0,8419000.0,4.296,1.99
49.6832,3940.0,3318.0,12.18,649.8,-2359000.0,8423000.0,4.3,1.993
49.6866,3940.0,3320.0,12.18,649.7,-2357000.0,8427000.0,4.303,1.996
49.6901,3941.0,3321.0,12.18,649.6,-2355000.0,8430000.0,4.306,1.998
49.6935,3941.0,3322.0,12.18,649.5,-2353000.0,8433000.0,4.31,2.001
49.697,3942.0,3323.0,12.18,649.4,-2351000.0,8435000.0,4.313,2.004
49.7004,3943.0,3324.0,12.18,649.3,-2348000.0,8438000.0,4.316,2.007
49.7039,3943.0,3326.0,12.18,649.2,-2346000.0,8440000.0,4.319,2.01
49.7073,3944.0,3327.0,12.18,649.1,-2344000.0,8442000.0,4.323,2.013
49.7107,3944.0,3328.0,12.18,648.9,-2341000.0,8443000.0,4.326,2.015
49.7142,3945.0,3328.0,12.18,648.8,-2339000.0,8444000.0,4.329,2.018
49.7176,3945.0,3329.0,12.18,648.6,-2336000.0,8445000.0,4.332,2.021
49.7211,3946.0,3330.0,12.18,648.4,-2333000.0,8446000.0,4.335,2.024
49.7245,3946.0,3331.0,12.18,648.3,-2331000.0,8446000.0,4.338,2.027
49.728,3947.0,3331.0,12.18,648.1,-2328000.0,8446000.0,4.341,2.03
49.7314,3948.0,3332.0,12.18,647.9,-2325000.0,8446000.0,4.344,2.033
49.7348,3948.0,3333.0,12.18,647.6,-2323000.0,8446000.0,4.347,2.036
49.7383,3949.0,3333.0,12.18,647.4,-2320000.0,8445000.0,4.35,2.039
49.7417,3949.0,3333.0,12.18,647.2,-2317000.0,8444000.0,4.352,2.042
49.7452,3950.0,3334.0,12.18,646.9,-2314000.0,8442000.0,4.355,2.045
49.7486,3950.0,3334.0,12.18,646.6,-2312000.0,8441000.0,4.358,2.048
49.7521,3951.0,3334.0,12.18,646.3,-2309000.0,8439000.0,4.36,2.051
49.7555,3952.0,3334.0,12.18,646.0,-2306000.0,8436000.0,4.363,2.054
49.759,3952.0,3334.0,12.18,645.7,-2303000.0,8434000.0,4.365,2.057
49.7624,3953.0,3334.0,12.18,645.4,-2300000.0,8431000.0,4.368,2.06
49.7658,3953.0,3334.0,12.18,645.0,-2298000.0,8428000.0,4.37,2.063
49.7693,3954.0,3334.0,12.18,644.7,-2295000.0,8424000.0,4.373,2.067
49.7727,3955.0,3334.0,12.18,644.3,-2292000.0,8420000.0,4.375,2.07
49.7762,3955.0,3334.0,12.18,643.9,-2289000.0,8416000.0,4.377,2.073
49.7796,3956.0,3333.0,12.18,643.6,-2286000.0,8412000.0,4.379,2.076
49.7831,3956.0,3333.0,12.18,643.2,-2283000.0,8407000.0,4.381,2.079
49.7865,3957.0,3333.0,12.18,642.7,-2280000.0,8403000.0,4.383,2.083
49.7899,3958.0,3332.0,12.18,642.3,-2277000.0,8398000.0,4.385,2.086
49.7934,3958.0,3331.0,12.18,641.9,-2273000.0,8392000.0,4.387,2.089
49.7968,3959.0,3331.0,12.18,641.5,-2270000.0,8387000.0,4.389,2.092
49.8003,3959.0,3330.0,12.18,641.0,-2267000.0,8381000.0,4.39,2.096
49.8037,3960.0,3329.0,12.18,640.6,-2264000.0,8375000.0,4.392,2.099
49.8072,3961.0,3328.0,12.18,640.1,-2261000.0,8369000.0,4.393,2.102
49.8106,3961.0,3327.0,12.18,639.6,-2257000.0,8363000.0,4.395,2.105
49.814,3962.0,3326.0,12.18,639.1,-2254000.0,8357000.0,4.396,2.109
49.8175,3962.0,3325.0,12.18,638.7,-2251000.0,8350000.0,4.397,2.112
49.8209,3963.0,3323.0,12.18,638.2,-2248000.0,8343000.0,4.399,2.115
49.8244,3963.0,3322.0,12.18,637.7,-2244000.0,8337000.0,4.4,2.119
49.8278,3964.0,3320.0,12.18,637.2,-2241000.0,8330000.0,4.401,2.122
49.8313,3965.0,3319.0,12.18,636.7,-2237000.0,8323000.0,4.402,2.125
49.8347,3965.0,3317.0,12.18,636.2,-2234000.0,8317000.0,4.403,2.129
49.8382,3966.0,3315.0,12.18,635.7,-2231000.0,8310000.0,4.403,2.132
49.8416,3966.0,3313.0,12.18,635.2,-2227000.0,8303000.0,4.404,2.135
49.845,3967.0,3311.0,12.18,634.7,-2224000.0,8296000.0,4.405,2.139
49.8485,3967.0,3309.0,12.18,634.2,-2220000.0,8289000.0,4.405,2.142
49.8519,3968.0,3307.0,12.18,633.7,-2217000.0,8282000.0,4.406,2.145
49.8554,3968.0,3304.0,12.18,633.2,-2213000.0,8276000.0,4.406,2.149
49.8588,3969.0,3302.0,12.18,632.8,-2209000.0,8269000.0,4.407,2.152
49.8623,3970.0,3300.0,12.18,632.3,-2206000.0,8262000.0,4.407,2.155
49.8657,3970.0,3297.0,12.18,631.9,-2202000.0,8256000.0,4.407,2.158
49.8691,3971.0,3295.0,12.18,631.4,-2198000.0,8250000.0,4.407,2.162
49.8726,3971.0,3293.0,12.18,631.0,-2194000.0,8243000.0,4.407,2.165
49.876,3972.0,3290.0,12.18,630.6,-2190000.0,8237000.0,4.407,2.168
49.8795,3972.0,3288.0,12.18,630.1,-2186000.0,8231000.0,4.407,2.172
49.8829,3973.0,3285.0,12.18,629.7,-2181000.0,8225000.0,4.407,2.175
49.8864,3973.0,3283.0,12.18,629.3,-2177000.0,8219000.0,4.406,2.178
49.8898,3974.0,3280.0,12.18,629.0,-2172000.0,8214000.0,4.406,2.181
49.8933,3974.0,3278.0,12.18,628.6,-2167000.0,8208000.0,4.406,2.184
49.8967,3975.0,3276.0,12.18,628.2,-2162000.0,8203000.0,4.405,2.188
49.9001,3975.0,3273.0,12.18,627.9,-2157000.0,8198000.0,4.404,2.191
49.9036,3975.0,3271.0,12.18,627.5,-2152000.0,8193000.0,4.404,2.194
49.907,3976.0,3269.0,12.18,627.2,-2146000.0,8188000.0,4.403,2.197
49.9105,3976.0,3267.0,12.18,626.9,-2140000.0,8183000.0,4.402,2.2
49.9139,3977.0,3265.0,12.18,626.6,-2135000.0,8178000.0,4.401,2.203
49.9174,3977.0,3263.0,12.18,626.2,-2128000.0,8174000.0,4.4,2.206
49.9208,3978.0,3261.0,12.18,625.9,-2122000.0,8170000.0,4.399,2.209
49.9242,3978.0,3259.0,12.18,625.7,-2115000.0,8165000.0,4.398,2.212
49.9277,3978.0,3257.0,12.18,625.4,-2109000.0,8161000.0,4.397,2.215
49.9311,3979.0,3255.0,12.18,625.1,-2101000.0,8157000.0,4.396,2.218
49.9346,3979.0,3254.0,12.18,624.8,-2094000.0,8153000.0,4.394,2.221
49.938,3980.0,3252.0,12.18,624.6,-2087000.0,8150000.0,4.393,2.224
49.9415,3980.0,3251.0,12.18,624.3,-2079000.0,8146000.0,4.391,2.227
49.9449,3980.0,3250.0,12.18,624.1,-2071000.0,8142000.0,4.39,2.229
49.9483,3981.0,3249.0,12.18,623.9,-2063000.0,8139000.0,4.388,2.232
49.9518,3981.0,3247.0,12.18,623.6,-2055000.0,8135000.0,4.386,2.235
49.9552,3982.0,3247.0,12.18,623.4,-2046000.0,8132000.0,4.384,2.238
49.9587,3982.0,3246.0,12.18,623.2,-2037000.0,8129000.0,4.382,2.24
49.9621,3982.0,3245.0,12.18,623.0,-2028000.0,8125000.0,4.38,2.243
49.9656,3983.0,3245.0,12.18,622.8,-2019000.0,8122000.0,4.378,2.245
49.969,3983.0,3244.0,12.18,622.7,-2010000.0,8119000.0,4.376,2.248
49.9725,3983.0,3244.0,12.18,622.5,-2000000.0,8116000.0,4.374,2.25
49.9759,3984.0,3244.0,12.18,622.3,-1990000.0,8113000.0,4.372,2.253
49.9793,3984.0,3244.0,12.18,622.2,-1980000.0,8110000.0,4.369,2.255
49.9828,3984.0,3244.0,12.18,622.0,-1970000.0,8107000.0,4.367,2.258
49.9862,3985.0,3244.0,12.18,621.9,-1959000.0,8104000.0,4.365,2.26
49.9897,3985.0,3245.0,12.18,621.7,-1949000.0,8101000.0,4.362,2.262
49.9931,3985.0,3245.0,12.18,621.6,-1938000.0,8098000.0,4.36,2.265
49.9966,3986.0,3246.0,12.18,621.5,-1927000.0,8095000.0,4.357,2.267
50.0,3986.0,3247.0,12.18,621.4,-1916000.0,8092000.0,4.354,2.269
50.0034,3986.0,3248.0,12.18,621.3,-1905000.0,8090000.0,4.352,2.271
50.0069,3987.0,3249.0,12.18,621.2,-1893000.0,8087000.0,4.349,2.273
50.0103,3987.0,3251.0,12.18,621.1,-1881000.0,8084000.0,4.346,2.275
50.0138,3987.0,3252.0,12.18,621.0,-1869000.0,8081000.0,4.344,2.278
50.0172,3988.0,3254.0,12.18,620.9,-1857000.0,8079000.0,4.341,2.28
50.0207,3988.0,3256.0,12.18,620.8,-1845000.0,8076000.0,4.338,2.282
50.0241,3988.0,3258.0,12.18,620.8,-1833000.0,8073000.0,4.335,2.284
50.0275,3989.0,3260.0,12.18,620.7,-1820000.0,8071000.0,4.332,2.285
50.031,3989.0,3262.0,12.18,620.7,-1807000.0,8068000.0,4.329,2.287
50.0344,3989.0,3265.0,12.18,620.6,-1795000.0,8066000.0,4.326,2.289
50.0379,3990.0,3267.0,12.18,620.6,-1782000.0,8064000.0,4.323,2.291
50.0413,3990.0,3270.0,12.18,620.6,-1769000.0,8061000.0,4.32,2.293
50.0448,3990.0,3273.0,12.18,620.6,-1755000.0,8059000.0,4.317,2.295
50.0482,3991.0,3276.0,12.18,620.6,-1742000.0,8057000.0,4.314,2.296
50.0517,3991.0,3279.0,12.18,620.6,-1729000.0,8054000.0,4.311,2.298
50.0551,3992.0,3282.0,12.18,620.6,-1715000.0,8052000.0,4.308,2.3
50.0585,3992.0,3286.0,12.18,620.6,-1701000.0,8050000.0,4.305,2.302
50.062,3992.0,3289.0,12.18,620.7,-1688000.0,8048000.0,4.302,2.303
50.0654,3993.0,3292.0,12.18,620.7,-1674000.0,8046000.0,4.298,2.305
50.0689,3993.0,3296.0,12.18,620.8,-1660000.0,8044000.0,4.295,2.307
50.0723,3994.0,3300.0,12.18,620.8,-1646000.0,8042000.0,4.292,2.308
50.0758,3994.0,3303.0,12.18,620.9,-1633000.0,8040000.0,4.289,2.31
50.0792,3995.0,3307.0,12.18,621.0,-1619000.0,8038000.0,4.286,2.312
50.0826,3996.0,3311.0,12.18,621.1,-1605000.0,8036000.0,4.283,2.313
50.0861,3996.0,3314.0,12.18,621.2,-1591000.0,8034000.0,4.28,2.315
50.0895,3997.0,3318.0,12.18,621.3,-1577000.0,8032000.0,4.277,2.316
50.093,3997.0,3322.0,12.18,621.4,-1563000.0,8030000.0,4.274,2.318
50.0964,3998.0,3326.0,12.18,621.5,-1549000.0,8028000.0,4.271,2.32
50.0999,3999.0,3329.0,12.18,621.6,-1535000.0,8027000.0,4.268,2.321
50.1033,3999.0,3333.0,12.18,621.7,-1521000.0,8025000.0,4.265,2.323
50.1067,4000.0,3336.0,12.18,621.8,-1507000.0,8023000.0,4.262,2.324
50.1102,4001.0,3340.0,12.18,621.9,-1493000.0,8021000.0,4.259,2.326
50.1136,4001.0,3343.0,12.18,622.0,-1479000.0,8019000.0,4.257,2.328
50.1171,4002.0,3346.0,12.18,622.2,-1465000.0,8016000.0,4.254,2.329
50.1205,4002.0,3350.0,12.18,622.3,-1451000.0,8014000.0,4.251,2.331
50.124,4003.0,3353.0,12.18,622.4,-1437000.0,8012000.0,4.248,2.333
50.1274,4004.0,3356.0,12.18,622.5,-1423000.0,8010000.0,4.245,2.334
50.1309,4005.0,3358.0,12.18,622.6,-1410000.0,8007000.0,4.243,2.336
50.1343,4005.0,3361.0,12.18,622.6,-1396000.0,8004000.0,4.24,2.338
50.1377,4006.0,3363.0,12.18,622.7,-1382000.0,8002000.0,4.237,2.339
50.1412,4007.0,3366.0,12.18,622.8,-1368000.0,7999000.0,4.235,2.341
50.1446,4007.0,3368.0,12.18,622.9,-1354000.0,7996000.0,4.232,2.343
50.1481,4008.0,3370.0,12.18,623.0,-1340000.0,7993000.0,4.229,2.344
50.1515,4009.0,3372.0,12.18,623.0,-1326000.0,7990000.0,4.227,2.346
50.155,4009.0,3374.0,12.18,623.1,-1312000.0,7986000.0,4.224,2.348
50.1584,4010.0,3375.0,12.18,623.2,-1298000.0,7983000.0,4.222,2.35
50.1618,4011.0,3377.0,12.18,623.2,-1284000.0,7979000.0,4.219,2.352
50.1653,4012.0,3378.0,12.18,623.3,-1270000.0,7975000.0,4.217,2.353
50.1687,4012.0,3379.0,12.18,623.4,-1257000.0,7971000.0,4.215,2.355
50.1722,4013.0,3380.0,12.18,623.4,-1243000.0,7967000.0,4.212,2.357
50.1756,4014.0,3381.0,12.18,623.5,-1229000.0,7963000.0,4.21,2.359
50.1791,4014.0,3382.0,12.18,623.5,-1215000.0,7958000.0,4.208,2.361
50.1825,4015.0,3383.0,12.18,623.6,-1201000.0,7954000.0,4.205,2.363
50.186,4016.0,3383.0,12.18,623.6,-1187000.0,7949000.0,4.203,2.365
50.1894,4017.0,3384.0,12.18,623.7,-1173000.0,7944000.0,4.201,2.367
50.1928,4017.0,3384.0,12.18,623.8,-1159000.0,7939000.0,4.199,2.369
50.1963,4018.0,3384.0,12.18,623.8,-1145000.0,7933000.0,4.197,2.371
50.1997,4019.0,3384.0,12.18,623.9,-1131000.0,7928000.0,4.195,2.373
50.2032,4020.0,3384.0,12.18,623.9,-1117000.0,7922000.0,4.193,2.375
50.2066,4020.0,3384.0,12.18,624.0,-1103000.0,7917000.0,4.191,2.377
50.2101,4021.0,3384.0,12.18,624.1,-1089000.0,7911000.0,4.189,2.379
50.2135,4022.0,3384.0,12.18,624.1,-1075000.0,7905000.0,4.187,2.381
50.2169,4023.0,3384.0,12.18,624.2,-1061000.0,7899000.0,4.185,2.383
50.2204,4023.0,3384.0,12.18,624.3,-1047000.0,7893000.0,4.183,2.385
50.2238,4024.0,3384.0,12.18,624.4,-1033000.0,7887000.0,4.181,2.388
50.2273,4025.0,3383.0,12.18,624.5,-1019000.0,7880000.0,4.179,2.39
50.2307,4026.0,3383.0,12.18,624.6,-1005000.0,7874000.0,4.177,2.392
50.2342,4026.0,3383.0,12.18,624.7,-990800.0,7867000.0,4.176,2.394
50.2376,4027.0,3382.0,12.18,624.8,-976500.0,7861000.0,4.174,2.396
50.241,4028.0,3382.0,12.18,624.9,-962200.0,7854000.0,4.172,2.399
50.2445,4029.0,3381.0,12.18,625.0,-947900.0,7848000.0,4.171,2.401
50.2479,4029.0,3381.0,12.18,625.1,-933500.0,7841000.0,4.169,2.403
50.2514,4030.0,3380.0,12.18,625.2,-919000.0,7835000.0,4.167,2.405
50.2548,4031.0,3380.0,12.18,625.3,-904400.0,7828000.0,4.166,2.408
50.2583,4032.0,3379.0,12.18,625.4,-889800.0,7821000.0,4.164,2.41
50.2617,4032.0,3379.0,12.18,625.5,-875200.0,7815000.0,4.163,2.412
50.2652,4033.0,3378.0,12.18,625.6,-860500.0,7808000.0,4.161,2.414
50.2686,4034.0,3378.0,12.18,625.6,-845700.0,7802000.0,4.16,2.417
50.272,4034.0,3377.0,12.18,625.7,-830800.0,7795000.0,4.158,2.419
50.2755,4035.0,3377.0,12.18,625.7,-815900.0,7789000.0,4.157,2.421
50.2789,4036.0,3377.0,12.18,625.7,-801000.0,7782000.0,4.155,2.424
50.2824,4037.0,3376.0,12.18,625.8,-786000.0,7776000.0,4.154,2.426
50.2858,4037.0,3376.0,12.18,625.8,-770900.0,7769000.0,4.152,2.429
50.2893,4038.0,3375.0,12.18,625.8,-755800.0,7763000.0,4.151,2.431
50.2927,4039.0,3375.0,12.18,625.7,-740700.0,7757000.0,4.15,2.433
50.2961,4040.0,3374.0,12.18,625.7,-725600.0,7751000.0,4.148,2.436
50.2996,4040.0,3374.0,12.18,625.7,-710400.0,7745000.0,4.147,2.438
50.303,4041.0,3374.0,12.18,625.7,-695300.0,7739000.0,4.146,2.44
50.3065,4042.0,3373.0,12.18,625.6,-680100.0,7733000.0,4.144,2.443
50.3099,4043.0,3373.0,12.18,625.6,-665000.0,7727000.0,4.143,2.445
50.3134,4043.0,3373.0,12.18,625.6,-649900.0,7721000.0,4.142,2.448
50.3168,4044.0,3372.0,12.18,625.6,-634700.0,7716000.0,4.14,2.45
50.3202,4045.0,3372.0,12.18,625.6,-619700.0,7710000.0,4.139,2.452
50.3237,4045.0,3372.0,12.18,625.6,-604600.0,7704000.0,4.138,2.455
50.3271,4046.0,3372.0,12.18,625.5,-589600.0,7699000.0,4.136,2.457
50.3306,4047.0,3372.0,12.18,625.5,-574700.0,7694000.0,4.135,2.46
50.334,4048.0,3372.0,12.18,625.5,-559800.0,7689000.0,4.134,2.462
50.3375,4048.0,3372.0,12.18,625.5,-545000.0,7683000.0,4.132,2.465
50.3409,4049.0,3372.0,12.18,625.5,-530300.0,7678000.0,4.131,2.467
50.3444,4050.0,3372.0,12.18,625.5,-515600.0,7673000.0,4.13,2.469
50.3478,4050.0,3372.0,12.18,625.5,-501100.0,7669000.0,4.128,2.472
50.3512,4051.0,3373.0,12.18,625.5,-486600.0,7664000.0,4.127,2.474
50.3547,4052.0,3373.0,12.18,625.5,-472200.0,7659000.0,4.126,2.477
50.3581,4053.0,3373.0,12.18,625.5,-458000.0,7655000.0,4.124,2.479
50.3616,4053.0,3374.0,12.18,625.5,-443800.0,7650000.0,4.123,2.481
50.365,4054.0,3374.0,12.18,625.5,-429700.0,7646000.0,4.121,2.484
50.3685,4055.0,3374.0,12.18,625.5,-415800.0,7642000.0,4.12,2.486
50.3719,4055.0,3375.0,12.18,625.4,-401900.0,7637000.0,4.118,2.489
50.3753,4056.0,3375.0,12.18,625.4,-388200.0,7633000.0,4.117,2.491
50.3788,4057.0,3376.0,12.18,625.4,-374600.0,7630000.0,4.116,2.494
50.3822,4058.0,3377.0,12.18,625.4,-361100.0,7626000.0,4.114,2.496
50.3857,4058.0,3377.0,12.19,625.3,-347800.0,7622000.0,4.113,2.498
50.3891,4059.0,3378.0,12.19,625.3,-334600.0,7618000.0,4.111,2.501
50.3926,4060.0,3378.0,12.19,625.2,-321400.0,7615000.0,4.109,2.503
50.396,4061.0,3379.0,12.19,625.1,-308500.0,7612000.0,4.108,2.506
50.3994,4061.0,3380.0,12.19,625.1,-295600.0,7608000.0,4.106,2.508
50.4029,4062.0,3380.0,12.19,625.0,-282800.0,7605000.0,4.105,2.51
50.4063,4063.0,3381.0,12.19,624.9,-270200.0,7602000.0,4.103,2.513
50.4098,4063.0,3381.0,12.19,624.8,-257700.0,7600000.0,4.102,2.515
50.4132,4064.0,3382.0,12.19,624.6,-245400.0,7597000.0,4.1,2.518
50.4167,4065.0,3382.0,12.19,624.5,-233100.0,7594000.0,4.098,2.52
50.4201,4066.0,3382.0,12.19,624.3,-221000.0,7592000.0,4.097,2.522
50.4236,4066.0,3383.0,12.18,624.1,-208900.0,7590000.0,4.095,2.525
50.427,4067.0,3383.0,12.18,623.9,-197000.0,7587000.0,4.093,2.527
50.4304,4068.0,3383.0,12.18,623.7,-185300.0,7585000.0,4.092,2.53
50.4339,4069.0,3383.0,12.18,623.5,-173600.0,7584000.0,4.09,2.532
50.4373,4069.0,3383.0,12.18,623.3,-162000.0,7582000.0,4.088,2.534
50.4408,4070.0,3383.0,12.18,623.0,-150500.0,7580000.0,4.086,2.537
50.4442,4071.0,3383.0,12.18,622.8,-139200.0,7579000.0,4.085,2.539
50.4477,4071.0,3383.0,12.18,622.5,-127900.0,7577000.0,4.083,2.542
50.4511,4072.0,3382.0,12.18,622.2,-116700.0,7576000.0,4.081,2.544
50.4545,4073.0,3382.0,12.18,622.0,-105600.0,7575000.0,4.079,2.546
50.458,4074.0,3381.0,12.18,621.7,-94570.0,7574000.0,4.078,2.549
50.4614,4074.0,3381.0,12.18,621.4,-83600.0,7573000.0,4.076,2.551
50.4649,4075.0,3380.0,12.18,621.1,-72690.0,7572000.0,4.074,2.553
50.4683,4076.0,3379.0,12.18,620.8,-61830.0,7572000.0,4.072,2.556
50.4718,4076.0,3378.0,12.18,620.5,-51010.0,7571000.0,4.071,2.558
50.4752,4077.0,3377.0,12.18,620.2,-40240.0,7571000.0,4.069,2.561
50.4787,4078.0,3376.0,12.18,619.9,-29490.0,7570000.0,4.067,2.563
50.4821,4079.0,3375.0,12.18,619.5,-18770.0,7570000.0,4.065,2.565
50.4855,4079.0,3374.0,12.18,619.2,-8069.0,7570000.0,4.064,2.568
50.489,4080.0,3373.0,12.18,618.9,2622.0,7570000.0,4.062,2.57
50.4924,4081.0,3372.0,12.18,618.5,13310.0,7570000.0,4.06,2.572
50.4959,4081.0,3370.0,12.18,618.2,23990.0,7570000.0,4.058,2.574
50.4993,4082.0,3369.0,12.18,617.8,34690.0,7570000.0,4.057,2.577
50.5028,4083.0,3367.0,12.18,617.5,45390.0,7570000.0,4.055,2.579
50.5062,4083.0,3366.0,12.18,617.1,56120.0,7571000.0,4.053,2.581
50.5096,4084.0,3364.0,12.18,616.8,66870.0,7571000.0,4.051,2.583
50.5131,4085.0,3363.0,12.18,616.5,77640.0,7571000.0,4.05,2.586
50.5165,4085.0,3361.0,12.18,616.1,88450.0,7571000.0,4.048,2.588
50.52,4086.0,3360.0,12.18,615.8,99300.0,7572000.0,4.046,2.59
50.5234,4087.0,3359.0,12.18,615.5,110200.0,7572000.0,4.044,2.592
50.5269,4087.0,3357.0,12.18,615.2,121100.0,7572000.0,4.043,2.594
50.5303,4088.0,3356.0,12.18,614.9,132100.0,7573000.0,4.041,2.597
50.5337,4088.0,3354.0,12.18,614.7,143100.0,7573000.0,4.039,2.599
50.5372,4089.0,3353.0,12.18,614.4,154200.0,7573000.0,4.038,2.601
50.5406,4090.0,3352.0,12.18,614.2,165300.0,7574000.0,4.036,2.603
50.5441,4090.0,3350.0,12.18,614.0,176400.0,7574000.0,4.035,2.605
50.5475,4091.0,3349.0,12.18,613.8,187600.0,7574000.0,4.033,2.607
50.551,4091.0,3348.0,12.18,613.6,198900.0,7574000.0,4.031,2.609
50.5544,4092.0,3347.0,12.18,613.5,210200.0,7575000.0,4.03,2.611
50.5579,4093.0,3346.0,12.18,613.3,221600.0,7575000.0,4.028,2.613
50.5613,4093.0,3345.0,12.18,613.2,233000.0,7575000.0,4.027,2.615
50.5647,4094.0,3344.0,12.18,613.1,244500.0,7575000.0,4.025,2.616
50.5682,4094.0,3344.0,12.18,613.0,256000.0,7575000.0,4.024,2.618
50.5716,4095.0,3343.0,12.18,612.8,267500.0,7575000.0,4.022,2.62
50.5751,4095.0,3343.0,12.18,612.7,279100.0,7574000.0,4.021,2.622
50.5785,4096.0,3342.0,12.18,612.6,290800.0,7574000.0,4.019,2.624
50.582,4097.0,3342.0,12.17,612.5,302500.0,7574000.0,4.018,2.625
50.5854,4097.0,3342.0,12.17,612.4,314300.0,7574000.0,4.016,2.627
50.5888,4098.0,3342.0,12.17,612.3,326100.0,7573000.0,4.015,2.629
50.5923,4098.0,3342.0,12.17,612.2,337900.0,7573000.0,4.014,2.63
50.5957,4099.0,3342.0,12.17,612.1,349800.0,7572000.0,4.012,2.632
50.5992,4099.0,3343.0,12.18,611.9,361800.0,7572000.0,4.011,2.633
50.6026,4100.0,3344.0,12.18,611.8,373700.0,7571000.0,4.01,2.635
50.6061,4100.0,3344.0,12.18,611.7,385700.0,7570000.0,4.008,2.636
50.6095,4101.0,3345.0,12.18,611.6,397800.0,7569000.0,4.007,2.638
50.6129,4101.0,3346.0,12.18,611.5,409900.0,7569000.0,4.006,2.639
50.6164,4102.0,3348.0,12.18,611.5,422000.0,7568000.0,4.005,2.641
50.6198,4102.0,3349.0,12.18,611.4,434100.0,7567000.0,4.003,2.642
50.6233,4103.0,3351.0,12.18,611.3,446300.0,7566000.0,4.002,2.643
50.6267,4104.0,3353.0,12.18,611.3,458500.0,7565000.0,4.001,2.645
50.6302,4104.0,3355.0,12.18,611.3,470700.0,7564000.0,4.0,2.646
50.6336,4105.0,3357.0,12.18,611.2,482900.0,7563000.0,3.999,2.647
50.6371,4105.0,3359.0,12.18,611.2,495100.0,7562000.0,3.998,2.649
50.6405,4106.0,3361.0,12.18,611.2,507300.0,7561000.0,3.997,2.65
50.6439,4106.0,3364.0,12.18,611.2,519600.0,7559000.0,3.996,2.651
50.6474,4107.0,3367.0,12.18,611.3,531800.0,7558000.0,3.995,2.652
50.6508,4107.0,3370.0,12.18,611.3,544100.0,7557000.0,3.994,2.653
50.6543,4108.0,3373.0,12.18,611.3,556400.0,7556000.0,3.993,2.654
50.6577,4108.0,3376.0,12.18,611.3,568600.0,7554000.0,3.993,2.656
50.6612,4109.0,3379.0,12.18,611.4,580900.0,7553000.0,3.992,2.657
50.6646,4109.0,3383.0,12.18,611.4,593200.0,7551000.0,3.991,2.658
50.668,4110.0,3386.0,12.18,611.5,605500.0,7550000.0,3.99,2.659
50.6715,4111.0,3390.0,12.18,611.5,617800.0,7549000.0,3.99,2.66
50.6749,4111.0,3394.0,12.18,611.5,630100.0,7547000.0,3.989,2.661
50.6784,4112.0,3398.0,12.18,611.6,642400.0,7546000.0,3.988,2.662
50.6818,4112.0,3402.0,12.18,611.6,654600.0,7544000.0,3.988,2.663
50.6853,4113.0,3406.0,12.18,611.7,666900.0,7543000.0,3.987,2.664
50.6887,4114.0,3410.0,12.18,611.7,679100.0,7541000.0,3.986,2.665
50.6921,4114.0,3414.0,12.18,611.8,691300.0,7540000.0,3.986,2.666
50.6956,4115.0,3418.0,12.18,611.9,703600.0,7538000.0,3.985,2.667
50.699,4115.0,3422.0,12.18,612.0,715800.0,7536000.0,3.985,2.668
50.7025,4116.0,3427.0,12.18,612.1,728000.0,7535000.0,3.984,2.669
50.7059,4117.0,3431.0,12.18,612.3,740200.0,7533000.0,3.984,2.67
50.7094,4117.0,3435.0,12.18,612.4,752400.0,7532000.0,3.983,2.671
50.7128,4118.0,3439.0,12.18,612.6,764600.0,7530000.0,3.983,2.672
50.7163,4119.0,3444.0,12.18,612.8,776800.0,7528000.0,3.982,2.673
50.7197,4119.0,3448.0,12.18,613.0,789100.0,7527000.0,3.982,2.674
50.7231,4120.0,3452.0,12.18,613.2,801300.0,7525000.0,3.982,2.675
50.7266,4121.0,3456.0,12.18,613.4,813600.0,7523000.0,3.981,2.676
50.73,4121.0,3460.0,12.18,613.7,825900.0,7521000.0,3.981,2.677
50.7335,4122.0,3464.0,12.18,613.9,838300.0,7519000.0,3.981,2.679
50.7369,4123.0,3468.0,12.18,614.1,850700.0,7517000.0,3.981,2.68
50.7404,4124.0,3471.0,12.18,614.3,863100.0,7516000.0,3.98,2.681
50.7438,4124.0,3475.0,12.18,614.5,875700.0,7514000.0,3.98,2.682
50.7472,4125.0,3478.0,12.18,614.7,888300.0,7512000.0,3.98,2.683
50.7507,4126.0,3481.0,12.18,614.8,901000.0,7510000.0,3.98,2.685
50.7541,4127.0,3484.0,12.18,614.9,913700.0,7508000.0,3.979,2.686
50.7576,4127.0,3487.0,12.18,615.0,926500.0,7505000.0,3.979,2.687
50.761,4128.0,3490.0,12.18,615.1,939400.0,7503000.0,3.979,2.688
50.7645,4129.0,3492.0,12.18,615.2,952400.0,7501000.0,3.979,2.69
50.7679,4130.0,3495.0,12.18,615.2,965500.0,7499000.0,3.979,2.691
50.7713,4131.0,3497.0,12.18,615.2,978600.0,7497000.0,3.979,2.692
50.7748,4131.0,3499.0,12.18,615.2,991900.0,7495000.0,3.979,2.694
