Time,GenPwr,RotTorq,RotSpeed,RotThrust,B1RootMxr,B1RootMyr,B1TipTDxr,BldPitch1
0.0,5000.0,5.375e-14,12.1,101.3,55.15,914700.0,0.3534,0.0
0.0034,4989.0,17.25,12.09,102.6,9524.0,926500.0,0.3541,0.03443
0.0069,4977.0,45.27,12.09,105.9,21530.0,943000.0,0.3561,0.07746
0.0103,4966.0,83.05,12.1,109.7,30490.0,966100.0,0.3593,0.1205
0.0138,4954.0,127.4,12.1,113.7,39940.0,993700.0,0.3639,0.1635
0.0172,4943.0,178.5,12.09,118.1,55820.0,1025000.0,0.3697,0.2066
0.0207,4931.0,238.9,12.1,123.0,73600.0,1060000.0,0.3768,0.2496
0.0241,4920.0,307.7,12.1,128.5,89520.0,1098000.0,0.3853,0.2926
0.0275,4909.0,381.9,12.09,134.3,106200.0,1139000.0,0.395,0.3357
0.031,4897.0,460.3,12.09,139.9,126900.0,1181000.0,0.4059,0.3787
0.0344,4886.0,543.0,12.08,144.9,151800.0,1221000.0,0.4181,0.4218
0.0379,4875.0,629.8,12.07,148.9,179500.0,1258000.0,0.4315,0.4648
0.0413,4864.0,720.9,12.07,152.0,209700.0,1293000.0,0.4461,0.5078
0.0448,4853.0,816.3,12.06,154.2,242400.0,1326000.0,0.4619,0.5509
0.0482,4843.0,916.6,12.05,155.7,276800.0,1356000.0,0.4787,0.5939
0.0517,4833.0,1022.0,12.05,156.7,312200.0,1384000.0,0.4965,0.6369
0.0551,4822.0,1133.0,12.04,157.3,348100.0,1412000.0,0.5154,0.68
0.0585,4812.0,1247.0,12.04,157.5,384400.0,1439000.0,0.5351,0.723
0.062,4803.0,1365.0,12.03,157.5,421100.0,1465000.0,0.5557,0.766
0.0654,4793.0,1485.0,12.02,157.3,458700.0,1492000.0,0.5771,0.8091
0.0689,4784.0,1608.0,12.02,157.2,497500.0,1519000.0,0.5993,0.8521
0.0723,4775.0,1731.0,12.01,157.2,537700.0,1548000.0,0.6221,0.8951
0.0758,4767.0,1856.0,12.0,157.5,579400.0,1580000.0,0.6456,0.9382
0.0792,4758.0,1983.0,11.99,158.2,622400.0,1614000.0,0.6696,0.9812
0.0826,4750.0,2110.0,11.98,159.3,666400.0,1650000.0,0.6943,1.024
0.0861,4742.0,2240.0,11.97,160.9,711000.0,1689000.0,0.7194,1.067
0.0895,4735.0,2370.0,11.96,162.9,755700.0,1731000.0,0.745,1.11
0.093,4728.0,2502.0,11.96,165.3,800400.0,1775000.0,0.7711,1.153
0.0964,4721.0,2633.0,11.95,168.1,845000.0,1822000.0,0.7977,1.196
0.0999,4715.0,2764.0,11.94,171.2,889600.0,1870000.0,0.8246,1.239
0.1033,4708.0,2895.0,11.93,174.6,934400.0,1919000.0,0.8519,1.282
0.1067,4703.0,3024.0,11.92,178.1,979700.0,1969000.0,0.8795,1.326
0.1102,4697.0,3153.0,11.91,181.6,1025000.0,2020000.0,0.9075,1.369
0.1136,4692.0,3280.0,11.91,185.0,1071000.0,2070000.0,0.9359,1.412
0.1171,4687.0,3407.0,11.9,188.1,1117000.0,2118000.0,0.9645,1.455
0.1205,4683.0,3533.0,11.89,190.8,1163000.0,2166000.0,0.9935,1.498
0.124,4679.0,3658.0,11.88,193.1,1209000.0,2212000.0,1.023,1.541
0.1274,4675.0,3782.0,11.88,195.0,1253000.0,2257000.0,1.052,1.584
0.1309,4671.0,3905.0,11.88,196.5,1297000.0,2300000.0,1.082,1.627
0.1343,4668.0,4027.0,11.87,197.5,1339000.0,2341000.0,1.112,1.67
0.1377,4666.0,4147.0,11.87,198.0,1381000.0,2382000.0,1.142,1.713
0.1412,4663.0,4265.0,11.86,198.3,1423000.0,2423000.0,1.173,1.756
0.1446,4661.0,4380.0,11.86,198.4,1464000.0,2463000.0,1.203,1.799
0.1481,4659.0,4492.0,11.85,198.4,1504000.0,2505000.0,1.234,1.842
0.1515,4658.0,4601.0,11.84,198.4,1544000.0,2548000.0,1.265,1.885
0.155,4657.0,4707.0,11.84,198.8,1583000.0,2593000.0,1.297,1.928
0.1584,4656.0,4809.0,11.83,199.5,1622000.0,2641000.0,1.328,1.971
0.1618,4656.0,4908.0,11.83,200.8,1659000.0,2693000.0,1.36,2.014
0.1653,4655.0,5002.0,11.82,202.7,1695000.0,2748000.0,1.392,2.057
0.1687,4655.0,5092.0,11.81,205.4,1730000.0,2808000.0,1.424,2.1
0.1722,4656.0,5177.0,11.81,208.9,1764000.0,2873000.0,1.456,2.143
0.1756,4656.0,5256.0,11.8,213.1,1796000.0,2942000.0,1.488,2.186
0.1791,4657.0,5330.0,11.79,218.2,1827000.0,3015000.0,1.52,2.229
0.1825,4659.0,5399.0,11.78,224.1,1856000.0,3093000.0,1.553,2.272
0.186,4660.0,5462.0,11.77,230.6,1885000.0,3175000.0,1.586,2.315
0.1894,4662.0,5520.0,11.77,237.8,1912000.0,3260000.0,1.619,2.358
0.1928,4663.0,5572.0,11.76,245.5,1938000.0,3349000.0,1.652,2.401
0.1963,4665.0,5620.0,11.75,253.6,1963000.0,3439000.0,1.686,2.444
0.1997,4668.0,5662.0,11.75,262.1,1986000.0,3532000.0,1.719,2.487
0.2032,4670.0,5700.0,11.74,270.8,2008000.0,3627000.0,1.753,2.531
0.2066,4672.0,5734.0,11.74,279.7,2028000.0,3722000.0,1.787,2.574
0.2101,4675.0,5763.0,11.73,288.6,2048000.0,3818000.0,1.821,2.617
0.2135,4678.0,5788.0,11.73,297.5,2066000.0,3915000.0,1.856,2.66
0.2169,4681.0,5809.0,11.73,306.3,2082000.0,4012000.0,1.89,2.692
0.2204,4684.0,5831.0,11.73,315.0,2094000.0,4108000.0,1.924,2.692
0.2238,4687.0,5845.0,11.73,323.6,2111000.0,4204000.0,1.958,2.692
0.2273,4690.0,5857.0,11.73,331.9,2133000.0,4299000.0,1.993,2.692
0.2307,4694.0,5869.0,11.73,340.2,2150000.0,4395000.0,2.027,2.692
0.2342,4697.0,5877.0,11.73,348.9,2162000.0,4491000.0,2.061,2.692
0.2376,4701.0,5879.0,11.73,358.0,2177000.0,4588000.0,2.096,2.692
0.241,4704.0,5879.0,11.73,367.4,2195000.0,4686000.0,2.13,2.692
0.2445,4708.0,5880.0,11.74,376.6,2213000.0,4783000.0,2.164,2.691
0.2479,4712.0,5881.0,11.75,385.4,2227000.0,4880000.0,2.198,2.691
0.2514,4716.0,5882.0,11.76,393.9,2239000.0,4976000.0,2.231,2.691
0.2548,4720.0,5883.0,11.77,402.6,2249000.0,5073000.0,2.265,2.691
0.2583,4724.0,5883.0,11.78,411.7,2257000.0,5170000.0,2.298,2.691
0.2617,4728.0,5880.0,11.79,421.4,2264000.0,5268000.0,2.331,2.691
0.2652,4732.0,5874.0,11.79,431.5,2271000.0,5365000.0,2.363,2.691
0.2686,4736.0,5864.0,11.8,441.5,2280000.0,5460000.0,2.395,2.691
0.272,4740.0,5851.0,11.8,451.1,2291000.0,5554000.0,2.427,2.691
0.2755,4744.0,5837.0,11.8,460.0,2305000.0,5645000.0,2.459,2.69
0.2789,4748.0,5822.0,11.81,468.4,2319000.0,5732000.0,2.49,2.69
0.2824,4753.0,5808.0,11.82,476.3,2334000.0,5816000.0,2.521,2.69
0.2858,4757.0,5794.0,11.83,484.0,2348000.0,5897000.0,2.552,2.69
0.2893,4761.0,5783.0,11.84,491.1,2361000.0,5975000.0,2.582,2.69
0.2927,4766.0,5771.0,11.86,497.8,2373000.0,6049000.0,2.612,2.69
0.2961,4770.0,5760.0,11.87,503.9,2384000.0,6118000.0,2.641,2.689
0.2996,4774.0,5748.0,11.88,509.3,2394000.0,6183000.0,2.67,2.689
0.303,4779.0,5734.0,11.89,514.0,2405000.0,6244000.0,2.699,2.689
0.3065,4783.0,5720.0,11.9,518.0,2417000.0,6302000.0,2.728,2.689
0.3099,4788.0,5705.0,11.9,521.4,2429000.0,6355000.0,2.756,2.689
0.3134,4792.0,5690.0,11.91,524.2,2443000.0,6406000.0,2.784,2.688
0.3168,4796.0,5676.0,11.92,526.5,2455000.0,6453000.0,2.811,2.688
0.3202,4801.0,5662.0,11.94,528.4,2467000.0,6499000.0,2.839,2.688
0.3237,4805.0,5648.0,11.95,530.1,2478000.0,6541000.0,2.865,2.688
0.3271,4810.0,5634.0,11.96,531.6,2487000.0,6583000.0,2.892,2.687
0.3306,4814.0,5618.0,11.97,533.0,2495000.0,6623000.0,2.918,2.687
0.334,4819.0,5600.0,11.97,534.4,2503000.0,6662000.0,2.945,2.687
0.3375,4824.0,5580.0,11.98,535.9,2510000.0,6701000.0,2.97,2.687
0.3409,4828.0,5556.0,11.98,537.5,2518000.0,6740000.0,2.996,2.686
0.3444,4833.0,5530.0,11.98,539.1,2527000.0,6778000.0,3.021,2.686
0.3478,4837.0,5502.0,11.98,540.8,2536000.0,6815000.0,3.047,2.686
0.3512,4841.0,5471.0,11.99,542.5,2546000.0,6852000.0,3.072,2.686
0.3547,4846.0,5439.0,11.99,544.3,2555000.0,6888000.0,3.096,2.685
0.3581,4850.0,5406.0,11.99,546.1,2565000.0,6924000.0,3.121,2.685
0.3616,4854.0,5372.0,12.0,548.0,2574000.0,6959000.0,3.146,2.685
0.365,4859.0,5337.0,12.0,549.7,2583000.0,6993000.0,3.17,2.684
0.3685,4863.0,5302.0,12.01,551.4,2591000.0,7026000.0,3.195,2.684
0.3719,4867.0,5265.0,12.01,552.9,2600000.0,7057000.0,3.219,2.684
0.3753,4871.0,5229.0,12.02,554.1,2608000.0,7087000.0,3.243,2.683
0.3788,4875.0,5192.0,12.02,555.1,2617000.0,7116000.0,3.267,2.683
0.3822,4879.0,5156.0,12.03,555.9,2627000.0,7143000.0,3.291,2.683
0.3857,4883.0,5121.0,12.04,556.5,2636000.0,7169000.0,3.315,2.683
0.3891,4887.0,5086.0,12.05,556.8,2646000.0,7194000.0,3.339,2.682
0.3926,4890.0,5053.0,12.06,557.1,2656000.0,7219000.0,3.363,2.682
0.396,4894.0,5021.0,12.06,557.3,2666000.0,7242000.0,3.386,2.682
0.3994,4898.0,4990.0,12.07,557.5,2675000.0,7266000.0,3.409,2.681
0.4029,4901.0,4960.0,12.08,557.8,2684000.0,7289000.0,3.432,2.681
0.4063,4905.0,4931.0,12.09,558.2,2692000.0,7313000.0,3.455,2.681
0.4098,4908.0,4901.0,12.1,558.8,2699000.0,7336000.0,3.478,2.68
0.4132,4912.0,4871.0,12.1,559.6,2706000.0,7360000.0,3.5,2.68
0.4167,4915.0,4840.0,12.11,560.6,2713000.0,7385000.0,3.523,2.679
0.4201,4918.0,4809.0,12.11,561.8,2719000.0,7409000.0,3.544,2.679
0.4236,4921.0,4775.0,12.11,563.2,2725000.0,7434000.0,3.566,2.679
0.427,4925.0,4740.0,12.11,564.7,2730000.0,7458000.0,3.587,2.678
0.4304,4928.0,4703.0,12.11,566.4,2735000.0,7482000.0,3.607,2.678
0.4339,4931.0,4663.0,12.11,568.3,2738000.0,7505000.0,3.627,2.678
0.4373,4933.0,4621.0,12.11,570.1,2742000.0,7527000.0,3.647,2.677
0.4408,4936.0,4575.0,12.1,571.7,2744000.0,7547000.0,3.666,2.677
0.4442,4939.0,4526.0,12.1,573.1,2746000.0,7565000.0,3.685,2.677
0.4477,4941.0,4473.0,12.09,574.2,2748000.0,7581000.0,3.704,2.676
0.4511,4944.0,4417.0,12.08,574.9,2749000.0,7594000.0,3.721,2.676
0.4545,4946.0,4356.0,12.07,575.4,2750000.0,7603000.0,3.739,2.676
0.458,4948.0,4293.0,12.06,575.5,2751000.0,7610000.0,3.756,2.675
0.4614,4950.0,4225.0,12.05,575.2,2751000.0,7613000.0,3.772,2.675
0.4649,4951.0,4154.0,12.04,574.4,2750000.0,7613000.0,3.787,2.675
0.4683,4953.0,4080.0,12.03,573.2,2749000.0,7609000.0,3.803,2.674
0.4718,4954.0,4002.0,12.02,571.7,2748000.0,7603000.0,3.817,2.674
0.4752,4955.0,3921.0,12.01,569.7,2746000.0,7593000.0,3.831,2.673
0.4787,4956.0,3838.0,11.99,567.5,2744000.0,7581000.0,3.844,2.673
0.4821,4956.0,3751.0,11.98,565.2,2741000.0,7566000.0,3.857,2.673
0.4855,4957.0,3662.0,11.97,562.6,2737000.0,7549000.0,3.869,2.672
0.489,4957.0,3570.0,11.96,559.9,2733000.0,7530000.0,3.88,2.672
0.4924,4956.0,3477.0,11.95,557.2,2729000.0,7510000.0,3.891,2.672
0.4959,4956.0,3381.0,11.94,554.5,2725000.0,7488000.0,3.901,2.671
0.4993,4955.0,3284.0,11.92,551.7,2720000.0,7466000.0,3.911,2.671
0.5028,4954.0,3185.0,11.91,549.0,2716000.0,7442000.0,3.92,2.671
0.5062,4952.0,3086.0,11.9,546.4,2711000.0,7418000.0,3.928,2.67
0.5096,4951.0,2986.0,11.89,543.9,2707000.0,7393000.0,3.935,2.67
0.5131,4949.0,2886.0,11.88,541.4,2703000.0,7367000.0,3.943,2.67
0.5165,4946.0,2787.0,11.87,538.9,2699000.0,7340000.0,3.949,2.669
0.52,4943.0,2688.0,11.86,536.4,2695000.0,7313000.0,3.955,2.669
0.5234,4940.0,2590.0,11.86,533.8,2692000.0,7285000.0,3.96,2.669
0.5269,4937.0,2494.0,11.85,531.2,2690000.0,7256000.0,3.965,2.668
0.5303,4934.0,2400.0,11.84,528.6,2689000.0,7227000.0,3.969,2.668
0.5337,4930.0,2308.0,11.84,525.8,2688000.0,7197000.0,3.973,2.668
0.5372,4925.0,2220.0,11.83,522.9,2688000.0,7165000.0,3.976,2.667
0.5406,4921.0,2135.0,11.83,519.9,2689000.0,7134000.0,3.979,2.667
0.5441,4916.0,2054.0,11.83,516.7,2691000.0,7101000.0,3.981,2.667
0.5475,4911.0,1977.0,11.82,513.5,2694000.0,7069000.0,3.983,2.666
0.551,4905.0,1904.0,11.82,510.3,2698000.0,7036000.0,3.985,2.666
0.5544,4900.0,1837.0,11.82,507.1,2703000.0,7004000.0,3.986,2.666
0.5579,4894.0,1774.0,11.82,504.0,2709000.0,6972000.0,3.987,2.666
0.5613,4888.0,1717.0,11.82,501.1,2715000.0,6941000.0,3.987,2.665
0.5647,4881.0,1665.0,11.82,498.4,2723000.0,6912000.0,3.987,2.665
0.5682,4875.0,1619.0,11.82,496.0,2732000.0,6884000.0,3.987,2.665
0.5716,4868.0,1578.0,11.82,493.9,2741000.0,6858000.0,3.987,2.664
0.5751,4861.0,1543.0,11.82,492.3,2751000.0,6835000.0,3.986,2.664
0.5785,4854.0,1514.0,11.82,491.1,2762000.0,6813000.0,3.984,2.664
0.582,4846.0,1489.0,11.82,490.3,2774000.0,6794000.0,3.983,2.663
0.5854,4839.0,1471.0,11.82,490.0,2787000.0,6778000.0,3.981,2.663
0.5888,4831.0,1457.0,11.82,490.1,2801000.0,6763000.0,3.979,2.663
0.5923,4824.0,1448.0,11.82,490.6,2815000.0,6751000.0,3.976,2.662
0.5957,4816.0,1444.0,11.82,491.5,2830000.0,6741000.0,3.973,2.662
0.5992,4808.0,1444.0,11.82,492.7,2846000.0,6732000.0,3.97,2.662
0.6026,4800.0,1448.0,11.82,494.2,2862000.0,6725000.0,3.966,2.661
0.6061,4792.0,1456.0,11.81,495.9,2880000.0,6719000.0,3.963,2.661
0.6095,4784.0,1467.0,11.81,497.7,2898000.0,6713000.0,3.958,2.661
0.6129,4776.0,1481.0,11.8,499.6,2917000.0,6709000.0,3.954,2.66
0.6164,4768.0,1499.0,11.79,501.5,2937000.0,6704000.0,3.949,2.66
0.6198,4759.0,1519.0,11.79,503.3,2957000.0,6699000.0,3.944,2.66
0.6233,4751.0,1541.0,11.78,505.1,2979000.0,6694000.0,3.939,2.659
0.6267,4743.0,1565.0,11.77,506.7,3001000.0,6688000.0,3.933,2.659
0.6302,4735.0,1592.0,11.76,508.2,3024000.0,6682000.0,3.927,2.659
0.6336,4727.0,1620.0,11.75,509.4,3047000.0,6674000.0,3.921,2.658
0.6371,4718.0,1650.0,11.74,510.7,3072000.0,6667000.0,3.914,2.658
0.6405,4710.0,1681.0,11.73,512.0,3097000.0,6660000.0,3.907,2.658
0.6439,4702.0,1714.0,11.72,513.3,3123000.0,6652000.0,3.9,2.657
0.6474,4694.0,1749.0,11.71,514.3,3149000.0,6643000.0,3.892,2.657
0.6508,4686.0,1786.0,11.7,515.1,3176000.0,6633000.0,3.884,2.657
0.6543,4678.0,1824.0,11.69,515.8,3204000.0,6622000.0,3.876,2.656
0.6577,4670.0,1864.0,11.68,516.4,3232000.0,6610000.0,3.867,2.656
0.6612,4662.0,1907.0,11.68,517.1,3261000.0,6599000.0,3.858,2.656
0.6646,4654.0,1952.0,11.67,517.8,3291000.0,6588000.0,3.849,2.655
0.668,4647.0,1999.0,11.66,518.6,3321000.0,6577000.0,3.839,2.655
0.6715,4639.0,2050.0,11.66,519.3,3352000.0,6565000.0,3.83,2.655
0.6749,4631.0,2103.0,11.65,519.9,3383000.0,6553000.0,3.819,2.654
0.6784,4624.0,2160.0,11.65,520.4,3414000.0,6541000.0,3.809,2.654
0.6818,4616.0,2220.0,11.65,520.8,3446000.0,6529000.0,3.798,2.653
0.6853,4609.0,2285.0,11.65,521.1,3479000.0,6517000.0,3.787,2.653
0.6887,4602.0,2353.0,11.65,521.4,3512000.0,6504000.0,3.776,2.653
0.6921,4595.0,2425.0,11.65,521.6,3546000.0,6492000.0,3.765,2.652
0.6956,4588.0,2501.0,11.65,521.6,3580000.0,6479000.0,3.753,2.652
0.699,4582.0,2581.0,11.65,521.3,3614000.0,6465000.0,3.741,2.652
0.7025,4575.0,2665.0,11.66,520.9,3649000.0,6451000.0,3.729,2.651
0.7059,4569.0,2754.0,11.66,520.3,3684000.0,6437000.0,3.717,2.651
0.7094,4563.0,2846.0,11.66,519.6,3720000.0,6422000.0,3.704,2.65
0.7128,4557.0,2941.0,11.67,518.7,3756000.0,6407000.0,3.692,2.65
0.7163,4552.0,3040.0,11.67,517.7,3793000.0,6392000.0,3.68,2.65
0.7197,4547.0,3142.0,11.68,516.5,3829000.0,6377000.0,3.667,2.649
0.7231,4542.0,3247.0,11.68,515.2,3867000.0,6362000.0,3.654,2.649
0.7266,4537.0,3354.0,11.69,513.9,3904000.0,6347000.0,3.642,2.648
0.73,4533.0,3463.0,11.69,512.6,3941000.0,6333000.0,3.629,2.648
0.7335,4528.0,3573.0,11.69,511.4,3979000.0,6319000.0,3.617,2.647
0.7369,4525.0,3685.0,11.7,510.2,4017000.0,6306000.0,3.604,2.647
0.7404,4521.0,3796.0,11.7,509.2,4054000.0,6293000.0,3.592,2.647
0.7438,4518.0,3908.0,11.7,508.2,4092000.0,6282000.0,3.58,2.646
0.7472,4515.0,4020.0,11.7,507.5,4130000.0,6272000.0,3.568,2.646
0.7507,4512.0,4130.0,11.7,506.9,4167000.0,6262000.0,3.556,2.645
0.7541,4510.0,4240.0,11.7,506.5,4204000.0,6255000.0,3.544,2.645
0.7576,4508.0,4348.0,11.7,506.3,4240000.0,6248000.0,3.532,2.644
0.761,4506.0,4453.0,11.69,506.3,4276000.0,6242000.0,3.521,2.644
0.7645,4505.0,4557.0,11.69,506.5,4311000.0,6238000.0,3.51,2.643
0.7679,4504.0,4657.0,11.69,506.8,4345000.0,6235000.0,3.499,2.643
0.7713,4503.0,4755.0,11.69,507.3,4379000.0,6233000.0,3.488,2.642
0.7748,4503.0,4849.0,11.68,507.9,4412000.0,6232000.0,3.477,2.642
0.7782,4503.0,4939.0,11.68,508.7,4443000.0,6231000.0,3.467,2.641
0.7817,4503.0,5026.0,11.67,509.5,4474000.0,6231000.0,3.457,2.641
0.7851,4503.0,5109.0,11.67,510.3,4503000.0,6231000.0,3.447,2.64
0.7886,4504.0,5188.0,11.66,511.2,4531000.0,6232000.0,3.438,2.64
0.792,4504.0,5262.0,11.66,512.2,4558000.0,6233000.0,3.428,2.639
0.7955,4506.0,5332.0,11.65,513.1,4583000.0,6234000.0,3.419,2.639
0.7989,4507.0,5398.0,11.65,514.0,4608000.0,6235000.0,3.41,2.638
0.8023,4508.0,5460.0,11.65,514.9,4630000.0,6236000.0,3.402,2.638
0.8058,4510.0,5517.0,11.64,515.8,4652000.0,6237000.0,3.394,2.637
0.8092,4512.0,5570.0,11.64,516.7,4672000.0,6237000.0,3.386,2.637
0.8127,4514.0,5618.0,11.64,517.5,4691000.0,6237000.0,3.378,2.636
0.8161,4517.0,5663.0,11.63,518.3,4709000.0,6237000.0,3.37,2.636
0.8196,4519.0,5704.0,11.63,519.1,4726000.0,6236000.0,3.362,2.635
0.823,4522.0,5741.0,11.63,519.9,4741000.0,6235000.0,3.355,2.635
0.8264,4525.0,5774.0,11.63,520.6,4756000.0,6233000.0,3.348,2.634
0.8299,4528.0,5804.0,11.63,521.2,4769000.0,6230000.0,3.341,2.634
0.8333,4531.0,5831.0,11.63,521.8,4782000.0,6227000.0,3.334,2.633
0.8368,4534.0,5855.0,11.63,522.3,4793000.0,6224000.0,3.327,2.632
0.8402,4538.0,5877.0,11.64,522.8,4804000.0,6219000.0,3.32,2.632
0.8437,4541.0,5895.0,11.64,523.2,4814000.0,6214000.0,3.314,2.631
0.8471,4545.0,5912.0,11.64,523.4,4823000.0,6208000.0,3.307,2.631
0.8506,4549.0,5927.0,11.65,523.6,4831000.0,6202000.0,3.301,2.63
0.854,4553.0,5940.0,11.65,523.7,4838000.0,6194000.0,3.294,2.629
0.8574,4557.0,5951.0,11.66,523.6,4844000.0,6186000.0,3.288,2.629
0.8609,4561.0,5960.0,11.67,523.3,4850000.0,6176000.0,3.282,2.628
0.8643,4565.0,5968.0,11.68,522.9,4854000.0,6166000.0,3.276,2.628
0.8678,4569.0,5975.0,11.68,522.4,4858000.0,6154000.0,3.27,2.627
0.8712,4574.0,5981.0,11.69,521.6,4861000.0,6142000.0,3.264,2.626
0.8747,4578.0,5985.0,11.7,520.8,4863000.0,6128000.0,3.258,2.626
0.8781,4583.0,5988.0,11.71,519.8,4863000.0,6114000.0,3.253,2.625
0.8815,4587.0,5990.0,11.72,518.7,4863000.0,6099000.0,3.247,2.625
0.885,4592.0,5990.0,11.73,517.5,4861000.0,6084000.0,3.242,2.624
0.8884,4597.0,5989.0,11.74,516.2,4858000.0,6069000.0,3.237,2.623
0.8919,4601.0,5986.0,11.75,514.9,4854000.0,6053000.0,3.232,2.623
0.8953,4606.0,5982.0,11.76,513.6,4849000.0,6037000.0,3.227,2.622
0.8988,4611.0,5975.0,11.76,512.3,4842000.0,6021000.0,3.222,2.621
0.9022,4616.0,5967.0,11.77,511.1,4834000.0,6006000.0,3.218,2.621
0.9056,4621.0,5957.0,11.78,509.9,4825000.0,5991000.0,3.213,2.62
0.9091,4626.0,5944.0,11.78,508.7,4814000.0,5976000.0,3.209,2.619
0.9125,4631.0,5929.0,11.79,507.7,4801000.0,5962000.0,3.205,2.619
0.916,4636.0,5912.0,11.8,506.7,4788000.0,5949000.0,3.201,2.618
0.9194,4641.0,5892.0,11.8,505.9,4773000.0,5936000.0,3.198,2.617
0.9229,4647.0,5869.0,11.8,505.2,4756000.0,5924000.0,3.194,2.617
0.9263,4652.0,5843.0,11.81,504.6,4738000.0,5912000.0,3.191,2.616
0.9298,4657.0,5814.0,11.81,504.1,4719000.0,5902000.0,3.188,2.615
0.9332,4662.0,5783.0,11.82,503.7,4699000.0,5892000.0,3.186,2.614
0.9366,4667.0,5748.0,11.82,503.4,4677000.0,5883000.0,3.183,2.614
0.9401,4672.0,5711.0,11.82,503.2,4654000.0,5874000.0,3.181,2.613
0.9435,4677.0,5670.0,11.82,503.1,4630000.0,5866000.0,3.179,2.612
0.947,4682.0,5627.0,11.82,503.1,4605000.0,5859000.0,3.177,2.612
0.9504,4687.0,5581.0,11.83,503.2,4579000.0,5852000.0,3.176,2.611
0.9539,4692.0,5532.0,11.83,503.4,4552000.0,5846000.0,3.175,2.61
0.9573,4696.0,5480.0,11.83,503.6,4524000.0,5841000.0,3.174,2.609
0.9607,4701.0,5426.0,11.83,504.0,4496000.0,5836000.0,3.173,2.609
0.9642,4705.0,5370.0,11.83,504.4,4467000.0,5832000.0,3.172,2.608
0.9676,4710.0,5311.0,11.83,505.0,4437000.0,5829000.0,3.172,2.607
0.9711,4714.0,5250.0,11.83,505.6,4406000.0,5827000.0,3.171,2.607
0.9745,4718.0,5187.0,11.83,506.3,4375000.0,5825000.0,3.171,2.606
0.978,4722.0,5123.0,11.84,507.2,4344000.0,5824000.0,3.171,2.605
0.9814,4726.0,5056.0,11.84,508.1,4312000.0,5824000.0,3.171,2.604
0.9848,4730.0,4989.0,11.84,509.1,4280000.0,5824000.0,3.172,2.604
0.9883,4734.0,4920.0,11.84,510.2,4247000.0,5826000.0,3.172,2.603
0.9917,4737.0,4851.0,11.84,511.4,4215000.0,5828000.0,3.172,2.602
0.9952,4740.0,4780.0,11.84,512.6,4182000.0,5831000.0,3.173,2.601
0.9986,4743.0,4709.0,11.85,513.9,4149000.0,5834000.0,3.174,2.601
1.0021,4746.0,4637.0,11.85,515.3,4116000.0,5838000.0,3.174,2.6
1.0055,4749.0,4565.0,11.85,516.6,4082000.0,5842000.0,3.175,2.599
1.009,4752.0,4492.0,11.85,518.0,4049000.0,5847000.0,3.176,2.598
1.0124,4754.0,4419.0,11.85,519.4,4016000.0,5851000.0,3.176,2.598
1.0158,4757.0,4346.0,11.86,520.7,3983000.0,5857000.0,3.177,2.597
1.0193,4759.0,4273.0,11.86,522.0,3950000.0,5862000.0,3.178,2.596
1.0227,4760.0,4200.0,11.86,523.3,3917000.0,5867000.0,3.179,2.595
1.0262,4762.0,4127.0,11.86,524.5,3884000.0,5872000.0,3.179,2.595
1.0296,4764.0,4054.0,11.86,525.6,3851000.0,5877000.0,3.18,2.594
1.0331,4765.0,3982.0,11.86,526.7,3818000.0,5882000.0,3.181,2.593
1.0365,4766.0,3909.0,11.86,527.6,3786000.0,5887000.0,3.182,2.593
1.0399,4767.0,3836.0,11.86,528.5,3754000.0,5891000.0,3.182,2.592
1.0434,4768.0,3763.0,11.86,529.3,3722000.0,5895000.0,3.183,2.591
1.0468,4768.0,3691.0,11.86,530.0,3690000.0,5900000.0,3.184,2.59
1.0503,4768.0,3618.0,11.85,530.6,3659000.0,5904000.0,3.184,2.59
1.0537,4768.0,3545.0,11.85,531.2,3628000.0,5908000.0,3.185,2.589
1.0572,4768.0,3473.0,11.85,531.7,3598000.0,5912000.0,3.185,2.588
1.0606,4768.0,3400.0,11.84,532.1,3568000.0,5916000.0,3.186,2.587
1.064,4767.0,3327.0,11.84,532.6,3538000.0,5920000.0,3.187,2.587
1.0675,4766.0,3255.0,11.84,533.0,3510000.0,5924000.0,3.187,2.586
1.0709,4765.0,3182.0,11.83,533.4,3481000.0,5929000.0,3.188,2.585
1.0744,4764.0,3110.0,11.83,533.8,3454000.0,5934000.0,3.188,2.584
1.0778,4763.0,3038.0,11.82,534.3,3427000.0,5939000.0,3.189,2.584
1.0813,4761.0,2966.0,11.81,534.7,3401000.0,5945000.0,3.19,2.583
1.0847,4759.0,2895.0,11.81,535.2,3376000.0,5950000.0,3.19,2.582
1.0882,4757.0,2824.0,11.8,535.7,3351000.0,5957000.0,3.191,2.581
1.0916,4754.0,2753.0,11.8,536.3,3328000.0,5964000.0,3.192,2.581
1.095,4752.0,2684.0,11.79,536.8,3305000.0,5971000.0,3.193,2.58
1.0985,4749.0,2615.0,11.78,537.4,3283000.0,5979000.0,3.193,2.579
1.1019,4746.0,2548.0,11.78,538.1,3262000.0,5987000.0,3.194,2.579
1.1054,4743.0,2481.0,11.77,538.8,3242000.0,5995000.0,3.195,2.578
1.1088,4739.0,2416.0,11.76,539.5,3222000.0,6004000.0,3.197,2.577
1.1123,4735.0,2352.0,11.76,540.3,3204000.0,6014000.0,3.198,2.576
