            Time             Fpx             Fpy             Fpz             Fvx             Fvy             Fvz             Mtx             Mty             Mtz           Y+min           Y+max
         49.5902          493539          285313        -55940.6         730.631         522.454         88.9937     2.95509e+06     2.04264e+06          233078       0.0121437         5.17819
         49.5937          493113          284932        -55875.2         729.622         521.742         88.7863     2.95168e+06     2.05168e+06          220721      0.00906282         5.20368
         49.5971          492726          284635        -55861.7         732.769         523.508         88.1816      2.9469e+06     2.04661e+06          226898      0.00888569          5.1964
         49.6006          493701          285120        -55981.7         730.596         522.233         88.1398     2.95125e+06     2.04854e+06          225610      0.00796178         5.19284
          49.604          493202          284746        -55937.3         730.561         522.251         87.8523     2.94767e+06     2.05156e+06          219844      0.00634862         5.19187
         49.6074          492992          284554        -55934.6         731.351         522.746          87.466     2.94679e+06     2.04924e+06          222170       0.0095846         5.19539
         49.6109          493291          284650        -55982.5         730.889         522.535         87.2035     2.94705e+06     2.05034e+06          219759       0.0079349         5.26089
         49.6143          493025          284421        -55966.8          730.88         522.594         86.8974     2.94482e+06     2.05172e+06          216483       0.0091916         5.33683
         49.6178          492914          284286          -55970         731.241         522.858          86.552     2.94444e+06     2.05071e+06          216567      0.00665977         5.38931
         49.6212          492985          284252        -55991.6         731.171         522.875         86.2559     2.94371e+06     2.05162e+06          213827      0.00729013         5.40735
         49.6247          492881          284117        -55991.9         731.229         522.967         85.9539     2.94223e+06     2.05241e+06          211242      0.00637732         5.40873
         49.6281          492855          284029        -56001.1         731.363         523.096         85.6457     2.94168e+06     2.05207e+06          209892      0.00484759         5.40468
         49.6315          492885          283968        -56014.8         731.291         523.106          85.366     2.94063e+06     2.05293e+06          206951      0.00818677         5.39936
          49.635          492841          283865        -56018.7         731.268         523.144         85.0884     2.93962e+06     2.05346e+06          204381      0.00667284         5.39384
         49.6384          492814          283770          -56023         731.274         523.193         84.8122     2.93894e+06     2.05358e+06          202100       0.0076059         5.38759
         49.6419          492783          283670        -56025.8          731.24         523.219         84.5477     2.93793e+06     2.05438e+06          198961      0.00914071         5.38242
         49.6453          492720          283554        -56026.7         731.288          523.29         84.2824     2.93723e+06     2.05481e+06          196109      0.00947189         5.37773
         49.6488          492659          283438        -56025.6         731.385         523.386         84.0186     2.93655e+06     2.05528e+06          193147      0.00574971         5.37162
         49.6522          492597          283321        -56024.2         731.506         523.497           83.76     2.93579e+06      2.0561e+06          189752      0.00916275         5.36438
         49.6556          492528          283204          -56021         731.681         523.636         83.5043     2.93522e+06     2.05679e+06          186487      0.00766619         5.35763
         49.6591          492470          283090        -56018.2         731.875         523.783         83.2546     2.93465e+06     2.05762e+06          183015      0.00939614         5.35014
         49.6625          492419          282982        -56014.9         732.072         523.931         83.0137     2.93406e+06      2.0586e+06          179294      0.00689873         5.34183
          49.666          492377          282880          -56012         732.275         524.078         82.7814     2.93359e+06     2.05942e+06          175625      0.00443659         5.33274
         49.6694          492340          282777          -56008         732.465         524.214         82.5593     2.93296e+06     2.06038e+06          171774      0.00523286         5.32317
         49.6729          492306          282673        -56003.1         732.641         524.339         82.3481     2.93217e+06     2.06144e+06          167775      0.00707169         5.31319
         49.6763          492273          282568        -55997.5         732.808         524.455         82.1471     2.93132e+06     2.06242e+06          163736      0.00721368         5.30264
         49.6798          492245          282465        -55991.9         732.958         524.556         81.9573     2.93041e+06     2.06341e+06          159580      0.00756737         5.29147
         49.6832          492215          282361        -55984.6         733.099         524.648         81.7785     2.92938e+06     2.06449e+06          155304       0.0100343         5.27973
         49.6866          492184          282254        -55976.1         733.236         524.734         81.6096     2.92817e+06      2.0657e+06          150930       0.0102373         5.26748
         49.6901          492160          282154        -55968.6         733.367          524.81         81.4514     2.92701e+06     2.06692e+06          146439       0.0106511         5.25469
         49.6935          492147          282062        -55961.8         733.488         524.876         81.3042     2.92588e+06     2.06817e+06          141857      0.00523755         5.24136
          49.697          492134          281967        -55953.4         733.607         524.936         81.1668     2.92449e+06     2.06971e+06          137115       0.0063339         5.22742
         49.7004          492137          281879        -55946.3         733.721         524.988         81.0393     2.92306e+06     2.07131e+06          132278      0.00346543         5.21281
         49.7039          492154          281799          -55941         733.823         525.027          80.923     2.92168e+06     2.07291e+06          127410      0.00699973         5.19764
         49.7073          492182          281722        -55935.8         733.922         525.058         80.8163     2.92021e+06     2.07463e+06          122457      0.00800275         5.18182
         49.7107          492213          281642        -55929.3         734.014          525.08         80.7194     2.91845e+06     2.07667e+06          117343      0.00673964          5.1654
         49.7142          492259          281572          -55924         734.101         525.093         80.6322     2.91681e+06     2.07877e+06          112200      0.00776616         5.14839
         49.7176          492316          281511        -55919.6         734.174         525.092         80.5556     2.91519e+06     2.08105e+06          106954      0.00958484         5.13043
         49.7211          492376          281449        -55915.1         734.245         525.084         80.4882     2.91343e+06     2.08364e+06          101583      0.00493145         5.11181
         49.7245          492443          281389        -55911.3         734.307         525.066         80.4305     2.91159e+06     2.08645e+06         96162.3      0.00811196         5.09304
          49.728          492517          281330        -55908.3         734.356         525.034         80.3832     2.90959e+06     2.08947e+06         90683.3      0.00893789         5.07506
         49.7314          492596          281272          -55906           734.4         524.992         80.3452     2.90745e+06     2.09264e+06           85121       0.0103361         5.05801
         49.7348          492676          281211        -55903.6         734.435          524.94         80.3167     2.90512e+06     2.09609e+06         79464.6       0.0112792         5.04179
         49.7383          492757          281151        -55900.6         734.468         524.879         80.2971     2.90275e+06     2.09973e+06         73776.9       0.0108388         5.02635
         49.7417          492830          281085        -55897.6         734.498         524.812         80.2857     2.90008e+06     2.10386e+06         67999.1       0.0117034         5.01174
         49.7452          492905          281023          -55896         734.534         524.742         80.2818     2.89756e+06     2.10801e+06         62234.6      0.00691979         4.99798
