,0
Time,94.48863635992058
GenPwr,4533.566740628285
GenTq,39.77770232395189
RotSpeed,11.882810930748569
RotThrust,805.1708104636226
B1RootMxr,1225828.6441363425
B1RootMyr,9651238.993343454
B1TipTDxr,5.250909903071355
BldPitch1,0.0
